-0.0464, -0.018334, 0.0076839, 0.031732, 0.053889, 0.074233, 0.092841, 0.10979, 0.12517, 0.13904, 0.15149, 0.1626, 0.17243, 0.18103, 0.18842, 0.19463, 0.19968, 0.20362, 0.20658, 0.2088, 0.21053, 0.21201, 0.2135, 0.21515, 0.21673, 0.21791, 0.21838, 0.21782, 0.21593, 0.21328, 0.2113, 0.21144, 0.21516, 0.22391, 0.23875, 0.25911, 0.28406, 0.31261, 0.34382, 0.37673, 0.41037, 0.44379, 0.47603, 0.50613, 0.53313 
0.74637, 0.74416, 0.74079, 0.73641, 0.73115, 0.72518, 0.71863, 0.71165, 0.70439, 0.69699, 0.6896, 0.68237, 0.67543, 0.66888, 0.66279, 0.65725, 0.65233, 0.64813, 0.64464, 0.64182, 0.63959, 0.63791, 0.63672, 0.63596, 0.63563, 0.63573, 0.63625, 0.6372, 0.63856, 0.64011, 0.6414, 0.64195, 0.64132, 0.63904, 0.63469, 0.62793, 0.6185, 0.60611, 0.59046, 0.57128, 0.54828, 0.52117, 0.48968, 0.4535, 0.41237 
-0.16923, -0.22612, -0.28192, -0.33618, -0.38845, -0.43826, -0.48516, -0.52871, -0.56844, -0.60391, -0.63465, -0.66021, -0.68026, -0.69491, -0.70439, -0.70894, -0.70879, -0.70415, -0.69497, -0.6809, -0.66158, -0.63665, -0.60575, -0.56879, -0.52672, -0.48076, -0.43213, -0.38204, -0.33166, -0.28068, -0.22733, -0.1698, -0.10627, -0.0349, 0.045654, 0.13489, 0.23183, 0.3355, 0.44494, 0.55917, 0.67721, 0.79809, 0.92085, 1.0445, 1.1681 
0.025772, 0.088889, 0.15206, 0.21454, 0.27561, 0.33453, 0.39056, 0.44296, 0.49101, 0.53397, 0.5711, 0.60166, 0.62513, 0.64176, 0.65201, 0.65632, 0.65516, 0.64897, 0.63801, 0.62234, 0.60202, 0.57711, 0.54765, 0.51373, 0.47557, 0.4334, 0.38745, 0.33797, 0.28522, 0.23005, 0.17388, 0.11816, 0.06435, 0.013898, -0.032091, -0.073904, -0.11218, -0.14755, -0.18065, -0.21213, -0.2426, -0.27272, -0.30312, -0.33442, -0.36728 
0.18587, 0.25852, 0.3242, 0.38354, 0.43719, 0.48579, 0.52996, 0.57036, 0.60761, 0.64235, 0.67523, 0.70688, 0.73775, 0.76753, 0.79572, 0.82184, 0.84539, 0.86588, 0.88303, 0.89681, 0.90715, 0.91401, 0.91736, 0.91732, 0.91472, 0.9106, 0.90598, 0.90186, 0.89923, 0.89778, 0.89597, 0.89222, 0.88491, 0.87244, 0.85366, 0.82906, 0.79959, 0.76619, 0.72979, 0.69135, 0.65178, 0.61205, 0.57307, 0.5358, 0.50117 
-0.042417, -0.1173, -0.18822, -0.25523, -0.31839, -0.37775, -0.43339, -0.48534, -0.53368, -0.57846, -0.61974, -0.65757, -0.69202, -0.72308, -0.75078, -0.7751, -0.79607, -0.81369, -0.82811, -0.83963, -0.84854, -0.85514, -0.85974, -0.86259, -0.86377, -0.86334, -0.86133, -0.85779, -0.8528, -0.84721, -0.84265, -0.84077, -0.84324, -0.8517, -0.86744, -0.89017, -0.91923, -0.95395, -0.99369, -1.0378, -1.0855, -1.1363, -1.1894, -1.2442, -1.3 
-1.0044, -1.043, -1.0822, -1.1217, -1.1609, -1.1996, -1.2374, -1.2739, -1.3086, -1.3414, -1.3716, -1.3991, -1.4234, -1.4449, -1.4639, -1.4807, -1.4957, -1.5092, -1.5215, -1.5326, -1.5429, -1.5523, -1.5612, -1.5694, -1.577, -1.5835, -1.5888, -1.5926, -1.5945, -1.5939, -1.5894, -1.5797, -1.5636, -1.5397, -1.5071, -1.467, -1.4207, -1.3697, -1.3154, -1.2594, -1.2031, -1.148, -1.0955, -1.0472, -1.0043 
0.1504, 0.25408, 0.36224, 0.47389, 0.58804, 0.70368, 0.81983, 0.93547, 1.0496, 1.1613, 1.2694, 1.3731, 1.4717, 1.5659, 1.6571, 1.7463, 1.8347, 1.9235, 2.012, 2.0974, 2.1771, 2.2483, 2.3085, 2.3559, 2.3926, 2.4217, 2.4465, 2.47, 2.4952, 2.5227, 2.5508, 2.5773, 2.6004, 2.618, 2.6286, 2.6325, 2.63, 2.6219, 2.6087, 2.5909, 2.5692, 2.5441, 2.5162, 2.486, 2.4542 
0.2794, 0.24589, 0.21489, 0.18644, 0.16061, 0.13743, 0.11696, 0.099245, 0.084334, 0.072277, 0.063122, 0.056919, 0.053597, 0.05261, 0.053292, 0.054975, 0.056994, 0.058703, 0.05992, 0.060925, 0.062022, 0.063511, 0.065695, 0.068818, 0.072893, 0.077874, 0.083718, 0.090379, 0.0978, 0.10563, 0.1132, 0.11987, 0.12497, 0.12782, 0.12791, 0.12526, 0.12001, 0.11234, 0.10239, 0.090317, 0.076289, 0.060457, 0.042979, 0.024011, 0.0037123 
-0.6654, -0.6025, -0.53423, -0.46179, -0.38637, -0.30916, -0.23135, -0.15414, -0.078707, -0.0062532, 0.062034, 0.12496, 0.18155, 0.2316, 0.27515, 0.31223, 0.34285, 0.36704, 0.38488, 0.39653, 0.40213, 0.40184, 0.39581, 0.38407, 0.36621, 0.3417, 0.31003, 0.27067, 0.22314, 0.16816, 0.1076, 0.043415, -0.022469, -0.088111, -0.15202, -0.21453, -0.2764, -0.3384, -0.40132, -0.46591, -0.53296, -0.60323, -0.6775, -0.75654, -0.84112 
-0.6273, -0.7184, -0.80111, -0.87563, -0.94218, -1.001, -1.0522, -1.0961, -1.1329, -1.1628, -1.1859, -1.2026, -1.2131, -1.2182, -1.2187, -1.2155, -1.2094, -1.2013, -1.1915, -1.1803, -1.1676, -1.1535, -1.1382, -1.1217, -1.1052, -1.0897, -1.0764, -1.0665, -1.0609, -1.0593, -1.0593, -1.0588, -1.0556, -1.0474, -1.0327, -1.0124, -0.98812, -0.96148, -0.9341, -0.90759, -0.88355, -0.86359, -0.84934, -0.84239, -0.84436 
0.6999, 0.62569, 0.55409, 0.48425, 0.41529, 0.34637, 0.27661, 0.20515, 0.13114, 0.053718, -0.027988, -0.11483, -0.2073, -0.30432, -0.40444, -0.50623, -0.60822, -0.70903, -0.80828, -0.90665, -1.0049, -1.1036, -1.2036, -1.3051, -1.4062, -1.5045, -1.5976, -1.6832, -1.7588, -1.8238, -1.8793, -1.9263, -1.9659, -1.9991, -2.027, -2.0506, -2.0708, -2.0886, -2.105, -2.1209, -2.1373, -2.1551, -2.1753, -2.1989, -2.2268 
-0.2915, -0.34907, -0.39711, -0.43661, -0.46859, -0.49404, -0.51396, -0.52934, -0.54121, -0.55054, -0.55835, -0.56563, -0.57315, -0.58069, -0.58781, -0.59405, -0.59897, -0.60217, -0.60434, -0.60726, -0.61275, -0.62265, -0.6388, -0.66245, -0.69262, -0.72777, -0.76635, -0.80682, -0.84764, -0.88745, -0.92507, -0.95932, -0.98903, -1.013, -1.0305, -1.0418, -1.0479, -1.0495, -1.0474, -1.0424, -1.0354, -1.027, -1.0182, -1.0097, -1.0023 
