-0.0464, -0.035039, -0.024192, -0.013844, -0.0039806, 0.0054113, 0.014346, 0.022839, 0.030903, 0.038553, 0.045803, 0.052667, 0.059156, 0.065267, 0.070993, 0.076329, 0.081267, 0.085802, 0.089946, 0.093727, 0.097174, 0.10032, 0.10318, 0.1058, 0.10818, 0.11033, 0.11227, 0.114, 0.11553, 0.11688, 0.11805, 0.11905, 0.11989, 0.12058, 0.12114, 0.12156, 0.12188, 0.1221, 0.12224, 0.12231, 0.12233, 0.1223, 0.12226, 0.1222, 0.12215 
0.74637, 0.74569, 0.74478, 0.74364, 0.7423, 0.74076, 0.73905, 0.73717, 0.73514, 0.73297, 0.73067, 0.72827, 0.72578, 0.72322, 0.72061, 0.71799, 0.71538, 0.71281, 0.7103, 0.70786, 0.70551, 0.70326, 0.70112, 0.69912, 0.69725, 0.69549, 0.69386, 0.69234, 0.69093, 0.68964, 0.68846, 0.6874, 0.68646, 0.68566, 0.68499, 0.68444, 0.684, 0.68366, 0.68341, 0.68323, 0.68311, 0.68303, 0.68299, 0.68297, 0.68296 
-0.16923, -0.19935, -0.22899, -0.2581, -0.28663, -0.31456, -0.34183, -0.36842, -0.39428, -0.41937, -0.44366, -0.4671, -0.48966, -0.51129, -0.53195, -0.55159, -0.57017, -0.58765, -0.604, -0.61919, -0.63322, -0.64606, -0.65771, -0.66814, -0.67735, -0.68531, -0.69204, -0.6975, -0.7017, -0.70466, -0.70647, -0.70718, -0.70687, -0.70561, -0.70351, -0.70078, -0.69768, -0.69444, -0.69131, -0.68855, -0.6864, -0.6851, -0.68491, -0.68607, -0.68883 
0.025775, 0.057927, 0.08932, 0.11993, 0.14972, 0.17866, 0.20673, 0.2339, 0.26014, 0.28542, 0.30972, 0.33299, 0.35522, 0.37632, 0.39623, 0.41488, 0.43218, 0.44807, 0.46255, 0.47569, 0.48758, 0.49829, 0.5079, 0.51647, 0.52397, 0.53036, 0.53558, 0.53959, 0.54235, 0.54387, 0.54427, 0.54363, 0.54207, 0.53968, 0.53659, 0.533, 0.52916, 0.5253, 0.52165, 0.51844, 0.51593, 0.51433, 0.51388, 0.51482, 0.51738 
0.18588, 0.217, 0.24709, 0.27619, 0.30433, 0.33156, 0.35792, 0.38345, 0.40821, 0.43222, 0.45553, 0.47819, 0.50023, 0.52166, 0.54247, 0.56266, 0.58224, 0.60119, 0.61948, 0.63698, 0.6536, 0.66923, 0.68376, 0.69713, 0.70939, 0.72065, 0.73101, 0.74055, 0.74938, 0.75753, 0.76498, 0.77167, 0.77759, 0.7827, 0.78698, 0.79049, 0.79332, 0.79554, 0.79724, 0.79849, 0.79938, 0.79998, 0.80037, 0.80064, 0.80087 
-0.042424, -0.076203, -0.10832, -0.1389, -0.16806, -0.19591, -0.22256, -0.24813, -0.27274, -0.29651, -0.31954, -0.34196, -0.36384, -0.38511, -0.40565, -0.42534, -0.44408, -0.46174, -0.47829, -0.49375, -0.50816, -0.52155, -0.53396, -0.54541, -0.55595, -0.56563, -0.57451, -0.58263, -0.59004, -0.59676, -0.6028, -0.60815, -0.61281, -0.61677, -0.62005, -0.62271, -0.6248, -0.6264, -0.62757, -0.62839, -0.62891, -0.62921, -0.62934, -0.62939, -0.62941 
-1.0044, -1.038, -1.0692, -1.0982, -1.1254, -1.1509, -1.175, -1.1979, -1.2197, -1.2408, -1.2614, -1.2817, -1.3018, -1.3219, -1.342, -1.362, -1.382, -1.402, -1.4218, -1.4412, -1.4597, -1.4772, -1.4932, -1.5075, -1.5205, -1.5323, -1.5435, -1.5542, -1.5649, -1.5756, -1.5862, -1.5964, -1.606, -1.6148, -1.6227, -1.6296, -1.6356, -1.6407, -1.6449, -1.6482, -1.6506, -1.6522, -1.6529, -1.6528, -1.652 
0.1504, 0.19812, 0.24653, 0.29548, 0.34481, 0.39437, 0.44401, 0.49357, 0.54291, 0.59185, 0.64027, 0.68799, 0.73487, 0.78076, 0.82552, 0.86901, 0.91108, 0.9516, 0.99052, 1.0279, 1.0639, 1.0984, 1.1317, 1.1637, 1.1944, 1.2238, 1.2519, 1.2786, 1.3039, 1.3278, 1.3503, 1.3715, 1.3912, 1.4097, 1.4269, 1.4427, 1.457, 1.4698, 1.4811, 1.4907, 1.4986, 1.5046, 1.5088, 1.5111, 1.5113 
0.2794, 0.2562, 0.23393, 0.21268, 0.19255, 0.17362, 0.15598, 0.13973, 0.12495, 0.11173, 0.10017, 0.090357, 0.082303, 0.075738, 0.070315, 0.065688, 0.061512, 0.057447, 0.053344, 0.049237, 0.045171, 0.041189, 0.037336, 0.033583, 0.029614, 0.02504, 0.019471, 0.012519, 0.0038186, -0.0064604, -0.017612, -0.028906, -0.039614, -0.049006, -0.056533, -0.06237, -0.066869, -0.070385, -0.073272, -0.075884, -0.078576, -0.081701, -0.085613, -0.090667, -0.097216 
-0.6654, -0.63371, -0.60232, -0.57117, -0.54019, -0.50931, -0.47847, -0.44759, -0.41661, -0.38546, -0.35407, -0.32238, -0.29038, -0.25839, -0.22676, -0.19587, -0.16611, -0.13782, -0.11113, -0.085935, -0.062111, -0.039534, -0.018084, 0.0023174, 0.021565, 0.03951, 0.056004, 0.070897, 0.084049, 0.095525, 0.10559, 0.11453, 0.12263, 0.13014, 0.13732, 0.14415, 0.1506, 0.15663, 0.16219, 0.16723, 0.17171, 0.17559, 0.17882, 0.18136, 0.18316 
-0.6273, -0.67381, -0.71887, -0.7625, -0.80469, -0.84544, -0.88477, -0.92266, -0.95913, -0.99418, -1.0278, -1.06, -1.0908, -1.1202, -1.1481, -1.1745, -1.1993, -1.2227, -1.2446, -1.2651, -1.2844, -1.3026, -1.3199, -1.3364, -1.352, -1.367, -1.3812, -1.3948, -1.4078, -1.4201, -1.4316, -1.4422, -1.4516, -1.4598, -1.4667, -1.4723, -1.4768, -1.4801, -1.4825, -1.4841, -1.4848, -1.485, -1.4846, -1.4837, -1.4826 
0.6999, 0.67625, 0.64869, 0.61783, 0.58424, 0.5485, 0.51121, 0.47294, 0.43429, 0.39582, 0.35814, 0.32182, 0.28734, 0.25469, 0.22377, 0.19446, 0.16667, 0.14027, 0.11519, 0.091382, 0.068802, 0.047404, 0.027143, 0.0080019, -0.0099164, -0.026481, -0.041562, -0.055026, -0.06675, -0.076745, -0.085159, -0.092147, -0.097864, -0.10246, -0.10609, -0.10887, -0.11092, -0.11233, -0.11324, -0.11375, -0.11397, -0.11402, -0.114, -0.11404, -0.11424 
