0.4662, 0.45707, 0.44953, 0.44335, 0.43831, 0.43419, 0.43077, 0.42783, 0.42515, 0.4225, 0.41966, 0.41642, 0.41259, 0.40819, 0.40335, 0.39818, 0.39278, 0.38729, 0.38179, 0.37634, 0.371, 0.36582, 0.36086, 0.35619, 0.35194, 0.34831, 0.34546, 0.34359, 0.34288, 0.3434, 0.34493, 0.34721, 0.34997, 0.35294, 0.35585, 0.35843, 0.36043, 0.36157, 0.36159, 0.36021 
0.46591, 0.4742, 0.48214, 0.48978, 0.49713, 0.50423, 0.51111, 0.5178, 0.52433, 0.53073, 0.53704, 0.54327, 0.54946, 0.5556, 0.56168, 0.56769, 0.5736, 0.57941, 0.58506, 0.59041, 0.59534, 0.5997, 0.60337, 0.60621, 0.60831, 0.60985, 0.61103, 0.61203, 0.61304, 0.61419, 0.6154, 0.6166, 0.61769, 0.61859, 0.61921, 0.61945, 0.61923, 0.61847, 0.61706, 0.61493 
-0.19417, -0.18378, -0.17361, -0.16368, -0.15398, -0.14452, -0.13532, -0.12637, -0.11769, -0.10928, -0.10114, -0.093289, -0.085726, -0.078461, -0.071501, -0.064854, -0.058527, -0.052529, -0.04687, -0.041564, -0.036627, -0.032075, -0.027922, -0.024177, -0.020777, -0.017622, -0.014609, -0.011636, -0.0086004, -0.0054508, -0.0022658, 0.00085448, 0.00381, 0.0065005, 0.008826, 0.010686, 0.011982, 0.012611, 0.012476, 0.011475 
0.73288, 0.71442, 0.69676, 0.67981, 0.66347, 0.64766, 0.63227, 0.61723, 0.60243, 0.58779, 0.57321, 0.55861, 0.5439, 0.52914, 0.5144, 0.49977, 0.48534, 0.4712, 0.45749, 0.44445, 0.43235, 0.42142, 0.41194, 0.40414, 0.39804, 0.39357, 0.39066, 0.38922, 0.38916, 0.39039, 0.39271, 0.39591, 0.3998, 0.40417, 0.40881, 0.41352, 0.41811, 0.42235, 0.42606, 0.42903 
0.76129, 0.74715, 0.73318, 0.71942, 0.70586, 0.69253, 0.67946, 0.66664, 0.65412, 0.64189, 0.62999, 0.61843, 0.60722, 0.59635, 0.58579, 0.57554, 0.56557, 0.55585, 0.54638, 0.53717, 0.52824, 0.51962, 0.51131, 0.50333, 0.49571, 0.48846, 0.4816, 0.47514, 0.46912, 0.46352, 0.4583, 0.4534, 0.44875, 0.44431, 0.44001, 0.43579, 0.43159, 0.42736, 0.42304, 0.41856 
-1.3, -1.2784, -1.2578, -1.238, -1.2188, -1.2001, -1.1818, -1.1637, -1.1457, -1.1277, -1.1095, -1.0909, -1.0719, -1.0525, -1.0329, -1.0132, -0.99352, -0.97408, -0.95525, -0.93789, -0.92291, -0.91122, -0.90371, -0.90117, -0.90305, -0.90808, -0.91498, -0.92246, -0.92923, -0.9344, -0.93808, -0.94055, -0.94209, -0.94297, -0.94348, -0.9439, -0.9445, -0.94557, -0.94738, -0.95021 
-1.2007, -1.1928, -1.185, -1.1769, -1.1687, -1.1602, -1.1515, -1.1424, -1.1328, -1.1228, -1.1123, -1.1012, -1.0895, -1.0772, -1.0643, -1.0508, -1.0367, -1.0221, -1.007, -0.9919, -0.97699, -0.96264, -0.9492, -0.93698, -0.9262, -0.91702, -0.90958, -0.90404, -0.90056, -0.89908, -0.89905, -0.89983, -0.90076, -0.90121, -0.90054, -0.8981, -0.89324, -0.88532, -0.8737, -0.85774 
1.7098, 1.6633, 1.6194, 1.5778, 1.5379, 1.4996, 1.4623, 1.4256, 1.3893, 1.3528, 1.3158, 1.2779, 1.2388, 1.1984, 1.1569, 1.1144, 1.071, 1.0269, 0.98222, 0.93762, 0.89359, 0.8507, 0.80947, 0.77049, 0.73456, 0.70266, 0.67573, 0.65472, 0.6406, 0.63368, 0.63259, 0.63568, 0.64131, 0.64784, 0.65362, 0.65701, 0.65637, 0.65006, 0.63642, 0.61383 
-0.31502, -0.2865, -0.26059, -0.23691, -0.21509, -0.19475, -0.17553, -0.15705, -0.13893, -0.12081, -0.10231, -0.083049, -0.062734, -0.04148, -0.019569, 0.0027155, 0.025093, 0.047283, 0.06916, 0.090871, 0.11259, 0.13449, 0.15675, 0.17947, 0.202, 0.2233, 0.24228, 0.2579, 0.26909, 0.27511, 0.2761, 0.27235, 0.26412, 0.2517, 0.23537, 0.2154, 0.19208, 0.16567, 0.13647, 0.10474 
-0.3364, -0.32595, -0.31558, -0.30527, -0.29499, -0.28474, -0.2745, -0.26426, -0.25399, -0.24368, -0.23332, -0.22288, -0.21237, -0.20184, -0.19138, -0.18106, -0.17097, -0.1612, -0.15178, -0.14271, -0.13396, -0.1255, -0.11731, -0.10936, -0.10168, -0.094268, -0.087156, -0.080365, -0.073915, -0.067823, -0.062083, -0.05669, -0.051636, -0.046916, -0.042523, -0.038449, -0.034688, -0.031234, -0.02808, -0.025219 
