-0.046405, -0.032838, -0.019634, -0.0067836, 0.0057211, 0.01789, 0.029731, 0.041254, 0.052467, 0.06338, 0.074001, 0.08434, 0.094413, 0.10426, 0.11393, 0.12346, 0.1329, 0.14229, 0.15164, 0.16094, 0.1702, 0.17939, 0.18851, 0.19755, 0.20654, 0.21549, 0.22441, 0.23332, 0.24223, 0.25118, 0.26022, 0.26939, 0.27874, 0.2883, 0.29811, 0.30814, 0.31837, 0.32879, 0.33937, 0.35011, 0.36099, 0.37202, 0.38321, 0.39456, 0.40607, 0.41774, 0.42959, 0.4416, 0.4538, 0.46617 
0.74637, 0.74609, 0.74551, 0.74464, 0.74351, 0.74213, 0.74052, 0.7387, 0.73668, 0.7345, 0.73216, 0.72968, 0.72707, 0.72434, 0.72146, 0.71843, 0.71523, 0.71187, 0.70833, 0.70462, 0.70074, 0.6967, 0.69248, 0.6881, 0.68355, 0.67882, 0.6739, 0.66878, 0.66347, 0.65793, 0.65215, 0.64611, 0.6398, 0.63317, 0.62623, 0.61897, 0.61136, 0.6034, 0.59509, 0.5864, 0.57729, 0.56769, 0.55754, 0.54678, 0.53534, 0.52317, 0.51021, 0.49638, 0.48164, 0.46591 
-0.16922, -0.18969, -0.20922, -0.22782, -0.24552, -0.26232, -0.27826, -0.29334, -0.30758, -0.32101, -0.33363, -0.34547, -0.35654, -0.36682, -0.3763, -0.38495, -0.39277, -0.39974, -0.40585, -0.4111, -0.41551, -0.41908, -0.42181, -0.42372, -0.42483, -0.42518, -0.42479, -0.42371, -0.42194, -0.41948, -0.41625, -0.41221, -0.40731, -0.40148, -0.39471, -0.38697, -0.37829, -0.36865, -0.35805, -0.34651, -0.33407, -0.32082, -0.30682, -0.29216, -0.27689, -0.26111, -0.24487, -0.22825, -0.21133, -0.19418 
0.025756, 0.055002, 0.083418, 0.111, 0.13776, 0.16368, 0.18877, 0.21302, 0.23644, 0.25902, 0.28077, 0.30168, 0.32176, 0.34101, 0.35944, 0.37706, 0.39388, 0.40991, 0.42516, 0.43962, 0.45331, 0.46623, 0.47837, 0.48977, 0.50048, 0.51056, 0.52005, 0.52904, 0.53757, 0.54573, 0.55364, 0.56138, 0.56907, 0.57681, 0.58464, 0.59256, 0.60054, 0.60855, 0.61657, 0.6246, 0.63272, 0.64109, 0.64983, 0.65908, 0.66897, 0.67965, 0.69124, 0.70389, 0.71772, 0.73288 
0.18587, 0.21015, 0.2332, 0.25509, 0.27588, 0.29565, 0.31446, 0.33238, 0.34948, 0.36583, 0.3815, 0.39655, 0.41107, 0.42514, 0.43886, 0.45234, 0.46567, 0.47895, 0.4922, 0.50541, 0.51858, 0.53168, 0.5447, 0.55765, 0.57053, 0.58334, 0.5961, 0.60883, 0.62151, 0.63405, 0.64632, 0.65819, 0.6695, 0.68013, 0.68999, 0.6991, 0.70746, 0.71509, 0.722, 0.72822, 0.73378, 0.73872, 0.74309, 0.74693, 0.75028, 0.7532, 0.75571, 0.75787, 0.75972, 0.7613 
-0.042406, -0.075463, -0.1074, -0.13827, -0.16812, -0.197, -0.22496, -0.25206, -0.27834, -0.30385, -0.32864, -0.35276, -0.37629, -0.39932, -0.422, -0.44445, -0.46678, -0.48912, -0.51151, -0.53393, -0.55637, -0.57882, -0.60127, -0.62371, -0.64618, -0.66872, -0.69136, -0.71416, -0.73713, -0.76031, -0.78371, -0.80736, -0.83126, -0.85545, -0.87993, -0.90468, -0.92971, -0.95499, -0.98053, -1.0063, -1.0324, -1.059, -1.0861, -1.1139, -1.1424, -1.1717, -1.2021, -1.2335, -1.2661, -1.3 
-1.0044, -1.0267, -1.0482, -1.0688, -1.0887, -1.1077, -1.126, -1.1434, -1.16, -1.1758, -1.1908, -1.205, -1.2184, -1.231, -1.2428, -1.2538, -1.2639, -1.2733, -1.2818, -1.2894, -1.2963, -1.3023, -1.3074, -1.3118, -1.3153, -1.318, -1.3199, -1.321, -1.3214, -1.3209, -1.3196, -1.3173, -1.3141, -1.3098, -1.3045, -1.2984, -1.2918, -1.2848, -1.2776, -1.2705, -1.2634, -1.2564, -1.2495, -1.2426, -1.2357, -1.2287, -1.2218, -1.2148, -1.2078, -1.2007 
0.1504, 0.18672, 0.22367, 0.26117, 0.29918, 0.33763, 0.37647, 0.41564, 0.45508, 0.49473, 0.53453, 0.57443, 0.61435, 0.65421, 0.69388, 0.73326, 0.77225, 0.81074, 0.84869, 0.88605, 0.9228, 0.95892, 0.99437, 1.0291, 1.0633, 1.0968, 1.1298, 1.1622, 1.1942, 1.2257, 1.2565, 1.2868, 1.3164, 1.3454, 1.3735, 1.4009, 1.4275, 1.4532, 1.478, 1.502, 1.525, 1.5473, 1.5689, 1.59, 1.6106, 1.6308, 1.6508, 1.6705, 1.6902, 1.7098 
0.27941, 0.26164, 0.24408, 0.22675, 0.20963, 0.19274, 0.17607, 0.15962, 0.1434, 0.12741, 0.11165, 0.096123, 0.080767, 0.065338, 0.049562, 0.033161, 0.01586, -0.0025806, -0.021976, -0.041871, -0.061801, -0.081307, -0.099928, -0.11736, -0.13363, -0.14881, -0.16297, -0.17618, -0.18851, -0.20003, -0.21083, -0.22099, -0.23058, -0.23968, -0.2483, -0.25637, -0.26378, -0.27044, -0.27626, -0.28116, -0.28527, -0.28875, -0.29179, -0.29455, -0.2972, -0.29993, -0.3029, -0.30629, -0.31026, -0.31501 
-0.66545, -0.6467, -0.62863, -0.61128, -0.59464, -0.57875, -0.56362, -0.54928, -0.53573, -0.52301, -0.51113, -0.50011, -0.48995, -0.48063, -0.47211, -0.46436, -0.45735, -0.45103, -0.44541, -0.44053, -0.43639, -0.43304, -0.4305, -0.42872, -0.42752, -0.42672, -0.42611, -0.42549, -0.42469, -0.42371, -0.42262, -0.42152, -0.42047, -0.41956, -0.41876, -0.41789, -0.41674, -0.41511, -0.4128, -0.40964, -0.4056, -0.40074, -0.39508, -0.38866, -0.38153, -0.37372, -0.36526, -0.3562, -0.34658, -0.33642 
-0.62734, -0.65911, -0.69171, -0.72502, -0.75896, -0.79343, -0.82832, -0.86354, -0.89899, -0.93458, -0.97019, -1.0057, -1.0412, -1.0765, -1.1119, -1.1473, -1.1828, -1.2186, -1.2544, -1.29, -1.3252, -1.3598, -1.3934, -1.4261, -1.4577, -1.4883, -1.5181, -1.547, -1.5752, -1.6026, -1.6292, -1.655, -1.68, -1.7041, -1.7274, -1.7499, -1.7716, -1.7924, -1.8125, -1.8317, -1.8502, -1.8679, -1.8848, -1.9009, -1.9162, -1.9307, -1.9444, -1.9573, -1.9693, -1.9805 
0.69987, 0.67485, 0.65146, 0.62952, 0.60887, 0.58931, 0.57068, 0.55278, 0.53544, 0.51848, 0.50172, 0.48498, 0.46813, 0.45115, 0.43405, 0.41686, 0.39958, 0.38223, 0.36487, 0.34759, 0.33048, 0.31363, 0.29712, 0.28102, 0.26528, 0.24987, 0.23474, 0.21985, 0.20518, 0.19083, 0.17699, 0.16385, 0.15157, 0.14034, 0.13018, 0.12086, 0.11213, 0.10375, 0.095466, 0.087058, 0.078443, 0.069585, 0.06045, 0.051002, 0.041209, 0.031034, 0.020443, 0.009402, -0.0021244, -0.014171 
-0.29148, -0.31507, -0.3371, -0.35775, -0.37718, -0.39555, -0.41302, -0.42977, -0.44596, -0.46175, -0.47732, -0.49281, -0.50835, -0.52386, -0.53923, -0.55438, -0.56918, -0.58356, -0.59758, -0.6114, -0.62519, -0.63909, -0.65329, -0.6678, -0.68237, -0.69671, -0.71054, -0.72356, -0.73552, -0.74638, -0.75622, -0.7651, -0.7731, -0.78028, -0.7867, -0.79236, -0.79725, -0.80137, -0.80473, -0.80732, -0.8091, -0.81003, -0.81004, -0.80911, -0.80718, -0.8042, -0.80012, -0.7949, -0.78849, -0.78085 
