0.4662, 0.46463, 0.46303, 0.46142, 0.45978, 0.45813, 0.45646, 0.45477, 0.45307, 0.45135, 0.44962, 0.44788, 0.44612, 0.44435, 0.44257, 0.44078, 0.43898, 0.43717, 0.43536, 0.43354, 0.43172, 0.42989, 0.42806, 0.42622, 0.42439, 0.42255, 0.42071, 0.41888, 0.41704, 0.41521, 0.41338, 0.41156, 0.40974, 0.40793, 0.40613, 0.40433, 0.40255, 0.40077, 0.399, 0.39723, 0.39548, 0.39372, 0.39198, 0.39024, 0.38851, 0.38678, 0.38505, 0.38333, 0.38161, 0.37989, 0.37818, 0.37647, 0.37476, 0.37305, 0.37134, 0.36964, 0.36795, 0.36627, 0.36461, 0.36295, 0.36132, 0.35971, 0.35812, 0.35656, 0.35503, 0.35352, 0.35205, 0.35062, 0.34922, 0.34787, 0.34656, 0.34529, 0.34407, 0.34291, 0.34179, 0.34072, 0.33971, 0.33875, 0.33785, 0.33702, 0.33624, 0.33553, 0.33488, 0.33429, 0.33378, 0.33334, 0.33296, 0.33267, 0.33244, 0.3323, 0.33223, 0.33225, 0.33235, 0.33253, 0.3328, 0.33315, 0.3336, 0.33414, 0.33477, 0.33549, 0.33632, 0.33724, 0.33826, 0.33938, 0.34061 
0.46591, 0.46884, 0.47176, 0.47466, 0.47755, 0.48043, 0.48329, 0.48614, 0.48897, 0.49178, 0.49457, 0.49734, 0.50009, 0.50282, 0.50553, 0.50821, 0.51087, 0.5135, 0.51611, 0.51869, 0.52124, 0.52377, 0.52626, 0.52872, 0.53115, 0.53355, 0.53592, 0.53825, 0.54054, 0.5428, 0.54503, 0.54721, 0.54936, 0.55146, 0.55353, 0.55555, 0.55754, 0.55948, 0.56139, 0.56326, 0.56511, 0.56692, 0.5687, 0.57046, 0.5722, 0.57391, 0.57561, 0.5773, 0.57897, 0.58062, 0.58227, 0.58392, 0.58556, 0.58719, 0.58882, 0.59045, 0.59207, 0.59368, 0.59527, 0.59686, 0.59842, 0.59997, 0.60149, 0.603, 0.60448, 0.60593, 0.60735, 0.60874, 0.6101, 0.61142, 0.61271, 0.61396, 0.61516, 0.61633, 0.61745, 0.61853, 0.61956, 0.62054, 0.62148, 0.62236, 0.6232, 0.62398, 0.6247, 0.62537, 0.62599, 0.62654, 0.62704, 0.62747, 0.62784, 0.62815, 0.62839, 0.62856, 0.62867, 0.6287, 0.62867, 0.62856, 0.62838, 0.62812, 0.62779, 0.62737, 0.62688, 0.62631, 0.62566, 0.62492, 0.62409 
-0.19417, -0.191, -0.18784, -0.18469, -0.18155, -0.17843, -0.17532, -0.17223, -0.16915, -0.16609, -0.16305, -0.16003, -0.15703, -0.15405, -0.15109, -0.14815, -0.14524, -0.14235, -0.13948, -0.13664, -0.13383, -0.13105, -0.12829, -0.12557, -0.12288, -0.12022, -0.11759, -0.11499, -0.11243, -0.1099, -0.10741, -0.10496, -0.10255, -0.10017, -0.097834, -0.095539, -0.093285, -0.09107, -0.088893, -0.086753, -0.084647, -0.082575, -0.080535, -0.078526, -0.076546, -0.074593, -0.072666, -0.070764, -0.068885, -0.067028, -0.065191, -0.063373, -0.061572, -0.059788, -0.058019, -0.056266, -0.054529, -0.052809, -0.051105, -0.049418, -0.047748, -0.046094, -0.044458, -0.042839, -0.041237, -0.039653, -0.038086, -0.036538, -0.035007, -0.033494, -0.032, -0.030525, -0.02907, -0.027637, -0.026227, -0.024842, -0.023482, -0.02215, -0.020846, -0.019572, -0.018329, -0.017118, -0.015941, -0.014799, -0.013694, -0.012626, -0.011598, -0.010609, -0.0096626, -0.0087589, -0.0078996, -0.007086, -0.0063193, -0.0056009, -0.0049322, -0.0043145, -0.003749, -0.0032371, -0.0027802, -0.0023795, -0.0020364, -0.0017522, -0.0015283, -0.0013659, -0.0012663 
0.73288, 0.72682, 0.72072, 0.7146, 0.70845, 0.70228, 0.6961, 0.6899, 0.68369, 0.67747, 0.67124, 0.66502, 0.6588, 0.65258, 0.64638, 0.64018, 0.63401, 0.62785, 0.62172, 0.61561, 0.60954, 0.6035, 0.59749, 0.59153, 0.58561, 0.57973, 0.57391, 0.56814, 0.56243, 0.55678, 0.5512, 0.54568, 0.54023, 0.53486, 0.52957, 0.52436, 0.51923, 0.51418, 0.50921, 0.5043, 0.49946, 0.49468, 0.48997, 0.4853, 0.48069, 0.47612, 0.47159, 0.4671, 0.46265, 0.45823, 0.45383, 0.44945, 0.44509, 0.44075, 0.43643, 0.43214, 0.42789, 0.42368, 0.41954, 0.41546, 0.41145, 0.40752, 0.40368, 0.39994, 0.39631, 0.3928, 0.3894, 0.38615, 0.38303, 0.38006, 0.37725, 0.3746, 0.37211, 0.36977, 0.3676, 0.36558, 0.36371, 0.36199, 0.36043, 0.35902, 0.35776, 0.35664, 0.35567, 0.35485, 0.35417, 0.35363, 0.35324, 0.35299, 0.35287, 0.3529, 0.35306, 0.35335, 0.35379, 0.35435, 0.35505, 0.35587, 0.35683, 0.35791, 0.35913, 0.36046, 0.36193, 0.36351, 0.36522, 0.36705, 0.369 
0.76129, 0.75674, 0.75222, 0.74773, 0.74328, 0.73887, 0.73449, 0.73015, 0.72584, 0.72158, 0.71735, 0.71316, 0.70902, 0.70491, 0.70086, 0.69684, 0.69287, 0.68895, 0.68507, 0.68124, 0.67746, 0.67373, 0.67005, 0.66643, 0.66285, 0.65933, 0.65587, 0.65246, 0.6491, 0.6458, 0.64257, 0.63939, 0.63627, 0.63321, 0.63021, 0.62728, 0.62441, 0.62159, 0.61883, 0.61611, 0.61343, 0.61079, 0.60817, 0.60558, 0.60301, 0.60045, 0.5979, 0.59535, 0.5928, 0.59024, 0.58767, 0.58508, 0.58246, 0.57981, 0.57714, 0.57445, 0.57175, 0.56903, 0.56631, 0.56359, 0.56087, 0.55817, 0.55548, 0.5528, 0.55016, 0.54754, 0.54496, 0.54242, 0.53992, 0.53747, 0.53508, 0.53274, 0.53046, 0.52823, 0.52606, 0.52394, 0.52187, 0.51985, 0.51788, 0.51596, 0.51408, 0.51226, 0.51048, 0.50875, 0.50706, 0.50541, 0.50381, 0.50225, 0.50074, 0.49926, 0.49782, 0.49642, 0.49506, 0.49374, 0.49245, 0.4912, 0.48998, 0.48879, 0.48764, 0.48652, 0.48543, 0.48437, 0.48334, 0.48234, 0.48137 
-1.3, -1.294, -1.2878, -1.2814, -1.2748, -1.2681, -1.2613, -1.2544, -1.2473, -1.2401, -1.2329, -1.2255, -1.2181, -1.2107, -1.2032, -1.1956, -1.1881, -1.1805, -1.1729, -1.1654, -1.1579, -1.1504, -1.1429, -1.1356, -1.1283, -1.1211, -1.1139, -1.1069, -1.1, -1.0933, -1.0867, -1.0802, -1.0739, -1.0678, -1.0619, -1.0562, -1.0507, -1.0453, -1.0401, -1.0351, -1.0301, -1.0253, -1.0205, -1.0157, -1.011, -1.0063, -1.0015, -0.9967, -0.99181, -0.98682, -0.98171, -0.97646, -0.97104, -0.96545, -0.95971, -0.95387, -0.94796, -0.94204, -0.93615, -0.93033, -0.92463, -0.91908, -0.91373, -0.90863, -0.90381, -0.89932, -0.89521, -0.89151, -0.88828, -0.88555, -0.88336, -0.88171, -0.88057, -0.8799, -0.87968, -0.87985, -0.8804, -0.88129, -0.88249, -0.88396, -0.88567, -0.88759, -0.88968, -0.89191, -0.89425, -0.89666, -0.89911, -0.90157, -0.90401, -0.90638, -0.90866, -0.91082, -0.91281, -0.91462, -0.9162, -0.91752, -0.91854, -0.91924, -0.91959, -0.91954, -0.91906, -0.91813, -0.91671, -0.91476, -0.91225 
-1.2007, -1.1977, -1.1947, -1.1916, -1.1883, -1.1849, -1.1815, -1.1779, -1.1743, -1.1706, -1.1668, -1.1629, -1.159, -1.155, -1.1509, -1.1468, -1.1426, -1.1384, -1.1342, -1.1299, -1.1256, -1.1212, -1.1169, -1.1125, -1.1081, -1.1037, -1.0993, -1.0949, -1.0906, -1.0862, -1.0818, -1.0775, -1.0732, -1.069, -1.0647, -1.0606, -1.0564, -1.0523, -1.0482, -1.0441, -1.0401, -1.036, -1.0319, -1.0277, -1.0236, -1.0193, -1.015, -1.0106, -1.0062, -1.0016, -0.99697, -0.99219, -0.98728, -0.98223, -0.97706, -0.97176, -0.96635, -0.96084, -0.95524, -0.94954, -0.94377, -0.93793, -0.93204, -0.92609, -0.9201, -0.91407, -0.90802, -0.90196, -0.89589, -0.88982, -0.88376, -0.87773, -0.87174, -0.8658, -0.85993, -0.85414, -0.84845, -0.84288, -0.83744, -0.83214, -0.82701, -0.82205, -0.81728, -0.81271, -0.80836, -0.80426, -0.8004, -0.79681, -0.79349, -0.79048, -0.78778, -0.7854, -0.78336, -0.78169, -0.78038, -0.77946, -0.77894, -0.77884, -0.77918, -0.77996, -0.7812, -0.78292, -0.78514, -0.78786, -0.7911 
1.7098, 1.692, 1.6746, 1.6575, 1.6407, 1.6243, 1.6081, 1.5922, 1.5766, 1.5613, 1.5462, 1.5313, 1.5166, 1.5021, 1.4878, 1.4737, 1.4598, 1.4459, 1.4322, 1.4187, 1.4052, 1.3918, 1.3784, 1.3651, 1.3519, 1.3387, 1.3255, 1.3122, 1.299, 1.2857, 1.2724, 1.2591, 1.2456, 1.2321, 1.2184, 1.2047, 1.1908, 1.1768, 1.1626, 1.1484, 1.134, 1.1195, 1.1049, 1.0901, 1.0753, 1.0603, 1.0453, 1.0301, 1.0148, 0.99947, 0.98399, 0.96842, 0.95275, 0.93699, 0.92114, 0.90522, 0.88923, 0.87318, 0.85708, 0.84095, 0.82478, 0.8086, 0.79241, 0.77621, 0.76003, 0.74386, 0.72771, 0.71161, 0.69554, 0.67954, 0.6636, 0.64774, 0.63202, 0.61646, 0.60109, 0.58596, 0.5711, 0.55655, 0.54233, 0.52849, 0.51507, 0.50209, 0.4896, 0.47762, 0.4662, 0.45537, 0.44517, 0.43562, 0.42678, 0.41867, 0.41133, 0.40479, 0.3991, 0.39428, 0.39037, 0.38741, 0.38543, 0.38448, 0.38457, 0.38576, 0.38807, 0.39155, 0.39622, 0.40213, 0.4093 
-0.31502, -0.30329, -0.29202, -0.28121, -0.27082, -0.26083, -0.25123, -0.24199, -0.2331, -0.22453, -0.21626, -0.20828, -0.20055, -0.19308, -0.18582, -0.17876, -0.17189, -0.16517, -0.1586, -0.15214, -0.14578, -0.13951, -0.13329, -0.12711, -0.12095, -0.11479, -0.1086, -0.10237, -0.096077, -0.0897, -0.083219, -0.076613, -0.069862, -0.062946, -0.055844, -0.048536, -0.041015, -0.033294, -0.025389, -0.017315, -0.0090853, -0.00071658, 0.0077767, 0.016379, 0.025077, 0.033853, 0.042694, 0.051584, 0.060509, 0.069453, 0.078401, 0.087338, 0.09625, 0.10512, 0.11396, 0.12276, 0.13153, 0.14026, 0.14897, 0.15766, 0.16632, 0.17496, 0.18359, 0.1922, 0.2008, 0.20939, 0.21798, 0.22656, 0.23514, 0.24372, 0.2523, 0.26087, 0.2694, 0.27785, 0.28619, 0.2944, 0.30245, 0.3103, 0.31793, 0.3253, 0.33239, 0.33917, 0.3456, 0.35166, 0.35731, 0.36253, 0.36728, 0.37154, 0.37528, 0.37846, 0.38106, 0.38304, 0.38438, 0.38505, 0.38502, 0.38425, 0.38271, 0.38039, 0.37724, 0.37323, 0.36835, 0.36255, 0.3558, 0.34809, 0.33937 
-0.3364, -0.3336, -0.33081, -0.32802, -0.32524, -0.32247, -0.31971, -0.31695, -0.3142, -0.31146, -0.30872, -0.30599, -0.30327, -0.30055, -0.29784, -0.29513, -0.29244, -0.28974, -0.28706, -0.28438, -0.2817, -0.27904, -0.27637, -0.27372, -0.27106, -0.26842, -0.26578, -0.26314, -0.26051, -0.25789, -0.25527, -0.25266, -0.25005, -0.24744, -0.24484, -0.24225, -0.23966, -0.23707, -0.23449, -0.23192, -0.22935, -0.22678, -0.22422, -0.22167, -0.21912, -0.21657, -0.21403, -0.2115, -0.20897, -0.20644, -0.20393, -0.20141, -0.19891, -0.19641, -0.19391, -0.19142, -0.18893, -0.18644, -0.18396, -0.18148, -0.17899, -0.17651, -0.17402, -0.17153, -0.16904, -0.16654, -0.16404, -0.16153, -0.15902, -0.1565, -0.15397, -0.15143, -0.14889, -0.14634, -0.1438, -0.14127, -0.13874, -0.13622, -0.13371, -0.13122, -0.12875, -0.1263, -0.12388, -0.12148, -0.11911, -0.11677, -0.11447, -0.11221, -0.10999, -0.10781, -0.10568, -0.1036, -0.10157, -0.0996, -0.097685, -0.095831, -0.09404, -0.092317, -0.090662, -0.089079, -0.087572, -0.086142, -0.084793, -0.083528, -0.082348 
