-0.0464, -0.035612, -0.025071, -0.014752, -0.0046277, 0.0053276, 0.01514, 0.024836, 0.034441, 0.043982, 0.053485, 0.062976, 0.072479, 0.08199, 0.091488, 0.10095, 0.11036, 0.11969, 0.12893, 0.1381, 0.14721, 0.15629, 0.16535, 0.17443, 0.18353, 0.19264, 0.20176, 0.21087, 0.21995, 0.22901, 0.23804, 0.24704, 0.25602, 0.26499, 0.27394, 0.28288, 0.29181, 0.30074, 0.30968, 0.32154, 0.32616, 0.33078, 0.3354, 0.34002, 0.34463, 0.34923, 0.35382, 0.35838, 0.36292, 0.36744, 0.37191, 0.37635, 0.38075, 0.3851, 0.3894, 0.39364, 0.39783, 0.40195, 0.406, 0.40998, 0.41389, 0.41773, 0.4215, 0.4252, 0.42883, 0.43238, 0.43586, 0.43928, 0.44264, 0.44597, 0.44927, 0.45255, 0.45583, 0.45912, 0.46242, 0.46575, 0.46911, 0.47253, 0.47601, 0.47956, 0.4832, 0.48692, 0.49075, 0.49468, 0.49869, 0.50277, 0.50688, 0.51102, 0.51516, 0.51928, 0.52336, 0.52739, 0.53133, 0.53518, 0.53891, 0.5425, 0.54593, 0.54643, 0.55158, 0.55626, 0.56051, 0.56435, 0.56783, 0.57099, 0.57386, 0.57649, 0.5789, 0.58113, 0.58323, 0.58523, 0.58716, 0.58903, 0.59079, 0.59242, 0.59387, 0.5951, 0.59609, 0.59685, 0.5974, 0.59777, 0.59799, 0.59808, 0.59807, 0.59796, 0.59778, 0.59753, 0.59722, 0.59686, 0.59646, 0.59603, 0.59556, 0.59505, 0.5945, 0.59393, 0.59332, 0.59269, 0.59052, 0.59095, 0.59137, 0.59179, 0.59221, 0.59262, 0.59304, 0.59345, 0.59385, 0.59426, 0.59466, 0.59506, 0.59546, 0.59585, 0.59624, 0.59663, 0.59702, 0.5974, 0.59779, 0.59817, 0.59854, 0.59892, 0.59929, 0.59966, 0.60003, 0.60039, 0.60075, 0.60111, 0.60147, 0.60182, 0.60218, 0.60252, 0.60287, 0.60322, 0.60356, 0.6039, 0.60423, 0.60457, 0.6049, 0.60523, 0.60555, 0.60588, 0.6062, 0.60652, 0.60684, 0.60715, 0.60746, 0.60777, 0.60808, 0.60838, 0.60868, 0.60898, 0.60928, 0.60957, 0.60986, 0.61015, 0.61044, 0.61072, 0.611, 0.61128, 0.61156, 0.61183, 0.6121, 0.61237, 0.61264, 0.6129, 0.61316, 0.61342, 0.61368, 0.61393, 0.61418, 0.61443, 0.61468, 0.61492, 0.61516, 0.6154, 0.61564 
0.74637, 0.74661, 0.74671, 0.74667, 0.74648, 0.74615, 0.74567, 0.74505, 0.74428, 0.74336, 0.7423, 0.74108, 0.73973, 0.73822, 0.73658, 0.7348, 0.73288, 0.73084, 0.72867, 0.72636, 0.72391, 0.72132, 0.71858, 0.71567, 0.7126, 0.70937, 0.70598, 0.70244, 0.69875, 0.69491, 0.69092, 0.68678, 0.68249, 0.67803, 0.67342, 0.66864, 0.66368, 0.65856, 0.65326, 0.64569, 0.64319, 0.64059, 0.63789, 0.63511, 0.63224, 0.62928, 0.62625, 0.62315, 0.61998, 0.61674, 0.61344, 0.61009, 0.60668, 0.60323, 0.59973, 0.5962, 0.59263, 0.58903, 0.5854, 0.58176, 0.57811, 0.57446, 0.57081, 0.56717, 0.56356, 0.55997, 0.55641, 0.55287, 0.54935, 0.54583, 0.54232, 0.5388, 0.53526, 0.5317, 0.52811, 0.52446, 0.52074, 0.51692, 0.51297, 0.50888, 0.50461, 0.50015, 0.49547, 0.49056, 0.48545, 0.48016, 0.47472, 0.46914, 0.46345, 0.45768, 0.45185, 0.44598, 0.44009, 0.43421, 0.42836, 0.42256, 0.41684, 0.41379, 0.40636, 0.39935, 0.39274, 0.38651, 0.38063, 0.37507, 0.3698, 0.36479, 0.36002, 0.35546, 0.35108, 0.34685, 0.34275, 0.3388, 0.33506, 0.33161, 0.32851, 0.32584, 0.32365, 0.32192, 0.32064, 0.31978, 0.31929, 0.31915, 0.31933, 0.31977, 0.32042, 0.32122, 0.32213, 0.32311, 0.32414, 0.32528, 0.32653, 0.32795, 0.32955, 0.33137, 0.33343, 0.33576, 0.34292, 0.34264, 0.34235, 0.34206, 0.34177, 0.34148, 0.3412, 0.34091, 0.34062, 0.34033, 0.34004, 0.33976, 0.33947, 0.33918, 0.33889, 0.3386, 0.33831, 0.33802, 0.33773, 0.33744, 0.33715, 0.33687, 0.33658, 0.33629, 0.336, 0.33571, 0.33542, 0.33513, 0.33484, 0.33454, 0.33425, 0.33396, 0.33367, 0.33338, 0.33309, 0.3328, 0.33251, 0.33222, 0.33193, 0.33164, 0.33134, 0.33105, 0.33076, 0.33047, 0.33018, 0.32988, 0.32959, 0.3293, 0.32901, 0.32871, 0.32842, 0.32813, 0.32784, 0.32754, 0.32725, 0.32696, 0.32666, 0.32637, 0.32608, 0.32578, 0.32549, 0.3252, 0.3249, 0.32461, 0.32431, 0.32402, 0.32373, 0.32343, 0.32314, 0.32284, 0.32255, 0.32225, 0.32196, 0.32166, 0.32137, 0.32107, 0.32078 
-0.16922, -0.16273, -0.15611, -0.14936, -0.14247, -0.13544, -0.12826, -0.12092, -0.11341, -0.10574, -0.097885, -0.089847, -0.081618, -0.073199, -0.064597, -0.055817, -0.046866, -0.037748, -0.028466, -0.019005, -0.0093439, 0.00053552, 0.010653, 0.021028, 0.031662, 0.042526, 0.053591, 0.064827, 0.076203, 0.087692, 0.099283, 0.11098, 0.12277, 0.13467, 0.14667, 0.15878, 0.171, 0.18332, 0.19575, 0.20234, 0.22388, 0.24506, 0.26589, 0.28641, 0.30663, 0.32659, 0.34632, 0.36583, 0.38516, 0.40433, 0.42337, 0.44231, 0.46117, 0.47998, 0.49876, 0.51755, 0.53636, 0.55524, 0.57417, 0.59318, 0.61224, 0.63137, 0.65056, 0.66981, 0.68912, 0.70849, 0.7279, 0.74732, 0.76672, 0.78605, 0.80528, 0.82438, 0.84329, 0.86199, 0.88044, 0.89863, 0.91656, 0.93424, 0.95167, 0.96885, 0.98578, 1.0025, 1.0189, 1.0351, 1.051, 1.0667, 1.0821, 1.0972, 1.112, 1.1264, 1.1406, 1.1544, 1.1679, 1.1811, 1.1939, 1.2063, 1.2183, 1.256, 1.2477, 1.2404, 1.2339, 1.2281, 1.2229, 1.2183, 1.2143, 1.2106, 1.2073, 1.2042, 1.2012, 1.1984, 1.1955, 1.1927, 1.19, 1.1874, 1.1852, 1.1833, 1.1819, 1.1809, 1.1806, 1.1808, 1.1817, 1.1832, 1.1853, 1.1881, 1.1913, 1.195, 1.199, 1.2034, 1.208, 1.2131, 1.2187, 1.2249, 1.2318, 1.2395, 1.2481, 1.2577, 1.2826, 1.2841, 1.2856, 1.287, 1.2885, 1.2899, 1.2913, 1.2927, 1.2941, 1.2954, 1.2968, 1.2981, 1.2994, 1.3007, 1.302, 1.3033, 1.3045, 1.3058, 1.307, 1.3082, 1.3094, 1.3106, 1.3117, 1.3129, 1.314, 1.3151, 1.3162, 1.3173, 1.3184, 1.3194, 1.3204, 1.3215, 1.3225, 1.3235, 1.3244, 1.3254, 1.3263, 1.3273, 1.3282, 1.3291, 1.3299, 1.3308, 1.3317, 1.3325, 1.3333, 1.3341, 1.3349, 1.3357, 1.3364, 1.3372, 1.3379, 1.3386, 1.3393, 1.34, 1.3407, 1.3413, 1.3419, 1.3426, 1.3432, 1.3437, 1.3443, 1.3449, 1.3454, 1.3459, 1.3464, 1.3469, 1.3474, 1.3479, 1.3483, 1.3488, 1.3492, 1.3496, 1.35, 1.3503, 1.3507, 1.351, 1.3513 
0.025776, 0.033314, 0.040514, 0.047393, 0.053972, 0.060269, 0.066303, 0.072093, 0.077658, 0.083017, 0.08819, 0.093194, 0.098048, 0.10274, 0.10726, 0.11157, 0.11566, 0.11951, 0.12308, 0.1264, 0.12946, 0.13226, 0.13481, 0.13712, 0.13921, 0.14111, 0.14288, 0.14456, 0.1462, 0.14783, 0.14948, 0.15118, 0.15293, 0.15474, 0.15665, 0.15864, 0.16076, 0.163, 0.16538, 0.17679, 0.16611, 0.15561, 0.14527, 0.13506, 0.12495, 0.11491, 0.10491, 0.094938, 0.084953, 0.07493, 0.064843, 0.054663, 0.044364, 0.033916, 0.023294, 0.012469, 0.0014134, -0.0098983, -0.021465, -0.033262, -0.045266, -0.05745, -0.069791, -0.082263, -0.094842, -0.1075, -0.12021, -0.13289, -0.14549, -0.15793, -0.17014, -0.18206, -0.19361, -0.20473, -0.21536, -0.22545, -0.235, -0.24398, -0.25237, -0.26017, -0.26734, -0.27388, -0.27975, -0.28498, -0.28959, -0.29363, -0.29713, -0.30012, -0.30266, -0.30476, -0.30648, -0.30784, -0.3089, -0.30967, -0.31021, -0.31055, -0.31073, -0.34826, -0.32035, -0.29365, -0.26815, -0.24382, -0.22064, -0.19858, -0.17762, -0.15775, -0.13893, -0.12114, -0.10437, -0.088576, -0.073753, -0.059906, -0.047075, -0.035305, -0.024637, -0.015114, -0.0067686, 0.00041285, 0.0064598, 0.011401, 0.015266, 0.018083, 0.019868, 0.020612, 0.020308, 0.018949, 0.016525, 0.013027, 0.0084201, 0.0026616, -0.0042921, -0.012485, -0.02196, -0.03276, -0.044931, -0.058514, -0.093583, -0.095631, -0.097645, -0.099627, -0.10157, -0.10349, -0.10537, -0.10722, -0.10904, -0.11082, -0.11257, -0.11429, -0.11597, -0.11762, -0.11924, -0.12082, -0.12237, -0.12389, -0.12537, -0.12683, -0.12824, -0.12963, -0.13098, -0.1323, -0.13359, -0.13484, -0.13606, -0.13725, -0.1384, -0.13952, -0.14061, -0.14166, -0.14268, -0.14367, -0.14463, -0.14555, -0.14644, -0.14729, -0.14812, -0.14891, -0.14966, -0.15039, -0.15108, -0.15173, -0.15236, -0.15295, -0.1535, -0.15403, -0.15452, -0.15498, -0.1554, -0.1558, -0.15616, -0.15648, -0.15677, -0.15703, -0.15726, -0.15745, -0.15761, -0.15774, -0.15784, -0.1579, -0.15792, -0.15792, -0.15788, -0.15781, -0.15771, -0.15757, -0.1574, -0.15719, -0.15696, -0.15669, -0.15638, -0.15605, -0.15568, -0.15528, -0.15484 
0.18587, 0.19116, 0.19611, 0.20076, 0.20514, 0.2093, 0.21326, 0.21706, 0.22075, 0.22435, 0.22791, 0.23145, 0.23502, 0.23863, 0.24227, 0.24593, 0.24962, 0.25332, 0.25704, 0.26081, 0.26464, 0.26858, 0.27266, 0.2769, 0.28129, 0.2858, 0.29036, 0.29491, 0.29939, 0.30376, 0.30799, 0.31207, 0.31598, 0.31973, 0.3233, 0.3267, 0.3299, 0.3329, 0.33569, 0.34351, 0.33813, 0.33329, 0.32898, 0.32518, 0.32189, 0.31908, 0.31675, 0.31487, 0.31344, 0.31244, 0.31186, 0.31167, 0.31188, 0.31245, 0.31339, 0.31467, 0.31628, 0.3182, 0.3204, 0.3228, 0.32536, 0.328, 0.33066, 0.33328, 0.33579, 0.33813, 0.34026, 0.34214, 0.34375, 0.34508, 0.3461, 0.34679, 0.34713, 0.3471, 0.34668, 0.3459, 0.3448, 0.34341, 0.34177, 0.33992, 0.3379, 0.33575, 0.33351, 0.3312, 0.32882, 0.32639, 0.32389, 0.32133, 0.31872, 0.31606, 0.31335, 0.31059, 0.30779, 0.30495, 0.30207, 0.29916, 0.29621, 0.30585, 0.29367, 0.28052, 0.26658, 0.25209, 0.23724, 0.22226, 0.20734, 0.19272, 0.17859, 0.16517, 0.15267, 0.14131, 0.13128, 0.12255, 0.11483, 0.10782, 0.10124, 0.094789, 0.088204, 0.081395, 0.074318, 0.066933, 0.059198, 0.051072, 0.042667, 0.034306, 0.02633, 0.019082, 0.012902, 0.008089, 0.004603, 0.0022484, 0.00082846, 0.00014639, 5.4906e-06, 0.00020904, 0.0005603, 0.00086254, -0.0025444, -0.00047618, 0.0015572, 0.0035557, 0.0055193, 0.007448, 0.0093419, 0.011201, 0.013025, 0.014814, 0.016568, 0.018288, 0.019972, 0.021622, 0.023237, 0.024817, 0.026362, 0.027872, 0.029347, 0.030787, 0.032193, 0.033563, 0.034899, 0.0362, 0.037466, 0.038697, 0.039893, 0.041054, 0.042181, 0.043272, 0.044329, 0.045351, 0.046337, 0.047289, 0.048206, 0.049089, 0.049936, 0.050748, 0.051526, 0.052269, 0.052976, 0.053649, 0.054287, 0.05489, 0.055459, 0.055992, 0.05649, 0.056954, 0.057383, 0.057776, 0.058135, 0.058459, 0.058749, 0.059003, 0.059222, 0.059407, 0.059556, 0.059671, 0.059751, 0.059796, 0.059806, 0.059781, 0.059722, 0.059627, 0.059498, 0.059333, 0.059134, 0.0589, 0.058631, 0.058327, 0.057988, 0.057615, 0.057206, 0.056763, 0.056284, 0.055771, 0.055223 
-0.042425, -0.061747, -0.080516, -0.098793, -0.11664, -0.13412, -0.1513, -0.16824, -0.18499, -0.20163, -0.21821, -0.2348, -0.25145, -0.26817, -0.28493, -0.30169, -0.31841, -0.33508, -0.35166, -0.3682, -0.38475, -0.40138, -0.41812, -0.43504, -0.45216, -0.46944, -0.48683, -0.50429, -0.52179, -0.53928, -0.55676, -0.57422, -0.59168, -0.60915, -0.62662, -0.64412, -0.66165, -0.67921, -0.69682, -0.72264, -0.72812, -0.73396, -0.74014, -0.74665, -0.75346, -0.76058, -0.76798, -0.77564, -0.78355, -0.7917, -0.80007, -0.80864, -0.81741, -0.82635, -0.83544, -0.84468, -0.85405, -0.86354, -0.87311, -0.88272, -0.89234, -0.90192, -0.91143, -0.92082, -0.93007, -0.93912, -0.94795, -0.95657, -0.96498, -0.9732, -0.98124, -0.9891, -0.99681, -1.0044, -1.0118, -1.0191, -1.0264, -1.0337, -1.0411, -1.0486, -1.0563, -1.0643, -1.0727, -1.0813, -1.0902, -1.0994, -1.1088, -1.1184, -1.128, -1.1377, -1.1475, -1.1572, -1.1668, -1.1763, -1.1857, -1.1949, -1.2037, -1.2146, -1.2213, -1.227, -1.2317, -1.2357, -1.239, -1.2417, -1.244, -1.2459, -1.2476, -1.2492, -1.2508, -1.2525, -1.2544, -1.2565, -1.2586, -1.2605, -1.262, -1.263, -1.2632, -1.2626, -1.2612, -1.259, -1.2561, -1.2523, -1.2479, -1.243, -1.238, -1.233, -1.2284, -1.2244, -1.221, -1.218, -1.2152, -1.2126, -1.2099, -1.207, -1.2038, -1.2001, -1.1865, -1.188, -1.1895, -1.191, -1.1924, -1.1939, -1.1953, -1.1967, -1.1981, -1.1994, -1.2008, -1.2021, -1.2034, -1.2047, -1.206, -1.2073, -1.2085, -1.2097, -1.211, -1.2122, -1.2133, -1.2145, -1.2156, -1.2168, -1.2179, -1.219, -1.22, -1.2211, -1.2221, -1.2232, -1.2242, -1.2251, -1.2261, -1.2271, -1.228, -1.2289, -1.2298, -1.2307, -1.2316, -1.2324, -1.2333, -1.2341, -1.2349, -1.2357, -1.2364, -1.2372, -1.2379, -1.2386, -1.2393, -1.24, -1.2406, -1.2413, -1.2419, -1.2425, -1.2431, -1.2437, -1.2442, -1.2448, -1.2453, -1.2458, -1.2463, -1.2467, -1.2472, -1.2476, -1.2481, -1.2485, -1.2488, -1.2492, -1.2496, -1.2499, -1.2502, -1.2505, -1.2508, -1.251, -1.2513, -1.2515, -1.2517 
-1.0044, -1.0092, -1.0137, -1.018, -1.0222, -1.0261, -1.0297, -1.0332, -1.0364, -1.0395, -1.0423, -1.0449, -1.0472, -1.0494, -1.0514, -1.0531, -1.0546, -1.0559, -1.057, -1.0579, -1.0586, -1.059, -1.0592, -1.0592, -1.0589, -1.0584, -1.0578, -1.057, -1.0563, -1.0555, -1.0548, -1.054, -1.0533, -1.0526, -1.0519, -1.0512, -1.0505, -1.0498, -1.0491, -1.0267, -1.0585, -1.0896, -1.1201, -1.1501, -1.1796, -1.2085, -1.237, -1.265, -1.2926, -1.3199, -1.3468, -1.3734, -1.3997, -1.4258, -1.4517, -1.4773, -1.5029, -1.5283, -1.5536, -1.5788, -1.6039, -1.6288, -1.6536, -1.6783, -1.7028, -1.7272, -1.7515, -1.7755, -1.7994, -1.823, -1.8463, -1.8693, -1.892, -1.9144, -1.9364, -1.958, -1.9793, -2.0002, -2.0208, -2.0411, -2.0611, -2.0808, -2.1003, -2.1195, -2.1384, -2.1569, -2.1751, -2.1929, -2.2102, -2.2271, -2.2435, -2.2593, -2.2746, -2.2893, -2.3033, -2.3167, -2.3294, -2.3692, -2.3595, -2.3503, -2.3416, -2.3332, -2.3253, -2.3178, -2.3108, -2.3041, -2.2979, -2.292, -2.2866, -2.2816, -2.2769, -2.2727, -2.2689, -2.2656, -2.2628, -2.2606, -2.259, -2.258, -2.2576, -2.2579, -2.2587, -2.2602, -2.2623, -2.2649, -2.268, -2.2715, -2.2753, -2.2793, -2.2837, -2.2884, -2.2936, -2.2994, -2.3059, -2.3132, -2.3213, -2.3304, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562, -2.3562 
0.1504, 0.16599, 0.18156, 0.19711, 0.21266, 0.22821, 0.24378, 0.25936, 0.27499, 0.29065, 0.30637, 0.32214, 0.338, 0.35394, 0.36999, 0.38618, 0.40253, 0.41905, 0.43578, 0.4527, 0.46982, 0.48713, 0.50464, 0.52233, 0.54022, 0.55831, 0.57662, 0.59517, 0.61395, 0.63299, 0.65227, 0.67172, 0.69132, 0.711, 0.73073, 0.75047, 0.77015, 0.78975, 0.8092, 0.82032, 0.85155, 0.88233, 0.91268, 0.94258, 0.97204, 1.0011, 1.0296, 1.0578, 1.0855, 1.1128, 1.1396, 1.166, 1.192, 1.2176, 1.2427, 1.2674, 1.2917, 1.3155, 1.3389, 1.3619, 1.3844, 1.4065, 1.4282, 1.4494, 1.4701, 1.4903, 1.5101, 1.5295, 1.5485, 1.5672, 1.5856, 1.6038, 1.6219, 1.6398, 1.6576, 1.6755, 1.6935, 1.7117, 1.7302, 1.749, 1.7684, 1.7884, 1.809, 1.8303, 1.8522, 1.8746, 1.8973, 1.9204, 1.9436, 1.9669, 1.9901, 2.0132, 2.036, 2.0585, 2.0805, 2.102, 2.1228, 2.1352, 2.16, 2.1836, 2.206, 2.2274, 2.2476, 2.2667, 2.2847, 2.3016, 2.3175, 2.3323, 2.3462, 2.3589, 2.3707, 2.3815, 2.3913, 2.3999, 2.4074, 2.4138, 2.419, 2.4231, 2.4262, 2.4283, 2.4295, 2.4299, 2.4297, 2.4288, 2.4275, 2.4257, 2.4235, 2.4212, 2.4185, 2.4156, 2.4123, 2.4085, 2.4043, 2.3996, 2.3943, 2.3883, 2.3713, 2.3715, 2.3717, 2.3719, 2.3722, 2.3724, 2.3726, 2.3729, 2.3731, 2.3734, 2.3736, 2.3739, 2.3742, 2.3744, 2.3747, 2.375, 2.3753, 2.3756, 2.3759, 2.3762, 2.3765, 2.3768, 2.3771, 2.3774, 2.3777, 2.3781, 2.3784, 2.3787, 2.3791, 2.3794, 2.3798, 2.3801, 2.3805, 2.3809, 2.3812, 2.3816, 2.382, 2.3824, 2.3827, 2.3831, 2.3835, 2.3839, 2.3843, 2.3847, 2.3852, 2.3856, 2.386, 2.3864, 2.3869, 2.3873, 2.3877, 2.3882, 2.3886, 2.3891, 2.3895, 2.39, 2.3905, 2.3909, 2.3914, 2.3919, 2.3924, 2.3929, 2.3934, 2.3939, 2.3944, 2.3949, 2.3954, 2.3959, 2.3964, 2.397, 2.3975, 2.398, 2.3986, 2.3991, 2.3997, 2.4002, 2.4008 
0.2794, 0.27176, 0.26413, 0.25651, 0.24891, 0.24132, 0.23375, 0.2262, 0.21867, 0.21116, 0.20368, 0.19622, 0.18879, 0.18139, 0.17401, 0.16665, 0.15931, 0.152, 0.1447, 0.13742, 0.13016, 0.12293, 0.11573, 0.10856, 0.10142, 0.094301, 0.087198, 0.080104, 0.073011, 0.065913, 0.058807, 0.051696, 0.044581, 0.037462, 0.030343, 0.023223, 0.016105, 0.0089893, 0.0018782, 0.0039938, -0.016966, -0.037756, -0.05837, -0.078802, -0.099046, -0.1191, -0.13895, -0.15859, -0.17802, -0.19724, -0.21623, -0.23499, -0.25352, -0.27181, -0.28985, -0.30763, -0.32516, -0.34242, -0.35942, -0.37617, -0.39266, -0.40891, -0.42493, -0.44071, -0.45627, -0.47162, -0.48676, -0.50171, -0.5165, -0.53116, -0.54569, -0.56013, -0.57449, -0.5888, -0.60309, -0.61743, -0.63192, -0.64666, -0.66175, -0.67729, -0.69336, -0.71008, -0.72754, -0.74575, -0.76464, -0.78411, -0.80409, -0.82447, -0.84517, -0.86611, -0.8872, -0.90835, -0.92946, -0.95047, -0.97127, -0.99177, -1.0119, -1.029, -1.0496, -1.0716, -1.0947, -1.1182, -1.142, -1.1654, -1.1882, -1.2098, -1.2299, -1.248, -1.2637, -1.2766, -1.2863, -1.2929, -1.2969, -1.299, -1.2998, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3, -1.3 
-0.6654, -0.65813, -0.65064, -0.64295, -0.6351, -0.6271, -0.61898, -0.61078, -0.60252, -0.59423, -0.58593, -0.57767, -0.56945, -0.56128, -0.55317, -0.54509, -0.53705, -0.52903, -0.52103, -0.51305, -0.5051, -0.49717, -0.48928, -0.48143, -0.4736, -0.46576, -0.45787, -0.4499, -0.44178, -0.43351, -0.42508, -0.41653, -0.40792, -0.39928, -0.39066, -0.3821, -0.37364, -0.36533, -0.35721, -0.34991, -0.34135, -0.33312, -0.32522, -0.31767, -0.31049, -0.30368, -0.29727, -0.29126, -0.28567, -0.28052, -0.27581, -0.27156, -0.26779, -0.2645, -0.26172, -0.25945, -0.25771, -0.25651, -0.25589, -0.25588, -0.25652, -0.25786, -0.25993, -0.26278, -0.26644, -0.27096, -0.27634, -0.28251, -0.28935, -0.2968, -0.30474, -0.31309, -0.32176, -0.33066, -0.33968, -0.34882, -0.35804, -0.36735, -0.37673, -0.38616, -0.39565, -0.40517, -0.41472, -0.42429, -0.43383, -0.44334, -0.45278, -0.46212, -0.47135, -0.48042, -0.48933, -0.49804, -0.50653, -0.51476, -0.52272, -0.53038, -0.53771, -0.58974, -0.56284, -0.53688, -0.51187, -0.48785, -0.46482, -0.44283, -0.42189, -0.40203, -0.38327, -0.36563, -0.34915, -0.33384, -0.31973, -0.30679, -0.29496, -0.28417, -0.27436, -0.26546, -0.25741, -0.25026, -0.24411, -0.23901, -0.23504, -0.23229, -0.23069, -0.22995, -0.2298, -0.22995, -0.2301, -0.22999, -0.22951, -0.22863, -0.2273, -0.22549, -0.22317, -0.2203, -0.21685, -0.21277, -0.2053, -0.20175, -0.19823, -0.19472, -0.19124, -0.18777, -0.18433, -0.18091, -0.17751, -0.17413, -0.17077, -0.16743, -0.16411, -0.16082, -0.15754, -0.15429, -0.15106, -0.14784, -0.14465, -0.14148, -0.13833, -0.1352, -0.13209, -0.12901, -0.12594, -0.1229, -0.11987, -0.11687, -0.11389, -0.11093, -0.10799, -0.10507, -0.10217, -0.09929, -0.096433, -0.093598, -0.090783, -0.087989, -0.085216, -0.082464, -0.079732, -0.077022, -0.074333, -0.071664, -0.069017, -0.06639, -0.063785, -0.0612, -0.058636, -0.056093, -0.053571, -0.05107, -0.04859, -0.046131, -0.043692, -0.041275, -0.038878, -0.036503, -0.034148, -0.031815, -0.029502, -0.02721, -0.024939, -0.022689, -0.02046, -0.018252, -0.016065, -0.013898, -0.011753, -0.0096283, -0.0075247, -0.0054421, -0.0033804, -0.0013395, 0.00068034, 0.0026793, 0.0046573 
