-0.0464, -0.035451, -0.02464, -0.01396, -0.0034049, 0.0070332, 0.017361, 0.027586, 0.037714, 0.047753, 0.057709, 0.06759, 0.077397, 0.087121, 0.096758, 0.1063, 0.11574, 0.12507, 0.13434, 0.14358, 0.15281, 0.16207, 0.1714, 0.18072, 0.18996, 0.19904, 0.20788, 0.2164, 0.22474, 0.23318, 0.24203, 0.25158, 0.26213, 0.27349, 0.28463, 0.29444, 0.3018, 0.3056, 0.30523, 0.30209, 0.29809, 0.29513, 0.29513, 0.2998, 0.30894, 0.32127, 0.33549, 0.3503, 0.36444, 0.37725, 0.38881, 0.39928, 0.40879, 0.41749, 0.4255, 0.43289, 0.43974, 0.44612, 0.4521, 0.45775, 0.46305, 0.46794, 0.4724, 0.47637, 0.47982, 0.48277, 0.48526, 0.48737, 0.48916, 0.4907, 0.49205, 0.49327, 0.49442, 0.49558, 0.4968 
0.74637, 0.74661, 0.74668, 0.74658, 0.74631, 0.74586, 0.74525, 0.74447, 0.74352, 0.74241, 0.74113, 0.73968, 0.73808, 0.73632, 0.73441, 0.73235, 0.73016, 0.72782, 0.72534, 0.7227, 0.71987, 0.71686, 0.71364, 0.71025, 0.70674, 0.70315, 0.69954, 0.69593, 0.69224, 0.68831, 0.68396, 0.67899, 0.67324, 0.66682, 0.66038, 0.65461, 0.6502, 0.64785, 0.64797, 0.64982, 0.65239, 0.65467, 0.65563, 0.65435, 0.6508, 0.64548, 0.63886, 0.63143, 0.62368, 0.61591, 0.60819, 0.60057, 0.59311, 0.58588, 0.5789, 0.57217, 0.56567, 0.55939, 0.5533, 0.5474, 0.54173, 0.53638, 0.53141, 0.52691, 0.52293, 0.51949, 0.51652, 0.51395, 0.51173, 0.5098, 0.50809, 0.50654, 0.50509, 0.50368, 0.50225 
-0.16922, -0.16422, -0.1591, -0.15384, -0.14844, -0.14287, -0.13713, -0.13119, -0.12505, -0.11869, -0.11209, -0.10525, -0.098139, -0.090764, -0.083117, -0.075191, -0.066982, -0.058495, -0.049764, -0.040828, -0.031727, -0.022499, -0.013159, -0.0035761, 0.0064377, 0.01707, 0.02851, 0.040918, 0.054028, 0.067215, 0.079844, 0.091281, 0.1009, 0.10907, 0.11789, 0.12964, 0.14661, 0.17108, 0.20447, 0.24479, 0.28917, 0.33477, 0.37872, 0.4184, 0.45346, 0.48482, 0.51345, 0.54029, 0.56627, 0.59175, 0.61638, 0.63978, 0.66156, 0.68134, 0.69885, 0.71417, 0.72742, 0.7387, 0.74815, 0.75587, 0.76194, 0.76641, 0.76933, 0.77075, 0.77074, 0.76947, 0.76719, 0.7642, 0.76074, 0.75708, 0.75351, 0.75028, 0.74766, 0.74593, 0.74534 
0.025776, 0.034453, 0.042915, 0.051138, 0.0591, 0.066776, 0.074142, 0.081176, 0.087855, 0.094153, 0.10005, 0.10552, 0.11054, 0.11512, 0.11923, 0.12288, 0.12604, 0.12875, 0.13112, 0.13327, 0.13531, 0.13738, 0.13954, 0.14157, 0.14309, 0.14376, 0.14322, 0.14117, 0.13814, 0.13539, 0.13418, 0.1358, 0.14147, 0.15053, 0.15888, 0.16209, 0.15573, 0.13537, 0.098567, 0.050839, -0.00030432, -0.047354, -0.082799, -0.099902, -0.099499, -0.086724, -0.066761, -0.044794, -0.025922, -0.012402, -0.0030672, 0.0034516, 0.0085246, 0.013521, 0.019412, 0.026124, 0.033414, 0.041039, 0.048756, 0.056346, 0.063722, 0.070852, 0.077704, 0.084244, 0.090444, 0.096344, 0.10204, 0.10763, 0.11321, 0.11887, 0.12473, 0.13086, 0.13738, 0.14438, 0.15195 
0.18588, 0.19236, 0.19862, 0.20468, 0.21061, 0.21645, 0.22225, 0.22805, 0.23391, 0.23988, 0.24601, 0.25233, 0.25888, 0.26565, 0.27262, 0.27978, 0.28712, 0.29462, 0.30225, 0.30996, 0.31772, 0.32549, 0.33323, 0.34097, 0.34876, 0.35664, 0.36466, 0.37285, 0.38114, 0.3894, 0.39744, 0.40513, 0.4123, 0.4189, 0.42508, 0.43099, 0.4368, 0.44267, 0.44831, 0.45167, 0.45023, 0.44149, 0.42294, 0.39247, 0.35193, 0.30538, 0.25692, 0.21064, 0.17056, 0.13828, 0.11245, 0.091576, 0.074133, 0.058614, 0.043987, 0.030472, 0.018497, 0.0084872, 0.00086839, -0.0040173, -0.0063443, -0.0064838, -0.0048075, -0.0016872, 0.002504, 0.0073686, 0.012489, 0.017446, 0.021821, 0.025196, 0.027153, 0.027272, 0.025136, 0.020326, 0.012423 
-0.042425, -0.062596, -0.082433, -0.10198, -0.12127, -0.14035, -0.15926, -0.17803, -0.19671, -0.21534, -0.23396, -0.2526, -0.27129, -0.29001, -0.30874, -0.32746, -0.34618, -0.36488, -0.3836, -0.40239, -0.4213, -0.44037, -0.45963, -0.47899, -0.49833, -0.51751, -0.53641, -0.55491, -0.57323, -0.59188, -0.61134, -0.63212, -0.65472, -0.67874, -0.70227, -0.72323, -0.73954, -0.74912, -0.75066, -0.74586, -0.7372, -0.72715, -0.71819, -0.7126, -0.71064, -0.71149, -0.71427, -0.71812, -0.72221, -0.72617, -0.7302, -0.73456, -0.7395, -0.74525, -0.75202, -0.75983, -0.76871, -0.77867, -0.78973, -0.80185, -0.81469, -0.82779, -0.84069, -0.85293, -0.86407, -0.87392, -0.88251, -0.88988, -0.89604, -0.90104, -0.90491, -0.90768, -0.90938, -0.91005, -0.90972 
-1.0044, -1.0106, -1.0164, -1.0217, -1.0268, -1.0314, -1.0356, -1.0394, -1.0429, -1.0459, -1.0486, -1.0509, -1.0528, -1.0543, -1.0554, -1.0562, -1.0566, -1.0567, -1.0564, -1.0556, -1.0544, -1.0526, -1.0503, -1.0476, -1.0446, -1.0415, -1.0386, -1.0359, -1.0333, -1.0299, -1.0251, -1.0183, -1.0088, -0.99716, -0.9861, -0.97862, -0.97769, -0.98629, -1.0065, -1.0369, -1.0753, -1.1192, -1.1664, -1.2147, -1.263, -1.3108, -1.3574, -1.4024, -1.4452, -1.4855, -1.5232, -1.5581, -1.5901, -1.619, -1.6449, -1.6678, -1.6878, -1.7053, -1.7204, -1.7331, -1.7438, -1.7522, -1.7587, -1.7631, -1.7657, -1.7666, -1.766, -1.7645, -1.7621, -1.7594, -1.7566, -1.7541, -1.7521, -1.7511, -1.7512 
0.1504, 0.17165, 0.19229, 0.21238, 0.23202, 0.25126, 0.27019, 0.28889, 0.30741, 0.32585, 0.34428, 0.36276, 0.38132, 0.39993, 0.41854, 0.4371, 0.45559, 0.47396, 0.49226, 0.51051, 0.52877, 0.54707, 0.56542, 0.58363, 0.60147, 0.61869, 0.63503, 0.6503, 0.66501, 0.68029, 0.69729, 0.71715, 0.74099, 0.76803, 0.79413, 0.81482, 0.8256, 0.822, 0.80187, 0.77238, 0.74303, 0.72331, 0.72274, 0.74974, 0.80239, 0.87288, 0.95332, 1.0358, 1.1127, 1.1801, 1.2393, 1.2917, 1.3388, 1.382, 1.4225, 1.4605, 1.4963, 1.5299, 1.5616, 1.5914, 1.6192, 1.645, 1.6683, 1.6892, 1.7074, 1.723, 1.7363, 1.7476, 1.7572, 1.7655, 1.7728, 1.7794, 1.7856, 1.7917, 1.798 
0.2794, 0.26869, 0.25877, 0.24954, 0.24092, 0.2328, 0.22509, 0.21771, 0.21054, 0.20351, 0.19652, 0.18947, 0.18234, 0.17514, 0.16792, 0.16072, 0.15357, 0.14648, 0.13941, 0.13228, 0.12504, 0.11762, 0.10999, 0.10229, 0.094711, 0.087473, 0.080776, 0.074795, 0.069195, 0.063222, 0.056106, 0.047078, 0.035383, 0.021414, 0.007589, -0.0034698, -0.0091389, -0.0067949, 0.0047925, 0.021282, 0.036941, 0.046034, 0.042828, 0.022221, -0.014678, -0.063235, -0.11878, -0.17663, -0.23219, -0.28304, -0.32946, -0.37184, -0.4106, -0.44616, -0.47891, -0.50925, -0.53753, -0.56413, -0.58943, -0.61373, -0.6369, -0.65866, -0.6787, -0.69674, -0.71251, -0.72603, -0.73758, -0.74742, -0.75584, -0.76312, -0.76953, -0.77536, -0.78088, -0.78638, -0.79213 
-0.6654, -0.65419, -0.64336, -0.63292, -0.62286, -0.61319, -0.6039, -0.59502, -0.58653, -0.57843, -0.57074, -0.56345, -0.55656, -0.55006, -0.54393, -0.53818, -0.53279, -0.52775, -0.52311, -0.5189, -0.51516, -0.51191, -0.50919, -0.50689, -0.50484, -0.5029, -0.50091, -0.49873, -0.49637, -0.49398, -0.4917, -0.4897, -0.48811, -0.48688, -0.48559, -0.48376, -0.48096, -0.4767, -0.47056, -0.46222, -0.45137, -0.43772, -0.42097, -0.40085, -0.37743, -0.35096, -0.32168, -0.28985, -0.25572, -0.21959, -0.18183, -0.14281, -0.10288, -0.062425, -0.021861, 0.018219, 0.0572, 0.094464, 0.1294, 0.16145, 0.19046, 0.21643, 0.23934, 0.25921, 0.27603, 0.29013, 0.30208, 0.31246, 0.32184, 0.3308, 0.33993, 0.3498, 0.36099, 0.37408, 0.38965 
