-0.0464, -0.02125, 0.0020239, 0.023625, 0.043755, 0.062616, 0.080411, 0.097342, 0.11361, 0.12942, 0.14487, 0.16, 0.17486, 0.18949, 0.20394, 0.21832, 0.23274, 0.24731, 0.26204, 0.27675, 0.2912, 0.30516, 0.31856, 0.33214, 0.34689, 0.36378, 0.38357, 0.4046, 0.42384, 0.43825, 0.44496, 0.44464, 0.44155, 0.44009, 0.44463, 0.45701, 0.47455, 0.49413, 0.51263, 0.52775, 0.53985, 0.54986, 0.5587, 0.56714, 0.57522, 0.58269, 0.58927, 0.59473, 0.59908, 0.6025, 0.60516, 0.60725, 0.60889, 0.61012, 0.61096, 0.61147, 0.61166, 0.61159, 0.61127, 0.61075 
0.74637, 0.74562, 0.74392, 0.74137, 0.73807, 0.7341, 0.72958, 0.7246, 0.71926, 0.71365, 0.70781, 0.70174, 0.69542, 0.68887, 0.68201, 0.67474, 0.66694, 0.65849, 0.64937, 0.63977, 0.62994, 0.62014, 0.61037, 0.5995, 0.58605, 0.56852, 0.54581, 0.52062, 0.4978, 0.48222, 0.47852, 0.48593, 0.49827, 0.50913, 0.51213, 0.50427, 0.4885, 0.46839, 0.44748, 0.42853, 0.41166, 0.39649, 0.38262, 0.36968, 0.35751, 0.34601, 0.33508, 0.32465, 0.31483, 0.3059, 0.29812, 0.29174, 0.28684, 0.28328, 0.28091, 0.27956, 0.27909, 0.27934, 0.28015, 0.28136 
-0.16922, -0.20323, -0.23741, -0.27125, -0.30421, -0.33578, -0.36543, -0.39262, -0.41684, -0.43757, -0.45476, -0.46869, -0.47965, -0.48793, -0.49361, -0.49643, -0.4961, -0.49235, -0.48527, -0.47593, -0.46553, -0.4553, -0.44605, -0.43653, -0.42487, -0.40918, -0.38779, -0.36081, -0.32939, -0.29471, -0.2579, -0.21945, -0.17919, -0.13694, -0.092501, -0.046001, 0.0019076, 0.050516, 0.099112, 0.14718, 0.19485, 0.24234, 0.28992, 0.33755, 0.38343, 0.42515, 0.46025, 0.48649, 0.50422, 0.51554, 0.52261, 0.52753, 0.53155, 0.53481, 0.53739, 0.53939, 0.5409, 0.542, 0.54278, 0.54333 
0.025775, 0.079129, 0.1301, 0.17867, 0.22482, 0.26855, 0.30984, 0.34867, 0.38504, 0.41892, 0.45035, 0.47943, 0.50621, 0.53078, 0.55318, 0.5734, 0.59141, 0.6072, 0.62086, 0.6328, 0.64347, 0.65332, 0.66287, 0.67289, 0.68423, 0.69776, 0.71396, 0.72971, 0.73982, 0.73907, 0.72255, 0.69224, 0.657, 0.626, 0.60832, 0.60761, 0.61789, 0.63219, 0.64354, 0.647, 0.64407, 0.63759, 0.63038, 0.62505, 0.62287, 0.6246, 0.63102, 0.64274, 0.65865, 0.67643, 0.69374, 0.70826, 0.71897, 0.72633, 0.73094, 0.73336, 0.73417, 0.73395, 0.73326, 0.73268 
0.18587, 0.22476, 0.26342, 0.30146, 0.33852, 0.3742, 0.40813, 0.43993, 0.46921, 0.49563, 0.5193, 0.54072, 0.56042, 0.57891, 0.59652, 0.61333, 0.62939, 0.64476, 0.65957, 0.67414, 0.68882, 0.70397, 0.71996, 0.73739, 0.75687, 0.77904, 0.80411, 0.82822, 0.84515, 0.84869, 0.83289, 0.79802, 0.75057, 0.6973, 0.64496, 0.59793, 0.55644, 0.52031, 0.48935, 0.4628, 0.43807, 0.41218, 0.38218, 0.3457, 0.30416, 0.26044, 0.2174, 0.1778, 0.1429, 0.11296, 0.088194, 0.068823, 0.054572, 0.04458, 0.037953, 0.033797, 0.031217, 0.029319, 0.027209, 0.023992 
-0.042425, -0.10089, -0.15644, -0.20924, -0.25944, -0.3072, -0.35268, -0.39603, -0.43742, -0.477, -0.515, -0.55166, -0.58726, -0.62205, -0.65634, -0.69046, -0.72477, -0.7596, -0.79512, -0.83097, -0.86674, -0.90198, -0.93679, -0.97376, -1.0162, -1.0676, -1.1303, -1.1971, -1.2556, -1.293, -1.2976, -1.2709, -1.2285, -1.1866, -1.1611, -1.1599, -1.1766, -1.2033, -1.232, -1.2564, -1.2756, -1.2898, -1.2989, -1.3033, -1.304, -1.3027, -1.3006, -1.2993, -1.299, -1.2993, -1.2998, -1.3001, -1.3, -1.2996, -1.2991, -1.2987, -1.2984, -1.2984, -1.2989, -1.3 
-1.0044, -1.0416, -1.0766, -1.1094, -1.1398, -1.168, -1.1938, -1.2173, -1.2383, -1.257, -1.2733, -1.2873, -1.2991, -1.3087, -1.3162, -1.3213, -1.324, -1.3242, -1.3216, -1.3167, -1.3096, -1.3007, -1.29, -1.2769, -1.2604, -1.2394, -1.2134, -1.1845, -1.1562, -1.1325, -1.1168, -1.1129, -1.1238, -1.1529, -1.2034, -1.275, -1.3611, -1.4548, -1.549, -1.638, -1.7216, -1.8001, -1.8743, -1.9445, -2.0105, -2.0716, -2.1274, -2.1771, -2.2206, -2.2578, -2.2885, -2.3128, -2.331, -2.3438, -2.3522, -2.3569, -2.3589, -2.3588, -2.3577, -2.3562 
0.1504, 0.21076, 0.27073, 0.33043, 0.38999, 0.44952, 0.50915, 0.56899, 0.62917, 0.68977, 0.75035, 0.80998, 0.86774, 0.92274, 0.97458, 1.0237, 1.0705, 1.1156, 1.159, 1.2003, 1.2387, 1.2735, 1.3044, 1.3334, 1.3632, 1.3962, 1.4345, 1.4722, 1.4996, 1.5066, 1.4839, 1.4377, 1.39, 1.3631, 1.3795, 1.4472, 1.5494, 1.6668, 1.78, 1.8746, 1.9521, 2.0173, 2.0751, 2.1295, 2.1814, 2.2299, 2.2746, 2.3146, 2.3498, 2.3802, 2.4057, 2.4263, 2.4423, 2.454, 2.4618, 2.4663, 2.4678, 2.4668, 2.4638, 2.4591 
0.2794, 0.24504, 0.21519, 0.18919, 0.16639, 0.14612, 0.12772, 0.11053, 0.093886, 0.077153, 0.059966, 0.042203, 0.023746, 0.0044863, -0.015318, -0.034873, -0.053343, -0.069892, -0.083825, -0.094814, -0.10259, -0.10689, -0.1077, -0.10626, -0.10419, -0.10312, -0.10441, -0.10679, -0.10751, -0.10379, -0.093092, -0.078362, -0.068009, -0.070684, -0.094965, -0.14312, -0.2063, -0.27452, -0.33779, -0.38891, -0.42961, -0.4634, -0.49384, -0.5239, -0.5532, -0.58007, -0.60285, -0.61999, -0.63161, -0.63895, -0.64327, -0.64582, -0.6474, -0.64822, -0.64846, -0.64833, -0.64801, -0.64769, -0.64756, -0.6478 
-0.6654, -0.64169, -0.61573, -0.58821, -0.55984, -0.53131, -0.50334, -0.47663, -0.45188, -0.42976, -0.4105, -0.39398, -0.38005, -0.36856, -0.35915, -0.35115, -0.34387, -0.33661, -0.32889, -0.32073, -0.31226, -0.30357, -0.29471, -0.28531, -0.27488, -0.26295, -0.249, -0.23233, -0.2121, -0.1875, -0.1577, -0.12205, -0.080049, -0.031228, 0.024888, 0.087863, 0.15565, 0.22606, 0.29687, 0.36635, 0.43426, 0.50066, 0.56562, 0.62914, 0.69078, 0.74996, 0.8061, 0.85857, 0.90641, 0.94838, 0.98329, 1.0099, 1.0282, 1.0396, 1.0454, 1.0471, 1.0461, 1.0438, 1.0416, 1.041 
