-0.0464, -0.03644, -0.02656, -0.016752, -0.0070075, 0.0026825, 0.012326, 0.021933, 0.03151, 0.041067, 0.050612, 0.060154, 0.0697, 0.079256, 0.088823, 0.098404, 0.108, 0.11762, 0.12725, 0.13687, 0.14646, 0.15598, 0.16541, 0.17473, 0.18396, 0.19316, 0.20236, 0.21162, 0.22098, 0.23048, 0.24011, 0.24987, 0.25972, 0.26968, 0.27971, 0.28982, 0.29998, 0.31019, 0.32044, 0.3307, 0.33648, 0.34208, 0.34749, 0.35273, 0.35779, 0.36268, 0.36741, 0.37198, 0.3764, 0.38067, 0.3848, 0.38879, 0.39265, 0.39639, 0.4, 0.4035, 0.40688, 0.41016, 0.41334, 0.41643, 0.41942, 0.42233, 0.42516, 0.42792, 0.4306, 0.43322, 0.43577, 0.43826, 0.44069, 0.44305, 0.44535, 0.44759, 0.44977, 0.45189, 0.45396, 0.45597, 0.45792, 0.45982, 0.46167, 0.46347, 0.46522, 0.46693, 0.46859, 0.47021, 0.47179, 0.47333, 0.47483, 0.4763, 0.47774, 0.47914, 0.48052, 0.48186, 0.48318, 0.48448, 0.48574, 0.48698, 0.4882, 0.4894, 0.49057, 0.49173, 0.49287, 0.49398, 0.49508, 0.49614, 0.49718, 0.49818, 0.49914, 0.50005, 0.50091, 0.50172, 0.50247, 0.50316, 0.50378, 0.50433, 0.50481, 0.5052, 0.50551, 0.50573, 0.50585, 0.50588, 0.50581, 0.50562, 0.50533, 0.50492, 0.50439 
0.74637, 0.74653, 0.74656, 0.74645, 0.74619, 0.7458, 0.74525, 0.74456, 0.74372, 0.74273, 0.74158, 0.74028, 0.73883, 0.73721, 0.73541, 0.73344, 0.73129, 0.72894, 0.7264, 0.72368, 0.7208, 0.71775, 0.71457, 0.71125, 0.70779, 0.70417, 0.70034, 0.6963, 0.69202, 0.68747, 0.68266, 0.67756, 0.67218, 0.66652, 0.66055, 0.65429, 0.64773, 0.64085, 0.63366, 0.62613, 0.62437, 0.62256, 0.62071, 0.61882, 0.61689, 0.61492, 0.61293, 0.6109, 0.60884, 0.60675, 0.60464, 0.6025, 0.60034, 0.59816, 0.59596, 0.59374, 0.59151, 0.58927, 0.58701, 0.58475, 0.58248, 0.58021, 0.57793, 0.57565, 0.57337, 0.5711, 0.56883, 0.56657, 0.56432, 0.56209, 0.55988, 0.55769, 0.55552, 0.55338, 0.55128, 0.5492, 0.54717, 0.54517, 0.54321, 0.54128, 0.53939, 0.53753, 0.53571, 0.53392, 0.53216, 0.53042, 0.52872, 0.52704, 0.52539, 0.52376, 0.52216, 0.52058, 0.51903, 0.51749, 0.51598, 0.51448, 0.513, 0.51154, 0.5101, 0.50867, 0.50725, 0.50585, 0.50447, 0.50312, 0.5018, 0.50053, 0.49929, 0.49811, 0.49699, 0.49594, 0.49496, 0.49405, 0.49323, 0.49251, 0.49188, 0.49135, 0.49094, 0.49064, 0.49046, 0.49042, 0.49051, 0.49075, 0.49113, 0.49167, 0.49237 
-0.16923, -0.16664, -0.16387, -0.16098, -0.15799, -0.15494, -0.15187, -0.14882, -0.14582, -0.14291, -0.14012, -0.13751, -0.13507, -0.13272, -0.13029, -0.12766, -0.12466, -0.12116, -0.11709, -0.11255, -0.10767, -0.10255, -0.097309, -0.092058, -0.086788, -0.081427, -0.075904, -0.070149, -0.064091, -0.057697, -0.051038, -0.044203, -0.037278, -0.030352, -0.023511, -0.016843, -0.010436, -0.0043766, 0.0012465, 0.0063252, 0.023385, 0.040195, 0.056748, 0.073037, 0.089056, 0.1048, 0.12026, 0.13542, 0.15029, 0.16486, 0.17911, 0.19305, 0.20666, 0.21994, 0.23288, 0.24547, 0.25771, 0.2696, 0.28111, 0.29226, 0.30302, 0.3134, 0.32339, 0.33297, 0.34215, 0.35093, 0.35932, 0.36733, 0.37498, 0.38227, 0.38922, 0.39585, 0.40215, 0.40815, 0.41386, 0.41929, 0.42445, 0.42935, 0.43401, 0.43842, 0.44259, 0.44655, 0.45028, 0.45381, 0.45714, 0.46028, 0.46324, 0.46602, 0.46864, 0.4711, 0.47341, 0.47556, 0.47756, 0.47942, 0.48113, 0.48271, 0.48414, 0.48545, 0.48663, 0.48767, 0.4886, 0.48941, 0.4901, 0.49069, 0.49118, 0.49158, 0.4919, 0.49214, 0.49231, 0.49242, 0.49247, 0.49248, 0.49245, 0.49239, 0.4923, 0.49219, 0.49207, 0.49195, 0.49183, 0.49172, 0.49163, 0.49157, 0.49153, 0.49154, 0.4916 
0.025775, 0.034617, 0.043384, 0.052099, 0.060783, 0.069459, 0.078149, 0.086875, 0.095659, 0.10452, 0.11349, 0.12258, 0.1318, 0.14104, 0.15014, 0.15895, 0.16733, 0.1751, 0.18223, 0.18882, 0.19498, 0.20086, 0.20658, 0.21225, 0.2179, 0.22353, 0.2291, 0.23461, 0.24003, 0.24539, 0.25076, 0.25626, 0.26199, 0.26806, 0.27458, 0.28164, 0.28936, 0.29783, 0.30718, 0.31751, 0.32014, 0.32269, 0.32518, 0.3276, 0.32995, 0.33223, 0.33445, 0.3366, 0.33869, 0.34071, 0.34266, 0.34455, 0.34637, 0.34812, 0.34981, 0.35144, 0.353, 0.3545, 0.35593, 0.3573, 0.35861, 0.35985, 0.36102, 0.36214, 0.36319, 0.36419, 0.36513, 0.36604, 0.36692, 0.36777, 0.36862, 0.36946, 0.3703, 0.37116, 0.37204, 0.37296, 0.37391, 0.37491, 0.37595, 0.37703, 0.37814, 0.37929, 0.38046, 0.38166, 0.38289, 0.38413, 0.3854, 0.38667, 0.38796, 0.38926, 0.39057, 0.39189, 0.39322, 0.39456, 0.3959, 0.39726, 0.39862, 0.39999, 0.40138, 0.40277, 0.40416, 0.40557, 0.40697, 0.40835, 0.40972, 0.41104, 0.41233, 0.41356, 0.41472, 0.41581, 0.41681, 0.41772, 0.41853, 0.41921, 0.41977, 0.4202, 0.42047, 0.42059, 0.42055, 0.42032, 0.41991, 0.4193, 0.41848, 0.41744, 0.41618 
0.18587, 0.1938, 0.20128, 0.20839, 0.2152, 0.22176, 0.22814, 0.2344, 0.24062, 0.24684, 0.25315, 0.25959, 0.26624, 0.27313, 0.2803, 0.28779, 0.29563, 0.30385, 0.31245, 0.32134, 0.3304, 0.33955, 0.34869, 0.35773, 0.36668, 0.3756, 0.38458, 0.39369, 0.40299, 0.41253, 0.42227, 0.43218, 0.44219, 0.45227, 0.46237, 0.47245, 0.48245, 0.49233, 0.50205, 0.5116, 0.49049, 0.46955, 0.44881, 0.4283, 0.40805, 0.38807, 0.3684, 0.34906, 0.33009, 0.31149, 0.29331, 0.27557, 0.25829, 0.24151, 0.22524, 0.20952, 0.19436, 0.17981, 0.16587, 0.15259, 0.13998, 0.12808, 0.1169, 0.10648, 0.096843, 0.087963, 0.079798, 0.072302, 0.065429, 0.059133, 0.053368, 0.048089, 0.043249, 0.038802, 0.034702, 0.030904, 0.027361, 0.024049, 0.020962, 0.018096, 0.015446, 0.013007, 0.010776, 0.0087467, 0.006916, 0.005279, 0.0038313, 0.0025683, 0.0014857, 0.00058005, -0.0001504, -0.00070716, -0.0010918, -0.0013058, -0.0013508, -0.0012283, -0.0009399, -0.00048704, 0.00012868, 0.00090571, 0.0018425, 0.0029335, 0.0041625, 0.0055114, 0.0069625, 0.0084976, 0.010099, 0.011748, 0.013428, 0.01512, 0.016806, 0.018468, 0.020089, 0.02165, 0.023134, 0.024522, 0.025796, 0.026939, 0.027933, 0.028759, 0.0294, 0.029837, 0.030053, 0.03003, 0.02975 
-0.042424, -0.061777, -0.080791, -0.099512, -0.11799, -0.13628, -0.15442, -0.17246, -0.19046, -0.20846, -0.22651, -0.24467, -0.26297, -0.28145, -0.30015, -0.31909, -0.33829, -0.3578, -0.3776, -0.3976, -0.41772, -0.43787, -0.45796, -0.47792, -0.49779, -0.5177, -0.53778, -0.55815, -0.57893, -0.60022, -0.62199, -0.64423, -0.6669, -0.68998, -0.71344, -0.73724, -0.76137, -0.78579, -0.81047, -0.83544, -0.83401, -0.83243, -0.83074, -0.82894, -0.82705, -0.8251, -0.82311, -0.82109, -0.81907, -0.81706, -0.81508, -0.81316, -0.81132, -0.80957, -0.80793, -0.80643, -0.80508, -0.8039, -0.80292, -0.80215, -0.80161, -0.80133, -0.80131, -0.8016, -0.80219, -0.80308, -0.80425, -0.80567, -0.80732, -0.80918, -0.81121, -0.81339, -0.8157, -0.81812, -0.82061, -0.82315, -0.82573, -0.82831, -0.83092, -0.83354, -0.83618, -0.83884, -0.84152, -0.84422, -0.84695, -0.84969, -0.85247, -0.85527, -0.85809, -0.86094, -0.86383, -0.86674, -0.86969, -0.87267, -0.87568, -0.87873, -0.88183, -0.88496, -0.88813, -0.89135, -0.89461, -0.89791, -0.90123, -0.90456, -0.90786, -0.91112, -0.91432, -0.91744, -0.92046, -0.92335, -0.9261, -0.92867, -0.93107, -0.93325, -0.9352, -0.93691, -0.93834, -0.93948, -0.94031, -0.9408, -0.94094, -0.9407, -0.94007, -0.93901, -0.93752 
-1.0044, -1.0101, -1.0152, -1.0197, -1.0236, -1.0268, -1.0295, -1.0315, -1.033, -1.0338, -1.0341, -1.0339, -1.033, -1.0316, -1.0295, -1.0268, -1.0234, -1.0192, -1.0143, -1.0088, -1.003, -0.99697, -0.99092, -0.98501, -0.97923, -0.97352, -0.96779, -0.96195, -0.95592, -0.94967, -0.94334, -0.93707, -0.93102, -0.92533, -0.92016, -0.91566, -0.91198, -0.90927, -0.90769, -0.90739, -0.93198, -0.95608, -0.97968, -1.0028, -1.0254, -1.0475, -1.0692, -1.0904, -1.111, -1.1312, -1.1509, -1.1702, -1.189, -1.2073, -1.2251, -1.2425, -1.2593, -1.2758, -1.2917, -1.3072, -1.3223, -1.3369, -1.351, -1.3647, -1.3779, -1.3907, -1.4031, -1.415, -1.4265, -1.4376, -1.4482, -1.4585, -1.4683, -1.4778, -1.4868, -1.4955, -1.5038, -1.5118, -1.5194, -1.5267, -1.5336, -1.5402, -1.5465, -1.5526, -1.5583, -1.5639, -1.5691, -1.5741, -1.5789, -1.5835, -1.5879, -1.5921, -1.5961, -1.5999, -1.6035, -1.607, -1.6102, -1.6133, -1.6162, -1.619, -1.6216, -1.6241, -1.6264, -1.6285, -1.6305, -1.6324, -1.6341, -1.6357, -1.6371, -1.6384, -1.6396, -1.6406, -1.6414, -1.6422, -1.6428, -1.6432, -1.6436, -1.6438, -1.6438, -1.6438, -1.6436, -1.6433, -1.6429, -1.6423, -1.6416 
0.1504, 0.16989, 0.18914, 0.20822, 0.22714, 0.24597, 0.26472, 0.28346, 0.30221, 0.32101, 0.33992, 0.35896, 0.37816, 0.39741, 0.41654, 0.43541, 0.45383, 0.47167, 0.48886, 0.50555, 0.5219, 0.53808, 0.55424, 0.57053, 0.58698, 0.60355, 0.62018, 0.63684, 0.65348, 0.67007, 0.68663, 0.70319, 0.71979, 0.73645, 0.7532, 0.77007, 0.78709, 0.80429, 0.8217, 0.83938, 0.86923, 0.89811, 0.92603, 0.95304, 0.97917, 1.0044, 1.0289, 1.0525, 1.0754, 1.0976, 1.1191, 1.1399, 1.16, 1.1796, 1.1986, 1.217, 1.235, 1.2524, 1.2694, 1.286, 1.3022, 1.318, 1.3335, 1.3487, 1.3637, 1.3783, 1.3928, 1.4069, 1.4208, 1.4344, 1.4477, 1.4607, 1.4734, 1.4858, 1.4979, 1.5097, 1.5211, 1.5322, 1.543, 1.5536, 1.5638, 1.5738, 1.5835, 1.5929, 1.6021, 1.6111, 1.6199, 1.6285, 1.6369, 1.6452, 1.6533, 1.6612, 1.6689, 1.6765, 1.684, 1.6913, 1.6986, 1.7056, 1.7126, 1.7195, 1.7262, 1.7329, 1.7394, 1.7458, 1.7519, 1.7579, 1.7637, 1.7691, 1.7743, 1.7792, 1.7837, 1.7878, 1.7916, 1.7949, 1.7978, 1.8001, 1.802, 1.8034, 1.8041, 1.8043, 1.8039, 1.8028, 1.8011, 1.7986, 1.7955 
0.2794, 0.26989, 0.26046, 0.25116, 0.24206, 0.23323, 0.22475, 0.21667, 0.20907, 0.20201, 0.19556, 0.18979, 0.18475, 0.18032, 0.17635, 0.17267, 0.16913, 0.16555, 0.16184, 0.15799, 0.15402, 0.14994, 0.14576, 0.14149, 0.13711, 0.1326, 0.12794, 0.1231, 0.11806, 0.11281, 0.1074, 0.1019, 0.096366, 0.090855, 0.085428, 0.080147, 0.075072, 0.070262, 0.065778, 0.061681, 0.039363, 0.017777, -0.0030999, -0.023289, -0.042814, -0.061696, -0.079957, -0.09762, -0.11471, -0.13124, -0.14724, -0.16273, -0.17774, -0.19228, -0.20637, -0.22005, -0.23332, -0.24623, -0.25877, -0.27099, -0.28289, -0.29451, -0.30587, -0.31698, -0.32787, -0.33854, -0.349, -0.35925, -0.36928, -0.3791, -0.3887, -0.39808, -0.40724, -0.41619, -0.42492, -0.43343, -0.44172, -0.44979, -0.45766, -0.46532, -0.4728, -0.48009, -0.4872, -0.49414, -0.50093, -0.50756, -0.51405, -0.52041, -0.52663, -0.53274, -0.53873, -0.5446, -0.55037, -0.55604, -0.56161, -0.56709, -0.57247, -0.57778, -0.583, -0.58814, -0.59322, -0.59822, -0.60313, -0.60793, -0.6126, -0.61711, -0.62145, -0.62559, -0.62951, -0.63319, -0.63662, -0.63976, -0.6426, -0.64512, -0.64729, -0.6491, -0.65053, -0.65154, -0.65213, -0.65227, -0.65193, -0.65111, -0.64977, -0.6479, -0.64547 
-0.6654, -0.65537, -0.64501, -0.63444, -0.62374, -0.61301, -0.60235, -0.59185, -0.58161, -0.57173, -0.5623, -0.55342, -0.54517, -0.53757, -0.5306, -0.52426, -0.51853, -0.5134, -0.50881, -0.50465, -0.50079, -0.4971, -0.49345, -0.48973, -0.48588, -0.48192, -0.47785, -0.47366, -0.46938, -0.46498, -0.46048, -0.45587, -0.45113, -0.44628, -0.44129, -0.43617, -0.4309, -0.42549, -0.41993, -0.4142, -0.40914, -0.40308, -0.39606, -0.38813, -0.37934, -0.36972, -0.35932, -0.3482, -0.33638, -0.32392, -0.31086, -0.29725, -0.28313, -0.26855, -0.25354, -0.23817, -0.22246, -0.20647, -0.19023, -0.1738, -0.15723, -0.14054, -0.12379, -0.10703, -0.090294, -0.07361, -0.056995, -0.040462, -0.024026, -0.0077018, 0.0084964, 0.024554, 0.040456, 0.056188, 0.071735, 0.087084, 0.10222, 0.11712, 0.13179, 0.14619, 0.16032, 0.17417, 0.18771, 0.20093, 0.21382, 0.22636, 0.23854, 0.25034, 0.26175, 0.27276, 0.28339, 0.29365, 0.30356, 0.31312, 0.32237, 0.3313, 0.33993, 0.34829, 0.35638, 0.36422, 0.37182, 0.37919, 0.38633, 0.39324, 0.39992, 0.40634, 0.41253, 0.41845, 0.42412, 0.42953, 0.43468, 0.43955, 0.44415, 0.44846, 0.4525, 0.45624, 0.45969, 0.46284, 0.46569, 0.46823, 0.47046, 0.47237, 0.47396, 0.47522, 0.47616 
