-0.0464, -0.036016, -0.025753, -0.015605, -0.0055675, 0.0043648, 0.014197, 0.023933, 0.03358, 0.043141, 0.052621, 0.062027, 0.071361, 0.080625, 0.089817, 0.098936, 0.10798, 0.11695, 0.12584, 0.13468, 0.14346, 0.1522, 0.16092, 0.16961, 0.17829, 0.18695, 0.19559, 0.20421, 0.2128, 0.22137, 0.22991, 0.23842, 0.24691, 0.25538, 0.26382, 0.27223, 0.28062, 0.28899, 0.29733, 0.3056, 0.30102, 0.2971, 0.2938, 0.29112, 0.28901, 0.28747, 0.28646, 0.28595, 0.28594, 0.28638, 0.28726, 0.28854, 0.29022, 0.29225, 0.29463, 0.29731, 0.30029, 0.30353, 0.30701, 0.3107, 0.31459, 0.31864, 0.32283, 0.32714, 0.33154, 0.336, 0.34052, 0.34505, 0.34957, 0.35407, 0.35851, 0.36287, 0.36716, 0.37136, 0.37548, 0.37951, 0.38345, 0.38731, 0.39107, 0.39475, 0.39833, 0.40181, 0.40519, 0.40848, 0.41167, 0.41476, 0.41774, 0.42062, 0.4234, 0.42609, 0.42869, 0.43121, 0.43366, 0.43602, 0.43832, 0.44056, 0.44274, 0.44486, 0.44693, 0.44896, 0.45095, 0.4529, 0.45482, 0.45671, 0.45857, 0.46038, 0.46216, 0.4639, 0.46559, 0.46724, 0.46884, 0.47038, 0.47188, 0.47332, 0.4747, 0.47603, 0.47729, 0.47849, 0.47962, 0.4807, 0.48171, 0.48267, 0.48357, 0.48443, 0.48524, 0.486, 0.48672, 0.48739, 0.48803, 0.48864, 0.48921, 0.48976, 0.49027, 0.49077, 0.49124, 0.49169, 0.49212, 0.49254, 0.49295, 0.49335, 0.49375, 0.49414, 0.49453, 0.49492, 0.49532, 0.49573, 0.49614, 0.49657 
0.74637, 0.74661, 0.74669, 0.74661, 0.74638, 0.74599, 0.74545, 0.74476, 0.74392, 0.74294, 0.7418, 0.74052, 0.73909, 0.73752, 0.73581, 0.73396, 0.73198, 0.72986, 0.7276, 0.72522, 0.72269, 0.72003, 0.71723, 0.7143, 0.71122, 0.708, 0.70464, 0.70112, 0.69745, 0.69363, 0.68966, 0.68555, 0.68129, 0.67689, 0.67237, 0.66771, 0.66292, 0.65802, 0.65299, 0.64785, 0.64993, 0.65176, 0.65334, 0.65469, 0.65582, 0.65672, 0.6574, 0.65788, 0.65816, 0.65824, 0.65813, 0.65785, 0.65739, 0.65676, 0.65597, 0.65503, 0.65394, 0.65271, 0.65135, 0.64986, 0.64825, 0.64652, 0.64469, 0.64276, 0.64074, 0.63863, 0.63644, 0.63418, 0.63186, 0.62947, 0.62703, 0.62455, 0.62203, 0.61947, 0.61688, 0.61427, 0.61165, 0.60901, 0.60636, 0.60372, 0.60108, 0.59845, 0.59584, 0.59326, 0.5907, 0.58817, 0.58568, 0.58324, 0.58083, 0.57847, 0.57614, 0.57384, 0.57158, 0.56935, 0.56715, 0.56498, 0.56284, 0.56072, 0.55863, 0.55656, 0.55451, 0.55247, 0.55046, 0.54847, 0.5465, 0.54455, 0.54264, 0.54076, 0.53892, 0.53711, 0.53535, 0.53364, 0.53197, 0.53035, 0.5288, 0.5273, 0.52586, 0.52448, 0.52318, 0.52193, 0.52075, 0.51962, 0.51855, 0.51753, 0.51656, 0.51564, 0.51477, 0.51394, 0.51315, 0.51239, 0.51168, 0.51099, 0.51034, 0.50971, 0.50911, 0.50854, 0.50798, 0.50744, 0.50692, 0.50641, 0.50591, 0.50542, 0.50494, 0.50446, 0.50398, 0.50349, 0.50301, 0.50251 
-0.16922, -0.16446, -0.15961, -0.15464, -0.14954, -0.14431, -0.13892, -0.13336, -0.12762, -0.12168, -0.11552, -0.10914, -0.10252, -0.095664, -0.088569, -0.081246, -0.073698, -0.065932, -0.057948, -0.049742, -0.041312, -0.032652, -0.023757, -0.014623, -0.0052354, 0.0044254, 0.014379, 0.024644, 0.035241, 0.046179, 0.057448, 0.06903, 0.08091, 0.093073, 0.1055, 0.11818, 0.13109, 0.14423, 0.15756, 0.17108, 0.18731, 0.20323, 0.21885, 0.23416, 0.24918, 0.26391, 0.27835, 0.29252, 0.30642, 0.32005, 0.33342, 0.34654, 0.35941, 0.37203, 0.38442, 0.39658, 0.40851, 0.42022, 0.43172, 0.44301, 0.4541, 0.46499, 0.47569, 0.48621, 0.49654, 0.50671, 0.5167, 0.52653, 0.53621, 0.54574, 0.55512, 0.56436, 0.57345, 0.58239, 0.59118, 0.59979, 0.60824, 0.61651, 0.62459, 0.63247, 0.64016, 0.64764, 0.65491, 0.66196, 0.66878, 0.67537, 0.68172, 0.68783, 0.6937, 0.69933, 0.70473, 0.7099, 0.71483, 0.71954, 0.72402, 0.72828, 0.73232, 0.73615, 0.73976, 0.74315, 0.74634, 0.74932, 0.75209, 0.75466, 0.75703, 0.7592, 0.76118, 0.76297, 0.76457, 0.76598, 0.76721, 0.76826, 0.76913, 0.76983, 0.77035, 0.7707, 0.77089, 0.77091, 0.77077, 0.77049, 0.77007, 0.76952, 0.76885, 0.76809, 0.76722, 0.76627, 0.76525, 0.76417, 0.76303, 0.76185, 0.76064, 0.7594, 0.75816, 0.75691, 0.75568, 0.75447, 0.75329, 0.75214, 0.75106, 0.75003, 0.74908, 0.74821, 0.74744, 0.74677, 0.74622, 0.74579, 0.7455, 0.74536 
0.025776, 0.033983, 0.042015, 0.049849, 0.05746, 0.064825, 0.071918, 0.078718, 0.085199, 0.091338, 0.09711, 0.10249, 0.10746, 0.11203, 0.1162, 0.11999, 0.1234, 0.12646, 0.12917, 0.13158, 0.13371, 0.13558, 0.13725, 0.13872, 0.13999, 0.14104, 0.14183, 0.14234, 0.14254, 0.14242, 0.14203, 0.14142, 0.14065, 0.13977, 0.13884, 0.13791, 0.13705, 0.1363, 0.13572, 0.13537, 0.10517, 0.077571, 0.052485, 0.029811, 0.0094475, -0.0087031, -0.02474, -0.038763, -0.050871, -0.061163, -0.069738, -0.076696, -0.082135, -0.086154, -0.088853, -0.090331, -0.090687, -0.09002, -0.088429, -0.086014, -0.082873, -0.079106, -0.074812, -0.070089, -0.065038, -0.059757, -0.054345, -0.048901, -0.043525, -0.038316, -0.033373, -0.028774, -0.024516, -0.020572, -0.016916, -0.013523, -0.010367, -0.0074217, -0.0046619, -0.0020616, 0.00040505, 0.0027639, 0.0050406, 0.0072612, 0.0094513, 0.011637, 0.013843, 0.016082, 0.018352, 0.020652, 0.022979, 0.025332, 0.027708, 0.030105, 0.032522, 0.034956, 0.037406, 0.039869, 0.042343, 0.044827, 0.047318, 0.049815, 0.052315, 0.054815, 0.057311, 0.059801, 0.062282, 0.064749, 0.0672, 0.069631, 0.072039, 0.074421, 0.076773, 0.079093, 0.081376, 0.083619, 0.08582, 0.087975, 0.090084, 0.092152, 0.094182, 0.096179, 0.098148, 0.10009, 0.10202, 0.10392, 0.10582, 0.10771, 0.1096, 0.11148, 0.11338, 0.11528, 0.1172, 0.11913, 0.12109, 0.12307, 0.12509, 0.12714, 0.12923, 0.13136, 0.13355, 0.13578, 0.13807, 0.14042, 0.14284, 0.14533, 0.14789, 0.15053 
0.18588, 0.19204, 0.19799, 0.20376, 0.2094, 0.21496, 0.22046, 0.22596, 0.2315, 0.23711, 0.24284, 0.24874, 0.25483, 0.26112, 0.2676, 0.27426, 0.28109, 0.28807, 0.29519, 0.30242, 0.30974, 0.3171, 0.32449, 0.33187, 0.33925, 0.34665, 0.3541, 0.36162, 0.36924, 0.37694, 0.38467, 0.39235, 0.3999, 0.40725, 0.41431, 0.42101, 0.42727, 0.43303, 0.43819, 0.44267, 0.45476, 0.46446, 0.47188, 0.47711, 0.48028, 0.48149, 0.48084, 0.47844, 0.47441, 0.46883, 0.46183, 0.45351, 0.44398, 0.43333, 0.42169, 0.40916, 0.39584, 0.38184, 0.36728, 0.35224, 0.33685, 0.32121, 0.30543, 0.28961, 0.27386, 0.25829, 0.243, 0.22811, 0.21371, 0.19992, 0.18684, 0.17456, 0.16305, 0.15227, 0.14218, 0.13273, 0.12388, 0.11557, 0.10777, 0.10043, 0.09351, 0.086956, 0.080726, 0.074777, 0.069062, 0.063536, 0.058156, 0.052905, 0.047795, 0.042838, 0.038048, 0.033436, 0.029018, 0.024804, 0.020808, 0.017044, 0.013523, 0.010259, 0.0072645, 0.0045529, 0.0021368, 2.9092e-05, -0.0017615, -0.0032439, -0.004432, -0.0053395, -0.0059799, -0.0063669, -0.0065144, -0.0064358, -0.006145, -0.0056557, -0.0049814, -0.0041359, -0.0031329, -0.0019861, -0.00070909, 0.00068432, 0.0021789, 0.003758, 0.0054049, 0.0071026, 0.0088344, 0.010584, 0.012333, 0.014067, 0.015767, 0.017417, 0.019001, 0.020502, 0.021902, 0.023185, 0.024334, 0.025333, 0.026164, 0.026811, 0.027257, 0.027486, 0.027479, 0.027222, 0.026696, 0.025885, 0.024772, 0.023341, 0.021575, 0.019456, 0.016969, 0.014095 
-0.042425, -0.061556, -0.080394, -0.09897, -0.11732, -0.13547, -0.15346, -0.17132, -0.18908, -0.20677, -0.22443, -0.24208, -0.25977, -0.27749, -0.29523, -0.313, -0.33079, -0.34859, -0.36642, -0.38426, -0.40213, -0.42003, -0.43797, -0.45596, -0.474, -0.49212, -0.51032, -0.52861, -0.54702, -0.56555, -0.58415, -0.6028, -0.62146, -0.64009, -0.65865, -0.6771, -0.69542, -0.71355, -0.73147, -0.74912, -0.74543, -0.74198, -0.73877, -0.73579, -0.73303, -0.7305, -0.72818, -0.72606, -0.72415, -0.72243, -0.7209, -0.71955, -0.71838, -0.71738, -0.71654, -0.71586, -0.71534, -0.71496, -0.71471, -0.71461, -0.71463, -0.71477, -0.71502, -0.71539, -0.71585, -0.71642, -0.71707, -0.71781, -0.71863, -0.71952, -0.72047, -0.72149, -0.72257, -0.72371, -0.72492, -0.72619, -0.72754, -0.72896, -0.73046, -0.73204, -0.7337, -0.73543, -0.73726, -0.73917, -0.74117, -0.74327, -0.74545, -0.74774, -0.75012, -0.75261, -0.7552, -0.7579, -0.7607, -0.76362, -0.76666, -0.76981, -0.77308, -0.77648, -0.78, -0.78365, -0.78743, -0.79134, -0.79539, -0.79955, -0.80381, -0.80815, -0.81256, -0.817, -0.82147, -0.82595, -0.83041, -0.83484, -0.83922, -0.84353, -0.84775, -0.85186, -0.85585, -0.85969, -0.86338, -0.86692, -0.87031, -0.87354, -0.87663, -0.87958, -0.88237, -0.88503, -0.88754, -0.88991, -0.89214, -0.89423, -0.89619, -0.89801, -0.89969, -0.90124, -0.90267, -0.90396, -0.90512, -0.90616, -0.90707, -0.90786, -0.90852, -0.90906, -0.90949, -0.90979, -0.90998, -0.91005, -0.91, -0.90985 
-1.0044, -1.0103, -1.0158, -1.021, -1.0258, -1.0302, -1.0343, -1.0381, -1.0415, -1.0446, -1.0473, -1.0496, -1.0517, -1.0534, -1.0547, -1.0557, -1.0563, -1.0566, -1.0565, -1.0561, -1.0553, -1.0542, -1.0528, -1.051, -1.049, -1.0465, -1.0437, -1.0405, -1.0369, -1.0328, -1.0285, -1.0238, -1.019, -1.014, -1.009, -1.0041, -0.99924, -0.99462, -0.99028, -0.98629, -0.9946, -1.0036, -1.0134, -1.0238, -1.0349, -1.0465, -1.0587, -1.0715, -1.0847, -1.0984, -1.1125, -1.127, -1.1418, -1.1569, -1.1723, -1.188, -1.2038, -1.2199, -1.236, -1.2523, -1.2686, -1.2849, -1.3012, -1.3175, -1.3337, -1.3497, -1.3657, -1.3814, -1.3969, -1.4121, -1.427, -1.4416, -1.4559, -1.4698, -1.4834, -1.4967, -1.5096, -1.5222, -1.5344, -1.5463, -1.5578, -1.569, -1.5798, -1.5903, -1.6004, -1.6102, -1.6197, -1.6287, -1.6375, -1.6459, -1.6539, -1.6617, -1.6691, -1.6762, -1.683, -1.6894, -1.6956, -1.7015, -1.7071, -1.7124, -1.7175, -1.7223, -1.7268, -1.731, -1.735, -1.7388, -1.7423, -1.7455, -1.7485, -1.7513, -1.7538, -1.756, -1.7581, -1.7599, -1.7615, -1.7628, -1.764, -1.7649, -1.7656, -1.7661, -1.7664, -1.7665, -1.7665, -1.7663, -1.766, -1.7656, -1.7651, -1.7644, -1.7637, -1.7629, -1.7621, -1.7612, -1.7603, -1.7593, -1.7583, -1.7574, -1.7565, -1.7556, -1.7547, -1.7539, -1.7532, -1.7525, -1.752, -1.7515, -1.7512, -1.751, -1.751, -1.7511 
0.1504, 0.17055, 0.19015, 0.20928, 0.228, 0.24635, 0.26441, 0.28223, 0.29987, 0.31739, 0.33486, 0.35233, 0.36985, 0.38743, 0.40506, 0.4227, 0.44035, 0.45799, 0.47559, 0.49312, 0.51053, 0.52779, 0.54486, 0.56169, 0.57833, 0.59482, 0.61123, 0.62763, 0.64406, 0.66056, 0.67712, 0.69368, 0.71022, 0.72669, 0.74306, 0.75928, 0.77533, 0.79116, 0.80673, 0.822, 0.79028, 0.76285, 0.73953, 0.72016, 0.70457, 0.6926, 0.68408, 0.67885, 0.67672, 0.67755, 0.68116, 0.68738, 0.69606, 0.70701, 0.72008, 0.7351, 0.7519, 0.77031, 0.79017, 0.81132, 0.83357, 0.85677, 0.88076, 0.90536, 0.9304, 0.95572, 0.98116, 1.0065, 1.0317, 1.0565, 1.0807, 1.1042, 1.1271, 1.1492, 1.1707, 1.1915, 1.2117, 1.2313, 1.2503, 1.2687, 1.2866, 1.3039, 1.3207, 1.3371, 1.3529, 1.3683, 1.3832, 1.3977, 1.4119, 1.4256, 1.4389, 1.4519, 1.4646, 1.4769, 1.4889, 1.5006, 1.5121, 1.5233, 1.5342, 1.5449, 1.5554, 1.5658, 1.5759, 1.5859, 1.5957, 1.6052, 1.6146, 1.6237, 1.6326, 1.6412, 1.6496, 1.6578, 1.6656, 1.6732, 1.6804, 1.6874, 1.694, 1.7003, 1.7063, 1.712, 1.7174, 1.7225, 1.7273, 1.7318, 1.7361, 1.7402, 1.7441, 1.7477, 1.7511, 1.7544, 1.7575, 1.7604, 1.7632, 1.7659, 1.7684, 1.7709, 1.7732, 1.7755, 1.7777, 1.7799, 1.782, 1.7841, 1.7861, 1.7882, 1.7903, 1.7924, 1.7946, 1.7968 
0.2794, 0.26924, 0.25978, 0.25095, 0.24266, 0.23485, 0.22742, 0.22031, 0.21344, 0.20672, 0.20009, 0.19346, 0.18676, 0.18, 0.17318, 0.16634, 0.15948, 0.15263, 0.14581, 0.13899, 0.13217, 0.12535, 0.1185, 0.11163, 0.10474, 0.09783, 0.09092, 0.08402, 0.077141, 0.070279, 0.063397, 0.056449, 0.049392, 0.042182, 0.034773, 0.027122, 0.019184, 0.010914, 0.0022694, -0.0067949, 0.012115, 0.028382, 0.042104, 0.053379, 0.062305, 0.068981, 0.073503, 0.075971, 0.076483, 0.075136, 0.072029, 0.067259, 0.060925, 0.053125, 0.043956, 0.033517, 0.021907, 0.009222, -0.0044386, -0.018977, -0.034296, -0.050296, -0.06688, -0.083949, -0.10141, -0.11915, -0.13709, -0.15512, -0.17315, -0.19107, -0.2088, -0.22623, -0.24337, -0.26019, -0.27668, -0.29286, -0.30869, -0.32419, -0.33933, -0.35413, -0.36855, -0.38261, -0.3963, -0.4096, -0.42251, -0.43502, -0.44713, -0.45884, -0.47017, -0.48115, -0.4918, -0.50213, -0.51217, -0.52194, -0.53145, -0.54074, -0.54982, -0.55871, -0.56744, -0.57602, -0.58448, -0.59284, -0.6011, -0.60928, -0.61734, -0.62529, -0.6331, -0.64076, -0.64826, -0.65559, -0.66273, -0.66967, -0.6764, -0.68291, -0.68917, -0.69518, -0.70092, -0.70639, -0.71157, -0.71649, -0.72115, -0.72556, -0.72974, -0.73369, -0.73743, -0.74097, -0.74432, -0.74749, -0.7505, -0.75335, -0.75606, -0.75863, -0.76108, -0.76343, -0.76567, -0.76783, -0.76991, -0.77192, -0.77389, -0.77581, -0.7777, -0.77957, -0.78144, -0.78331, -0.78519, -0.7871, -0.78905, -0.79105 
-0.6654, -0.65475, -0.64445, -0.63449, -0.62489, -0.61563, -0.60672, -0.59817, -0.58997, -0.58212, -0.57464, -0.56751, -0.56075, -0.55434, -0.54828, -0.54256, -0.53718, -0.53213, -0.52741, -0.52304, -0.51906, -0.51547, -0.51231, -0.5096, -0.50727, -0.50522, -0.50335, -0.50156, -0.49974, -0.49783, -0.49582, -0.49375, -0.49162, -0.48945, -0.48727, -0.48508, -0.48292, -0.48079, -0.47872, -0.4767, -0.47568, -0.47422, -0.47235, -0.47006, -0.46736, -0.46426, -0.46076, -0.45686, -0.45257, -0.4479, -0.44285, -0.43743, -0.43164, -0.42549, -0.41898, -0.41213, -0.40492, -0.39737, -0.38949, -0.38128, -0.37274, -0.36389, -0.35472, -0.34524, -0.33546, -0.32538, -0.315, -0.30434, -0.2934, -0.28219, -0.2707, -0.25894, -0.24694, -0.2347, -0.22224, -0.20959, -0.19674, -0.18372, -0.17055, -0.15723, -0.1438, -0.13025, -0.11661, -0.1029, -0.089123, -0.075302, -0.061451, -0.047591, -0.033745, -0.019937, -0.0061924, 0.007466, 0.021014, 0.034427, 0.047681, 0.060753, 0.073617, 0.086251, 0.098629, 0.11073, 0.12252, 0.13399, 0.14511, 0.15588, 0.1663, 0.17637, 0.18608, 0.19544, 0.20444, 0.21309, 0.22139, 0.22933, 0.23692, 0.24416, 0.25103, 0.25756, 0.26373, 0.26954, 0.27501, 0.28015, 0.285, 0.28957, 0.29389, 0.29797, 0.30185, 0.30555, 0.30908, 0.31248, 0.31576, 0.31895, 0.32206, 0.32513, 0.32818, 0.33123, 0.3343, 0.33741, 0.34059, 0.34387, 0.34725, 0.35078, 0.35446, 0.35833, 0.3624, 0.3667, 0.37125, 0.37608, 0.3812, 0.38665 
