-0.0464, -0.040718, -0.035164, -0.029735, -0.02443, -0.019247, -0.014184, -0.0092405, -0.0044137, 0.00029792, 0.0048959, 0.0093821, 0.013758, 0.018026, 0.022187, 0.026243, 0.030195, 0.034047, 0.037798, 0.041451, 0.045008, 0.04847, 0.051839, 0.055117, 0.058303, 0.061397, 0.064398, 0.067305, 0.070118, 0.072836, 0.075457, 0.077982, 0.080409, 0.082738, 0.084967, 0.0871, 0.089138, 0.091087, 0.092949, 0.094728, 0.096427, 0.09805, 0.0996, 0.10108, 0.1025, 0.10385, 0.10515, 0.10638, 0.10756, 0.10868, 0.10975, 0.11076, 0.11173, 0.11264, 0.1135, 0.11431, 0.11507, 0.11579, 0.11646, 0.11709, 0.11767, 0.11822, 0.11872, 0.11918, 0.1196, 0.11999, 0.12034, 0.12066, 0.12094, 0.12119, 0.12141, 0.1216, 0.12176, 0.1219, 0.12202, 0.12211, 0.12219, 0.12224, 0.12229, 0.12231, 0.12232, 0.12233, 0.12232, 0.1223, 0.12228, 0.12226, 0.12223, 0.1222, 0.12217, 0.12215 
0.74637, 0.74606, 0.7457, 0.74528, 0.7448, 0.74427, 0.74368, 0.74305, 0.74236, 0.74163, 0.74085, 0.74003, 0.73917, 0.73826, 0.73732, 0.73634, 0.73532, 0.73427, 0.73319, 0.73208, 0.73094, 0.72977, 0.72858, 0.72736, 0.72612, 0.72486, 0.72359, 0.72231, 0.72102, 0.71973, 0.71843, 0.71714, 0.71585, 0.71457, 0.7133, 0.71204, 0.7108, 0.70958, 0.70837, 0.70719, 0.70603, 0.70489, 0.70378, 0.70269, 0.70164, 0.70062, 0.69963, 0.69867, 0.69774, 0.69684, 0.69597, 0.69513, 0.69433, 0.69354, 0.69279, 0.69207, 0.69137, 0.69069, 0.69005, 0.68943, 0.68884, 0.68828, 0.68775, 0.68725, 0.68678, 0.68635, 0.68594, 0.68557, 0.68523, 0.68492, 0.68464, 0.68439, 0.68417, 0.68397, 0.68379, 0.68364, 0.68351, 0.6834, 0.6833, 0.68322, 0.68315, 0.6831, 0.68306, 0.68303, 0.68301, 0.68299, 0.68298, 0.68297, 0.68296, 0.68296 
-0.16923, -0.18418, -0.19902, -0.21374, -0.22833, -0.24279, -0.25712, -0.27131, -0.28536, -0.29926, -0.313, -0.32659, -0.34001, -0.35327, -0.36635, -0.37926, -0.39199, -0.40453, -0.41687, -0.42902, -0.44097, -0.45272, -0.46425, -0.47557, -0.48667, -0.49755, -0.50819, -0.5186, -0.52877, -0.53869, -0.54835, -0.55776, -0.56691, -0.57579, -0.5844, -0.59273, -0.60078, -0.60855, -0.61604, -0.62325, -0.63017, -0.6368, -0.64314, -0.64919, -0.65494, -0.6604, -0.66556, -0.67042, -0.67498, -0.67924, -0.6832, -0.68685, -0.6902, -0.69324, -0.69598, -0.6984, -0.70051, -0.70232, -0.70383, -0.70505, -0.70598, -0.70665, -0.70705, -0.70719, -0.70709, -0.70675, -0.70618, -0.70539, -0.7044, -0.70323, -0.70191, -0.70048, -0.69896, -0.69739, -0.69578, -0.69418, -0.69262, -0.69111, -0.6897, -0.68841, -0.68727, -0.68632, -0.68558, -0.68508, -0.68485, -0.68492, -0.68533, -0.6861, -0.68725, -0.68883 
0.025775, 0.041763, 0.05757, 0.073191, 0.088623, 0.10386, 0.11891, 0.13375, 0.14839, 0.16283, 0.17706, 0.19107, 0.20487, 0.21845, 0.2318, 0.24493, 0.25782, 0.27049, 0.28291, 0.2951, 0.30704, 0.31873, 0.33017, 0.34136, 0.35228, 0.36294, 0.37331, 0.38339, 0.39318, 0.40266, 0.41183, 0.42066, 0.42917, 0.43733, 0.44514, 0.45261, 0.45973, 0.46652, 0.47299, 0.47916, 0.48501, 0.49058, 0.49587, 0.50088, 0.50563, 0.51012, 0.51436, 0.51834, 0.52206, 0.52551, 0.52868, 0.53157, 0.53418, 0.53649, 0.53851, 0.54022, 0.54162, 0.54271, 0.5435, 0.54402, 0.54426, 0.54423, 0.54397, 0.54346, 0.54273, 0.5418, 0.54066, 0.53933, 0.53784, 0.53621, 0.53446, 0.53262, 0.53073, 0.52881, 0.52689, 0.525, 0.52316, 0.52141, 0.51978, 0.51828, 0.51696, 0.51583, 0.51493, 0.51429, 0.51393, 0.51388, 0.51418, 0.51484, 0.5159, 0.51738 
0.18588, 0.2014, 0.21666, 0.23167, 0.24643, 0.26094, 0.27522, 0.28927, 0.30308, 0.31667, 0.33005, 0.34321, 0.35617, 0.36892, 0.38147, 0.39384, 0.40601, 0.41801, 0.42982, 0.44147, 0.45295, 0.46426, 0.47543, 0.48644, 0.4973, 0.50801, 0.51857, 0.52898, 0.53923, 0.54934, 0.5593, 0.56911, 0.57876, 0.58827, 0.59762, 0.60682, 0.61584, 0.62467, 0.63331, 0.64174, 0.64995, 0.65792, 0.66564, 0.6731, 0.68028, 0.68718, 0.69379, 0.70012, 0.70619, 0.71201, 0.71759, 0.72294, 0.72807, 0.733, 0.73773, 0.74229, 0.74668, 0.7509, 0.75495, 0.75884, 0.76255, 0.76608, 0.76943, 0.77259, 0.77556, 0.77833, 0.7809, 0.78327, 0.78544, 0.78741, 0.7892, 0.79081, 0.79225, 0.79354, 0.79469, 0.79569, 0.79657, 0.79734, 0.79799, 0.79855, 0.79902, 0.79941, 0.79973, 0.79999, 0.80021, 0.80038, 0.80052, 0.80064, 0.80076, 0.80087 
-0.042424, -0.059338, -0.075833, -0.091922, -0.10762, -0.12294, -0.1379, -0.15251, -0.16678, -0.18073, -0.19437, -0.20772, -0.2208, -0.2336, -0.24616, -0.25847, -0.27057, -0.28245, -0.29414, -0.30565, -0.31699, -0.32817, -0.33922, -0.35014, -0.36092, -0.37157, -0.38205, -0.39235, -0.40247, -0.41239, -0.42209, -0.43156, -0.44078, -0.44975, -0.45845, -0.46688, -0.47503, -0.48292, -0.49054, -0.4979, -0.50501, -0.51187, -0.51848, -0.52485, -0.53098, -0.53687, -0.54254, -0.54797, -0.55319, -0.5582, -0.563, -0.56759, -0.572, -0.57621, -0.58024, -0.5841, -0.58778, -0.5913, -0.59465, -0.59783, -0.60084, -0.60369, -0.60636, -0.60887, -0.61121, -0.61338, -0.61538, -0.61721, -0.61888, -0.62038, -0.62173, -0.62294, -0.62402, -0.62496, -0.62579, -0.62651, -0.62712, -0.62764, -0.62807, -0.62842, -0.62871, -0.62893, -0.62909, -0.62921, -0.62929, -0.62935, -0.62938, -0.62939, -0.6294, -0.62941 
-1.0044, -1.0213, -1.0376, -1.0533, -1.0685, -1.0831, -1.0973, -1.111, -1.1242, -1.1371, -1.1495, -1.1617, -1.1734, -1.1849, -1.1961, -1.2071, -1.2178, -1.2284, -1.2387, -1.249, -1.2591, -1.2692, -1.2792, -1.2892, -1.2991, -1.3091, -1.319, -1.3289, -1.3388, -1.3487, -1.3586, -1.3685, -1.3784, -1.3883, -1.3982, -1.408, -1.4178, -1.4275, -1.4371, -1.4465, -1.4556, -1.4645, -1.4732, -1.4814, -1.4894, -1.4969, -1.504, -1.5107, -1.5171, -1.5232, -1.5291, -1.5348, -1.5403, -1.5457, -1.551, -1.5563, -1.5615, -1.5669, -1.5722, -1.5774, -1.5827, -1.5878, -1.5929, -1.5978, -1.6026, -1.6072, -1.6116, -1.6158, -1.6198, -1.6235, -1.627, -1.6303, -1.6333, -1.6361, -1.6387, -1.6411, -1.6432, -1.6451, -1.6468, -1.6483, -1.6496, -1.6507, -1.6515, -1.6522, -1.6526, -1.6529, -1.653, -1.6528, -1.6525, -1.652 
0.1504, 0.1739, 0.19758, 0.22143, 0.24544, 0.26957, 0.29382, 0.31817, 0.34259, 0.36707, 0.39159, 0.41613, 0.44067, 0.46519, 0.48968, 0.51412, 0.53848, 0.56276, 0.58693, 0.61096, 0.63486, 0.65859, 0.68213, 0.70548, 0.7286, 0.75149, 0.77412, 0.79649, 0.81856, 0.84033, 0.86178, 0.88288, 0.90363, 0.924, 0.94398, 0.96357, 0.98277, 1.0016, 1.0201, 1.0382, 1.0559, 1.0733, 1.0904, 1.1071, 1.1236, 1.1397, 1.1555, 1.171, 1.1863, 1.2011, 1.2157, 1.2299, 1.2439, 1.2574, 1.2707, 1.2836, 1.2961, 1.3083, 1.3202, 1.3317, 1.3429, 1.3537, 1.3642, 1.3744, 1.3843, 1.3938, 1.403, 1.4119, 1.4205, 1.4287, 1.4366, 1.4442, 1.4514, 1.4582, 1.4647, 1.4708, 1.4765, 1.4818, 1.4867, 1.4912, 1.4952, 1.4989, 1.5021, 1.5048, 1.5071, 1.5089, 1.5102, 1.5111, 1.5114, 1.5113 
0.2794, 0.26782, 0.25645, 0.24532, 0.23442, 0.22377, 0.21338, 0.20326, 0.19343, 0.18389, 0.17465, 0.16573, 0.15713, 0.14887, 0.14095, 0.1334, 0.12622, 0.11941, 0.113, 0.10699, 0.10139, 0.096212, 0.091473, 0.087175, 0.083295, 0.079789, 0.076617, 0.073737, 0.071106, 0.068684, 0.066427, 0.064295, 0.062245, 0.060236, 0.058227, 0.056206, 0.054176, 0.052143, 0.050112, 0.048089, 0.046079, 0.044087, 0.042119, 0.040179, 0.038274, 0.036407, 0.034558, 0.032681, 0.030728, 0.028653, 0.026408, 0.023947, 0.021223, 0.018189, 0.014797, 0.011002, 0.0067556, 0.0020676, -0.0029799, -0.0082987, -0.013801, -0.019398, -0.025002, -0.030524, -0.035877, -0.040973, -0.045723, -0.05004, -0.053877, -0.057267, -0.060254, -0.06288, -0.065187, -0.06722, -0.06902, -0.07063, -0.072094, -0.073453, -0.074751, -0.07603, -0.077334, -0.078705, -0.080185, -0.081818, -0.083646, -0.085713, -0.08806, -0.090732, -0.093769, -0.097216 
-0.6654, -0.64969, -0.63406, -0.61851, -0.60302, -0.58759, -0.57222, -0.55688, -0.54158, -0.5263, -0.51105, -0.4958, -0.48055, -0.46529, -0.45002, -0.43473, -0.4194, -0.40404, -0.38862, -0.37315, -0.35762, -0.34201, -0.32632, -0.31054, -0.29471, -0.27886, -0.26305, -0.24731, -0.23169, -0.21625, -0.20101, -0.18603, -0.17136, -0.15703, -0.14309, -0.12956, -0.1164, -0.10362, -0.091195, -0.07911, -0.067351, -0.055905, -0.044755, -0.033888, -0.023288, -0.012941, -0.0028502, 0.0069685, 0.016497, 0.025717, 0.03461, 0.043159, 0.051345, 0.05915, 0.066557, 0.073547, 0.080104, 0.086228, 0.091954, 0.097313, 0.10234, 0.10707, 0.11153, 0.11576, 0.1198, 0.12367, 0.12741, 0.13105, 0.13461, 0.1381, 0.14151, 0.14482, 0.14804, 0.15116, 0.15418, 0.15708, 0.15987, 0.16254, 0.16508, 0.16749, 0.16977, 0.1719, 0.17388, 0.17571, 0.17738, 0.17888, 0.18022, 0.18138, 0.18236, 0.18316 
