0, 0.0069659, 0.014031, 0.021193, 0.028449, 0.035796, 0.043232, 0.050754, 0.05836, 0.066047, 0.073812, 0.081653, 0.089565, 0.097525, 0.10551, 0.11348, 0.12143, 0.12931, 0.13711, 0.14483, 0.15248, 0.16006, 0.16757, 0.17501, 0.1824, 0.18978, 0.19717, 0.2046, 0.21209, 0.21966, 0.2273, 0.23496, 0.24263, 0.25028, 0.25788, 0.2654, 0.27282, 0.28011, 0.28725, 0.29419 
0.66175, 0.6636, 0.6648, 0.66537, 0.66538, 0.66487, 0.66388, 0.66246, 0.66066, 0.65852, 0.6561, 0.65342, 0.65055, 0.64748, 0.64419, 0.64068, 0.63694, 0.63295, 0.62871, 0.62425, 0.6196, 0.61477, 0.60979, 0.60468, 0.59945, 0.5941, 0.58862, 0.583, 0.57724, 0.57135, 0.56532, 0.55917, 0.55291, 0.54654, 0.54009, 0.53355, 0.52694, 0.52027, 0.51355, 0.50678 
2.1756e-05, 0.038034, 0.07411, 0.10843, 0.14119, 0.17256, 0.20273, 0.23187, 0.26019, 0.28785, 0.31504, 0.34194, 0.36874, 0.39552, 0.42236, 0.44934, 0.47652, 0.50399, 0.53179, 0.55991, 0.58832, 0.61702, 0.64599, 0.67522, 0.70478, 0.73476, 0.76528, 0.79643, 0.82832, 0.86101, 0.89445, 0.92855, 0.96325, 0.99848, 1.0342, 1.0702, 1.1066, 1.1432, 1.1799, 1.2168 
-0.057834, -0.069044, -0.079768, -0.090031, -0.099858, -0.10927, -0.1183, -0.12697, -0.1353, -0.14332, -0.15106, -0.15853, -0.16579, -0.17299, -0.18037, -0.18813, -0.1965, -0.20568, -0.21579, -0.22671, -0.23832, -0.25051, -0.26315, -0.27613, -0.28935, -0.30275, -0.31626, -0.32982, -0.34335, -0.35681, -0.37016, -0.38339, -0.39648, -0.40939, -0.42212, -0.43464, -0.44692, -0.45896, -0.47072, -0.48219 
0.81011, 0.77606, 0.74581, 0.719, 0.69526, 0.67421, 0.6555, 0.63876, 0.62362, 0.60972, 0.59668, 0.58415, 0.57182, 0.55978, 0.54827, 0.53752, 0.52778, 0.51927, 0.51209, 0.50602, 0.50083, 0.4963, 0.4922, 0.48829, 0.48432, 0.48002, 0.47513, 0.46937, 0.46249, 0.45428, 0.44473, 0.43386, 0.4217, 0.40824, 0.39353, 0.37757, 0.36038, 0.34198, 0.32238, 0.30162 
-0.75229, -0.74505, -0.74016, -0.73741, -0.73659, -0.7375, -0.73992, -0.74366, -0.7485, -0.75424, -0.76066, -0.76757, -0.77477, -0.78231, -0.79026, -0.79872, -0.8078, -0.81758, -0.82809, -0.83921, -0.85083, -0.86281, -0.87504, -0.88739, -0.89976, -0.91204, -0.92415, -0.93599, -0.94746, -0.95848, -0.96901, -0.97902, -0.98847, -0.99733, -1.0056, -1.0131, -1.02, -1.0262, -1.0316, -1.0362 
-0.75475, -0.78453, -0.81464, -0.845, -0.87553, -0.90618, -0.93687, -0.96752, -0.99807, -1.0284, -1.0586, -1.0884, -1.1178, -1.1469, -1.1759, -1.2049, -1.234, -1.2634, -1.2932, -1.3232, -1.3533, -1.3836, -1.4138, -1.444, -1.4741, -1.5041, -1.5342, -1.5643, -1.5945, -1.6248, -1.6551, -1.6855, -1.7158, -1.746, -1.7761, -1.806, -1.8356, -1.8649, -1.8938, -1.9223 
0.75772, 0.76489, 0.77627, 0.79144, 0.80995, 0.83139, 0.85531, 0.88129, 0.9089, 0.9377, 0.96727, 0.99718, 1.027, 1.0568, 1.0865, 1.1161, 1.1459, 1.1757, 1.2056, 1.2355, 1.2653, 1.2949, 1.3242, 1.3531, 1.3816, 1.4097, 1.4375, 1.465, 1.4921, 1.519, 1.5456, 1.5718, 1.5976, 1.623, 1.6479, 1.6723, 1.6961, 1.7193, 1.7418, 1.7637 
-0.0029876, -0.018387, -0.03574, -0.054871, -0.075603, -0.09776, -0.12117, -0.14565, -0.17102, -0.19712, -0.22376, -0.25077, -0.27799, -0.30537, -0.33289, -0.36054, -0.38832, -0.4162, -0.44418, -0.47222, -0.50029, -0.52836, -0.5564, -0.58438, -0.61235, -0.64041, -0.66864, -0.69714, -0.72601, -0.75529, -0.78494, -0.81489, -0.84508, -0.87545, -0.90592, -0.93645, -0.96695, -0.99737, -1.0276, -1.0577 
-0.14844, -0.10969, -0.075148, -0.044421, -0.01712, 0.0071463, 0.028769, 0.048138, 0.065645, 0.08168, 0.096634, 0.1109, 0.12471, 0.13739, 0.14789, 0.15517, 0.15818, 0.15591, 0.14815, 0.13623, 0.12162, 0.10577, 0.090157, 0.076106, 0.063624, 0.051963, 0.040367, 0.02808, 0.014346, -0.0013613, -0.018964, -0.038286, -0.059154, -0.081392, -0.10482, -0.12928, -0.15457, -0.18054, -0.207, -0.23378 
-0.67005, -0.63902, -0.60933, -0.58073, -0.55298, -0.52582, -0.499, -0.47227, -0.44537, -0.41806, -0.39008, -0.36119, -0.33131, -0.30147, -0.27311, -0.24768, -0.22662, -0.21137, -0.20274, -0.20042, -0.20396, -0.21295, -0.22696, -0.24552, -0.2678, -0.29278, -0.31942, -0.34669, -0.37356, -0.39928, -0.42388, -0.4475, -0.47028, -0.49235, -0.51387, -0.53497, -0.5558, -0.57649, -0.59719, -0.61804 
0.0176, -0.0065173, -0.032562, -0.060183, -0.089029, -0.11875, -0.14899, -0.1794, -0.20963, -0.23933, -0.26815, -0.29573, -0.32183, -0.34682, -0.37131, -0.39591, -0.42123, -0.44789, -0.47612, -0.50552, -0.53562, -0.56596, -0.59606, -0.6255, -0.65429, -0.68271, -0.71102, -0.73949, -0.76838, -0.79784, -0.82764, -0.85751, -0.88718, -0.91637, -0.94482, -0.97224, -0.99837, -1.0229, -1.0456, -1.0662 
-0.2978, -0.30344, -0.30724, -0.30959, -0.31087, -0.31146, -0.31176, -0.31213, -0.31298, -0.31467, -0.3176, -0.32214, -0.32854, -0.33611, -0.34385, -0.35074, -0.35574, -0.35786, -0.35657, -0.35225, -0.34538, -0.33641, -0.32582, -0.31407, -0.30163, -0.28899, -0.27663, -0.26502, -0.25465, -0.24584, -0.23849, -0.23245, -0.22756, -0.22366, -0.2206, -0.21822, -0.21636, -0.21486, -0.21356, -0.21231 
