0, 0.0013883, 0.0027755, 0.0041615, 0.0055463, 0.0069296, 0.0083115, 0.0096918, 0.011071, 0.012448, 0.013823, 0.015196, 0.016567, 0.017936, 0.019303, 0.020668, 0.02203, 0.02339, 0.024747, 0.026102, 0.027454, 0.028803, 0.030149, 0.031493, 0.032833, 0.03417, 0.035504, 0.036834, 0.038161, 0.039484, 0.040804, 0.04212, 0.043433, 0.044741, 0.046046, 0.047346, 0.048642, 0.049934, 0.051222, 0.052505, 0.053784, 0.055058, 0.056327, 0.057592, 0.058852, 0.060107, 0.061356, 0.062601, 0.06384, 0.065073, 0.0663, 0.067521, 0.068736, 0.069944, 0.071145, 0.072338, 0.073525, 0.074703, 0.075874, 0.077036, 0.07819, 0.079335, 0.080471, 0.081598, 0.082715, 0.083823, 0.084921, 0.086008, 0.087085, 0.088152, 0.089208, 0.090254, 0.09129, 0.092318, 0.093337, 0.094347, 0.09535, 0.096346, 0.097334, 0.098316, 0.099292, 0.10026, 0.10123, 0.10219, 0.10314, 0.1041, 0.10505, 0.10599, 0.10693, 0.10787, 0.10881, 0.10975, 0.11069, 0.11162, 0.11256, 0.11349, 0.11442, 0.11535, 0.11627, 0.1172, 0.11812, 0.11903, 0.11995, 0.12086, 0.12176, 0.12266, 0.12356, 0.12445, 0.12534, 0.12622, 0.1271, 0.12797, 0.12884, 0.1297, 0.13055, 0.1314, 0.13224, 0.13307, 0.1339, 0.13473, 0.13555, 0.13637, 0.13719, 0.13801, 0.13882, 0.13963, 0.14045, 0.14126, 0.14208, 0.14289, 0.14371, 0.14453, 0.14535, 0.14618, 0.14701, 0.14785, 0.14869, 0.14954, 0.15039, 0.15125, 0.15212, 0.15299, 0.15388, 0.15477, 0.15567, 0.15658, 0.15751, 0.15844, 0.15939, 0.16035, 0.16132, 0.16231, 0.16331, 0.16432, 0.16535, 0.1664, 0.16746, 0.16854, 0.16963, 0.17075 
0.66175, 0.66202, 0.66229, 0.66255, 0.6628, 0.66305, 0.6633, 0.66353, 0.66376, 0.66399, 0.66421, 0.66442, 0.66463, 0.66483, 0.66502, 0.66521, 0.6654, 0.66557, 0.66575, 0.66591, 0.66607, 0.66623, 0.66638, 0.66652, 0.66666, 0.66679, 0.66691, 0.66703, 0.66715, 0.66725, 0.66736, 0.66745, 0.66755, 0.66763, 0.66771, 0.66779, 0.66786, 0.66792, 0.66798, 0.66803, 0.66808, 0.66812, 0.66816, 0.66819, 0.66821, 0.66823, 0.66825, 0.66826, 0.66826, 0.66826, 0.66825, 0.66824, 0.66822, 0.66819, 0.66816, 0.66813, 0.66808, 0.66804, 0.66798, 0.66792, 0.66786, 0.66778, 0.66771, 0.66762, 0.66753, 0.66743, 0.66733, 0.66722, 0.6671, 0.66698, 0.66685, 0.66671, 0.66657, 0.66642, 0.66627, 0.66611, 0.66594, 0.66577, 0.6656, 0.66542, 0.66523, 0.66504, 0.66485, 0.66465, 0.66444, 0.66424, 0.66402, 0.66381, 0.66359, 0.66336, 0.66314, 0.66291, 0.66267, 0.66244, 0.6622, 0.66196, 0.66171, 0.66146, 0.66121, 0.66095, 0.66069, 0.66043, 0.66017, 0.6599, 0.65962, 0.65935, 0.65907, 0.65879, 0.6585, 0.65821, 0.65792, 0.65763, 0.65733, 0.65703, 0.65672, 0.65641, 0.6561, 0.65578, 0.65547, 0.65514, 0.65482, 0.65449, 0.65417, 0.65383, 0.6535, 0.65317, 0.65283, 0.65249, 0.65215, 0.65181, 0.65146, 0.65112, 0.65077, 0.65043, 0.65008, 0.64973, 0.64938, 0.64904, 0.64869, 0.64834, 0.64799, 0.64764, 0.64729, 0.64694, 0.64659, 0.64625, 0.6459, 0.64555, 0.64521, 0.64487, 0.64453, 0.64419, 0.64385, 0.64351, 0.64317, 0.64284, 0.64251, 0.64218, 0.64186, 0.64153 
2.1756e-05, 0.0072149, 0.014404, 0.02159, 0.028772, 0.035949, 0.043123, 0.050292, 0.057456, 0.064616, 0.071771, 0.07892, 0.086065, 0.093205, 0.10034, 0.10747, 0.11459, 0.12171, 0.12882, 0.13592, 0.14302, 0.15012, 0.1572, 0.16428, 0.17135, 0.17842, 0.18548, 0.19253, 0.19957, 0.20661, 0.21364, 0.22066, 0.22767, 0.23468, 0.24167, 0.24866, 0.25564, 0.26261, 0.26958, 0.27653, 0.28347, 0.29041, 0.29734, 0.30425, 0.31116, 0.31806, 0.32494, 0.33182, 0.33869, 0.34554, 0.35238, 0.35921, 0.36603, 0.37284, 0.37962, 0.3864, 0.39316, 0.3999, 0.40663, 0.41334, 0.42004, 0.42671, 0.43337, 0.44001, 0.44662, 0.45322, 0.4598, 0.46636, 0.47289, 0.4794, 0.48589, 0.49236, 0.49881, 0.50524, 0.51165, 0.51805, 0.52443, 0.53079, 0.53713, 0.54346, 0.54978, 0.55609, 0.56238, 0.56866, 0.57493, 0.58119, 0.58744, 0.59369, 0.59992, 0.60615, 0.61238, 0.6186, 0.62481, 0.63102, 0.63723, 0.64343, 0.64963, 0.65582, 0.66201, 0.66819, 0.67437, 0.68054, 0.68671, 0.69287, 0.69903, 0.70518, 0.71132, 0.71746, 0.72359, 0.72972, 0.73584, 0.74195, 0.74806, 0.75416, 0.76025, 0.76633, 0.77241, 0.77849, 0.78456, 0.79062, 0.79668, 0.80273, 0.80877, 0.81482, 0.82086, 0.82689, 0.83292, 0.83895, 0.84497, 0.85099, 0.85701, 0.86303, 0.86904, 0.87506, 0.88107, 0.88708, 0.89309, 0.8991, 0.90511, 0.91112, 0.91712, 0.92313, 0.92914, 0.93516, 0.94117, 0.94718, 0.9532, 0.95922, 0.96524, 0.97126, 0.97729, 0.98332, 0.98935, 0.99539, 1.0014, 1.0075, 1.0135, 1.0196, 1.0256, 1.0317 
-0.057834, -0.060457, -0.063059, -0.06564, -0.068201, -0.070742, -0.073264, -0.075767, -0.078251, -0.080717, -0.083165, -0.085597, -0.088011, -0.090409, -0.092791, -0.095157, -0.097509, -0.099845, -0.10217, -0.10448, -0.10677, -0.10905, -0.11132, -0.11358, -0.11583, -0.11806, -0.12029, -0.1225, -0.1247, -0.1269, -0.12908, -0.13126, -0.13342, -0.13558, -0.13774, -0.13988, -0.14202, -0.14416, -0.14628, -0.1484, -0.15052, -0.15263, -0.15474, -0.15685, -0.15895, -0.16105, -0.16315, -0.16524, -0.16734, -0.16943, -0.17151, -0.17359, -0.17567, -0.17775, -0.17982, -0.18189, -0.18395, -0.186, -0.18805, -0.1901, -0.19213, -0.19416, -0.19619, -0.19821, -0.20021, -0.20222, -0.20421, -0.20619, -0.20817, -0.21014, -0.21209, -0.21404, -0.21598, -0.21791, -0.21983, -0.22175, -0.22365, -0.22555, -0.22743, -0.22931, -0.23118, -0.23304, -0.23489, -0.23673, -0.23857, -0.24039, -0.24221, -0.24402, -0.24582, -0.24761, -0.2494, -0.25118, -0.25294, -0.2547, -0.25646, -0.2582, -0.25994, -0.26167, -0.26339, -0.26511, -0.26682, -0.26853, -0.27023, -0.27192, -0.27361, -0.27529, -0.27697, -0.27865, -0.28032, -0.28198, -0.28365, -0.2853, -0.28696, -0.28861, -0.29026, -0.29191, -0.29355, -0.29519, -0.29682, -0.29845, -0.30007, -0.30169, -0.30329, -0.30489, -0.30648, -0.30806, -0.30963, -0.31119, -0.31274, -0.31428, -0.3158, -0.31731, -0.31881, -0.32029, -0.32175, -0.3232, -0.32464, -0.32605, -0.32745, -0.32883, -0.33019, -0.33153, -0.33284, -0.33414, -0.33542, -0.33667, -0.3379, -0.33911, -0.34029, -0.34144, -0.34257, -0.34368, -0.34475, -0.3458, -0.34682, -0.34781, -0.34878, -0.34971, -0.35061, -0.35147 
0.81011, 0.80492, 0.79969, 0.79442, 0.78911, 0.78377, 0.77839, 0.77298, 0.76753, 0.76205, 0.75654, 0.751, 0.74542, 0.73982, 0.73419, 0.72854, 0.72285, 0.71715, 0.71142, 0.70566, 0.69989, 0.69409, 0.68827, 0.68244, 0.67659, 0.67072, 0.66483, 0.65893, 0.65302, 0.64709, 0.64115, 0.6352, 0.62924, 0.62328, 0.6173, 0.61132, 0.60533, 0.59934, 0.59334, 0.58735, 0.58135, 0.57534, 0.56934, 0.56335, 0.55735, 0.55136, 0.54537, 0.53938, 0.5334, 0.52743, 0.52145, 0.51548, 0.50951, 0.50354, 0.49757, 0.49161, 0.48564, 0.47967, 0.4737, 0.46773, 0.46175, 0.45577, 0.44979, 0.4438, 0.43781, 0.43182, 0.42581, 0.4198, 0.41379, 0.40777, 0.40174, 0.3957, 0.38966, 0.38362, 0.37757, 0.37153, 0.36548, 0.35944, 0.3534, 0.34736, 0.34133, 0.3353, 0.32928, 0.32327, 0.31727, 0.31128, 0.3053, 0.29933, 0.29338, 0.28745, 0.28153, 0.27563, 0.26974, 0.26387, 0.25801, 0.25216, 0.2463, 0.24045, 0.23458, 0.22871, 0.22282, 0.2169, 0.21097, 0.205, 0.19901, 0.19297, 0.1869, 0.18078, 0.17461, 0.16839, 0.16211, 0.15576, 0.14935, 0.14287, 0.13632, 0.12969, 0.12301, 0.11629, 0.10954, 0.10279, 0.096037, 0.089307, 0.082614, 0.075972, 0.069397, 0.062904, 0.056509, 0.050225, 0.04407, 0.038058, 0.032204, 0.026523, 0.021032, 0.015745, 0.010677, 0.0058442, 0.0012613, -0.0030563, -0.0070933, -0.010834, -0.014264, -0.017368, -0.02013, -0.022535, -0.024568, -0.026213, -0.027455, -0.028279, -0.02867, -0.028613, -0.028091, -0.02709, -0.025595, -0.02359, -0.02106, -0.01799, -0.014364, -0.010167, -0.0053842, -5.7853e-18 
-0.75229, -0.75098, -0.74967, -0.74838, -0.74709, -0.74581, -0.74454, -0.74328, -0.74203, -0.74078, -0.73954, -0.7383, -0.73708, -0.73585, -0.73463, -0.73342, -0.73221, -0.731, -0.72979, -0.72859, -0.72739, -0.72619, -0.725, -0.7238, -0.7226, -0.72141, -0.72021, -0.71902, -0.71782, -0.71662, -0.71542, -0.71421, -0.713, -0.71179, -0.71058, -0.70936, -0.70813, -0.7069, -0.70567, -0.70443, -0.70318, -0.70193, -0.70067, -0.6994, -0.69812, -0.69683, -0.69554, -0.69423, -0.69292, -0.6916, -0.69027, -0.68893, -0.68758, -0.68622, -0.68485, -0.68347, -0.68208, -0.68069, -0.67928, -0.67786, -0.67644, -0.67501, -0.67357, -0.67211, -0.67065, -0.66918, -0.6677, -0.66622, -0.66472, -0.66321, -0.6617, -0.66017, -0.65864, -0.65711, -0.65556, -0.65401, -0.65246, -0.6509, -0.64934, -0.64777, -0.6462, -0.64463, -0.64306, -0.64148, -0.63991, -0.63834, -0.63677, -0.6352, -0.63363, -0.63206, -0.6305, -0.62894, -0.62738, -0.62583, -0.62428, -0.62274, -0.62119, -0.61964, -0.6181, -0.61655, -0.615, -0.61344, -0.61189, -0.61032, -0.60875, -0.60718, -0.6056, -0.604, -0.6024, -0.60079, -0.59917, -0.59754, -0.59589, -0.59423, -0.59256, -0.59087, -0.58917, -0.58746, -0.58574, -0.584, -0.58226, -0.58051, -0.57876, -0.577, -0.57524, -0.57348, -0.57171, -0.56994, -0.56818, -0.56642, -0.56466, -0.5629, -0.56116, -0.55942, -0.55768, -0.55596, -0.55425, -0.55255, -0.55086, -0.54919, -0.54753, -0.54589, -0.54426, -0.54266, -0.54107, -0.53951, -0.53797, -0.53645, -0.53496, -0.53349, -0.53205, -0.53064, -0.52926, -0.52791, -0.52659, -0.5253, -0.52405, -0.52283, -0.52165, -0.52051 
-0.75475, -0.7607, -0.76665, -0.7726, -0.77856, -0.78452, -0.79049, -0.79646, -0.80243, -0.80841, -0.8144, -0.82038, -0.82637, -0.83237, -0.83837, -0.84437, -0.85037, -0.85638, -0.86239, -0.8684, -0.87442, -0.88043, -0.88645, -0.89248, -0.8985, -0.90453, -0.91056, -0.91659, -0.92262, -0.92866, -0.93469, -0.94073, -0.94677, -0.95281, -0.95885, -0.9649, -0.97094, -0.97699, -0.98303, -0.98908, -0.99512, -1.0012, -1.0072, -1.0133, -1.0193, -1.0254, -1.0314, -1.0375, -1.0435, -1.0495, -1.0556, -1.0616, -1.0677, -1.0737, -1.0798, -1.0858, -1.0919, -1.0979, -1.104, -1.11, -1.116, -1.1221, -1.1281, -1.1342, -1.1402, -1.1463, -1.1523, -1.1584, -1.1644, -1.1705, -1.1765, -1.1826, -1.1886, -1.1946, -1.2007, -1.2067, -1.2128, -1.2188, -1.2249, -1.2309, -1.237, -1.243, -1.2491, -1.2551, -1.2612, -1.2672, -1.2733, -1.2793, -1.2853, -1.2914, -1.2974, -1.3035, -1.3095, -1.3156, -1.3216, -1.3276, -1.3337, -1.3397, -1.3458, -1.3518, -1.3579, -1.3639, -1.3699, -1.376, -1.382, -1.3881, -1.3941, -1.4002, -1.4062, -1.4123, -1.4183, -1.4244, -1.4304, -1.4365, -1.4425, -1.4486, -1.4547, -1.4607, -1.4668, -1.4728, -1.4789, -1.4849, -1.491, -1.497, -1.5031, -1.5091, -1.5151, -1.5211, -1.5271, -1.5331, -1.5391, -1.5451, -1.5511, -1.557, -1.563, -1.5689, -1.5748, -1.5807, -1.5866, -1.5924, -1.5983, -1.6041, -1.6099, -1.6157, -1.6215, -1.6272, -1.6329, -1.6386, -1.6443, -1.6499, -1.6556, -1.6612, -1.6667, -1.6723, -1.6778, -1.6833, -1.6887, -1.6941, -1.6995, -1.7049 
0.75772, 0.75983, 0.76195, 0.76409, 0.76623, 0.76838, 0.77054, 0.77272, 0.7749, 0.77709, 0.77929, 0.7815, 0.78371, 0.78594, 0.78817, 0.79041, 0.79266, 0.79492, 0.79719, 0.79946, 0.80174, 0.80403, 0.80632, 0.80862, 0.81093, 0.81324, 0.81556, 0.81788, 0.82021, 0.82255, 0.82489, 0.82724, 0.82959, 0.83194, 0.83431, 0.83667, 0.83904, 0.84142, 0.84379, 0.84618, 0.84856, 0.85095, 0.85334, 0.85574, 0.85814, 0.86054, 0.86294, 0.86535, 0.86775, 0.87017, 0.87258, 0.875, 0.87743, 0.87985, 0.88229, 0.88472, 0.88717, 0.88962, 0.89207, 0.89454, 0.897, 0.89948, 0.90196, 0.90445, 0.90695, 0.90946, 0.91198, 0.9145, 0.91704, 0.91958, 0.92213, 0.9247, 0.92727, 0.92985, 0.93243, 0.93503, 0.93763, 0.94024, 0.94286, 0.94549, 0.94812, 0.95076, 0.9534, 0.95605, 0.9587, 0.96136, 0.96403, 0.96669, 0.96937, 0.97204, 0.97472, 0.97741, 0.98009, 0.98278, 0.98548, 0.98817, 0.99087, 0.99357, 0.99627, 0.99898, 1.0017, 1.0044, 1.0071, 1.0098, 1.0125, 1.0152, 1.018, 1.0207, 1.0234, 1.0261, 1.0289, 1.0316, 1.0343, 1.037, 1.0397, 1.0425, 1.0452, 1.0479, 1.0507, 1.0534, 1.0561, 1.0588, 1.0615, 1.0643, 1.067, 1.0697, 1.0724, 1.0751, 1.0778, 1.0805, 1.0832, 1.0859, 1.0886, 1.0913, 1.094, 1.0967, 1.0993, 1.102, 1.1047, 1.1073, 1.11, 1.1126, 1.1153, 1.1179, 1.1205, 1.1231, 1.1257, 1.1283, 1.1309, 1.1335, 1.1361, 1.1386, 1.1412, 1.1437, 1.1463, 1.1488, 1.1513, 1.1538, 1.1563, 1.1588 
-0.0029876, -0.0063554, -0.0097247, -0.013095, -0.016467, -0.019839, -0.023212, -0.026586, -0.029959, -0.033333, -0.036707, -0.040081, -0.043454, -0.046826, -0.050198, -0.053568, -0.056938, -0.060305, -0.063672, -0.067036, -0.070399, -0.073759, -0.077117, -0.080472, -0.083825, -0.087175, -0.090521, -0.093865, -0.097204, -0.10054, -0.10387, -0.1072, -0.11053, -0.11384, -0.11716, -0.12047, -0.12377, -0.12707, -0.13037, -0.13366, -0.13694, -0.14022, -0.14349, -0.14675, -0.15001, -0.15326, -0.15651, -0.15975, -0.16298, -0.1662, -0.16941, -0.17262, -0.17582, -0.17901, -0.18219, -0.18536, -0.18852, -0.19167, -0.19482, -0.19795, -0.20107, -0.20418, -0.20728, -0.21037, -0.21345, -0.21652, -0.21957, -0.22262, -0.22565, -0.22866, -0.23167, -0.23466, -0.23764, -0.24062, -0.24357, -0.24652, -0.24946, -0.25239, -0.25531, -0.25822, -0.26112, -0.26401, -0.2669, -0.26977, -0.27264, -0.2755, -0.27836, -0.28121, -0.28405, -0.28689, -0.28972, -0.29254, -0.29536, -0.29818, -0.30099, -0.3038, -0.3066, -0.3094, -0.3122, -0.31499, -0.31778, -0.32057, -0.32335, -0.32613, -0.32891, -0.33169, -0.33446, -0.33723, -0.34, -0.34277, -0.34554, -0.3483, -0.35107, -0.35383, -0.35659, -0.35936, -0.36212, -0.36488, -0.36765, -0.37041, -0.37318, -0.37594, -0.37871, -0.38148, -0.38426, -0.38704, -0.38982, -0.3926, -0.39539, -0.39818, -0.40098, -0.40378, -0.40659, -0.4094, -0.41222, -0.41504, -0.41788, -0.42071, -0.42356, -0.42641, -0.42928, -0.43215, -0.43502, -0.43791, -0.44081, -0.44372, -0.44663, -0.44956, -0.4525, -0.45545, -0.45841, -0.46138, -0.46436, -0.46736, -0.47036, -0.47339, -0.47642, -0.47947, -0.48253, -0.48561 
-0.14844, -0.14238, -0.13633, -0.13027, -0.12422, -0.11817, -0.11212, -0.10607, -0.10002, -0.093969, -0.087922, -0.081876, -0.075831, -0.069787, -0.063743, -0.057701, -0.051659, -0.045617, -0.039577, -0.033536, -0.027497, -0.021458, -0.015419, -0.0093806, -0.0033426, 0.0026951, 0.0087326, 0.01477, 0.020807, 0.026844, 0.032881, 0.038918, 0.044955, 0.050992, 0.057029, 0.063066, 0.069104, 0.075141, 0.08118, 0.087218, 0.093257, 0.099296, 0.10534, 0.11138, 0.11742, 0.12346, 0.1295, 0.13554, 0.14159, 0.14763, 0.15368, 0.15972, 0.16576, 0.17181, 0.17785, 0.1839, 0.18994, 0.19599, 0.20203, 0.20807, 0.21412, 0.22016, 0.2262, 0.23224, 0.23828, 0.24432, 0.25036, 0.25639, 0.26243, 0.26846, 0.27449, 0.28052, 0.28656, 0.29259, 0.29862, 0.30465, 0.31068, 0.31672, 0.32275, 0.32879, 0.33483, 0.34087, 0.34691, 0.35296, 0.35901, 0.36507, 0.37112, 0.37719, 0.38326, 0.38933, 0.39541, 0.40149, 0.40758, 0.41368, 0.41978, 0.42588, 0.43198, 0.43808, 0.44418, 0.45027, 0.45636, 0.46245, 0.46853, 0.4746, 0.48066, 0.48671, 0.49275, 0.49878, 0.50479, 0.51078, 0.51676, 0.52272, 0.52866, 0.53458, 0.54048, 0.54636, 0.55221, 0.55805, 0.56386, 0.56966, 0.57544, 0.5812, 0.58695, 0.59268, 0.5984, 0.60411, 0.6098, 0.61549, 0.62116, 0.62683, 0.63248, 0.63813, 0.64378, 0.64942, 0.65505, 0.66068, 0.66631, 0.67194, 0.67757, 0.6832, 0.68883, 0.69447, 0.70011, 0.70575, 0.7114, 0.71705, 0.72271, 0.72839, 0.73407, 0.73976, 0.74546, 0.75117, 0.7569, 0.76264, 0.7684, 0.77417, 0.77996, 0.78577, 0.7916, 0.79745 
