0.2207, 0.22094, 0.22113, 0.22128, 0.22139, 0.22146, 0.22149, 0.22149, 0.22146, 0.22141, 0.22133, 0.22122, 0.2211, 0.22096, 0.22081, 0.22065, 0.22048, 0.22031, 0.22013, 0.21995, 0.21978, 0.21961, 0.21945, 0.2193, 0.21917, 0.21905, 0.21895, 0.21887, 0.21882, 0.2188, 0.21881, 0.21885, 0.21893, 0.21904, 0.2192, 0.2194, 0.21965, 0.21995, 0.2203, 0.22071, 0.22118, 0.2217, 0.22229, 0.22295, 0.22368, 0.22447, 0.22535, 0.22629, 0.2273, 0.22837, 0.22948, 0.23064, 0.23184, 0.23307, 0.23432, 0.23558, 0.23685, 0.23813, 0.23939, 0.24065, 0.24188, 0.24309, 0.24427, 0.2454, 0.24648, 0.24751, 0.24848, 0.24937, 0.25019, 0.25093, 0.25159, 0.25217, 0.25267, 0.2531, 0.25347, 0.25378, 0.25402, 0.25421, 0.25435, 0.25444, 0.25448, 0.25448, 0.25445, 0.25438, 0.25429, 0.25416, 0.25402, 0.25385, 0.25368, 0.25349, 0.25329, 0.25309, 0.25288, 0.25268, 0.25248, 0.25227, 0.25207, 0.25187, 0.25168, 0.25148, 0.25129, 0.25111, 0.25093, 0.25075, 0.25058, 0.25041, 0.25026, 0.25011, 0.24996, 0.24983, 0.2497, 0.24958, 0.24948, 0.24938, 0.24929, 0.24922, 0.24915, 0.2491, 0.24905, 0.24902, 0.24899, 0.24897, 0.24896, 0.24895, 0.24895, 0.24896, 0.24897, 0.24899, 0.24901, 0.24904, 0.24907, 0.2491, 0.24914, 0.24917, 0.24921, 0.24925, 0.2493, 0.24934, 0.24938, 0.24942, 0.24946, 0.2495, 0.24953, 0.24956, 0.24959, 0.24962, 0.24964, 0.24966, 0.24967 
0.6626, 0.66462, 0.66638, 0.66789, 0.66915, 0.67019, 0.67099, 0.67158, 0.67196, 0.67214, 0.67214, 0.67195, 0.67158, 0.67106, 0.67038, 0.66955, 0.66859, 0.6675, 0.66629, 0.66496, 0.66354, 0.66202, 0.66042, 0.65874, 0.65699, 0.65519, 0.65334, 0.65144, 0.64952, 0.64757, 0.6456, 0.64364, 0.64167, 0.63972, 0.63779, 0.63588, 0.63402, 0.6322, 0.63044, 0.62875, 0.62712, 0.62558, 0.62414, 0.62279, 0.62155, 0.62043, 0.61943, 0.61856, 0.61782, 0.61719, 0.61668, 0.61627, 0.61597, 0.61577, 0.61566, 0.61564, 0.6157, 0.61585, 0.61607, 0.61636, 0.61672, 0.61714, 0.61762, 0.61815, 0.61872, 0.61934, 0.61999, 0.62068, 0.6214, 0.62213, 0.62289, 0.62367, 0.62446, 0.62527, 0.62608, 0.6269, 0.62772, 0.62855, 0.62937, 0.63019, 0.631, 0.6318, 0.63258, 0.63335, 0.63411, 0.63484, 0.63554, 0.63622, 0.63687, 0.63749, 0.63807, 0.63862, 0.63912, 0.63959, 0.64002, 0.64042, 0.64078, 0.64112, 0.64143, 0.64171, 0.64198, 0.64222, 0.64244, 0.64265, 0.64284, 0.64302, 0.64319, 0.64336, 0.64352, 0.64367, 0.64383, 0.64398, 0.64414, 0.64431, 0.64448, 0.64466, 0.64485, 0.64505, 0.64525, 0.64547, 0.64568, 0.64591, 0.64614, 0.64637, 0.64661, 0.64686, 0.64711, 0.64736, 0.64761, 0.64787, 0.64812, 0.64838, 0.64864, 0.6489, 0.64916, 0.64943, 0.64968, 0.64994, 0.6502, 0.65045, 0.6507, 0.65095, 0.65119, 0.65143, 0.65167, 0.6519, 0.65212, 0.65234, 0.65255 
1.3369, 1.3597, 1.381, 1.4006, 1.4187, 1.4352, 1.4504, 1.464, 1.4764, 1.4873, 1.497, 1.5054, 1.5126, 1.5186, 1.5235, 1.5273, 1.5301, 1.5318, 1.5326, 1.5325, 1.5315, 1.5296, 1.527, 1.5236, 1.5194, 1.5146, 1.5092, 1.5032, 1.4966, 1.4896, 1.482, 1.4741, 1.4657, 1.457, 1.4481, 1.4388, 1.4294, 1.4197, 1.41, 1.4002, 1.3903, 1.3804, 1.3705, 1.3607, 1.3511, 1.3415, 1.3322, 1.3231, 1.3142, 1.3055, 1.297, 1.2885, 1.2802, 1.2721, 1.264, 1.256, 1.248, 1.2402, 1.2323, 1.2244, 1.2166, 1.2087, 1.2008, 1.1928, 1.1848, 1.1767, 1.1685, 1.1601, 1.1517, 1.1431, 1.1343, 1.1255, 1.1166, 1.1077, 1.0987, 1.0898, 1.081, 1.0723, 1.0637, 1.0552, 1.047, 1.0389, 1.0311, 1.0236, 1.0165, 1.0097, 1.0032, 0.99718, 0.9916, 0.98649, 0.98189, 0.97783, 0.97433, 0.97137, 0.9689, 0.96691, 0.96537, 0.96424, 0.9635, 0.96311, 0.96305, 0.96329, 0.96379, 0.96453, 0.96548, 0.9666, 0.96788, 0.96927, 0.97075, 0.97229, 0.97386, 0.97544, 0.97698, 0.97846, 0.97986, 0.98115, 0.98235, 0.98344, 0.98445, 0.98537, 0.98621, 0.98698, 0.98767, 0.98829, 0.98884, 0.98934, 0.98978, 0.99017, 0.99051, 0.99082, 0.99108, 0.99131, 0.9915, 0.99168, 0.99183, 0.99197, 0.99209, 0.99221, 0.99232, 0.99244, 0.99256, 0.99269, 0.99283, 0.993, 0.99318, 0.9934, 0.99364, 0.99392, 0.99425 
-2.0774, -2.0945, -2.1111, -2.1274, -2.1433, -2.1587, -2.1737, -2.1882, -2.2023, -2.216, -2.2292, -2.2419, -2.2542, -2.266, -2.2773, -2.2881, -2.2984, -2.3081, -2.3174, -2.3261, -2.3344, -2.342, -2.3492, -2.3557, -2.3617, -2.3672, -2.3721, -2.3764, -2.3801, -2.3832, -2.3857, -2.3876, -2.3888, -2.3895, -2.3895, -2.3889, -2.3876, -2.3857, -2.3831, -2.3799, -2.376, -2.3714, -2.3661, -2.3601, -2.3534, -2.346, -2.3379, -2.329, -2.3196, -2.3095, -2.2988, -2.2876, -2.2759, -2.2638, -2.2512, -2.2383, -2.2251, -2.2115, -2.1978, -2.1838, -2.1696, -2.1554, -2.141, -2.1266, -2.1122, -2.0979, -2.0836, -2.0695, -2.0555, -2.0418, -2.0282, -2.0149, -2.0019, -1.9891, -1.9766, -1.9645, -1.9526, -1.9411, -1.9299, -1.9192, -1.9087, -1.8987, -1.8891, -1.88, -1.8713, -1.863, -1.8553, -1.848, -1.8412, -1.835, -1.8293, -1.8242, -1.8196, -1.8156, -1.8121, -1.809, -1.8064, -1.8043, -1.8025, -1.8011, -1.8, -1.7992, -1.7987, -1.7985, -1.7985, -1.7986, -1.799, -1.7994, -1.8, -1.8006, -1.8012, -1.8019, -1.8026, -1.8032, -1.8038, -1.8042, -1.8046, -1.8049, -1.8051, -1.8052, -1.8053, -1.8053, -1.8053, -1.8051, -1.805, -1.8047, -1.8044, -1.8041, -1.8037, -1.8033, -1.8029, -1.8024, -1.8019, -1.8014, -1.8008, -1.8002, -1.7997, -1.7991, -1.7985, -1.7979, -1.7973, -1.7966, -1.7961, -1.7955, -1.7949, -1.7943, -1.7938, -1.7933, -1.7928 
0.62186, 0.61605, 0.61204, 0.60976, 0.60913, 0.61009, 0.61257, 0.61648, 0.62177, 0.62835, 0.63617, 0.64514, 0.65519, 0.66625, 0.67826, 0.69113, 0.7048, 0.7192, 0.73425, 0.74988, 0.76602, 0.7826, 0.79955, 0.8168, 0.83426, 0.85188, 0.86958, 0.88729, 0.90494, 0.92245, 0.93976, 0.95679, 0.97346, 0.98972, 1.0055, 1.0207, 1.0353, 1.0491, 1.0622, 1.0744, 1.0857, 1.096, 1.1053, 1.1134, 1.1203, 1.1259, 1.1301, 1.1331, 1.1347, 1.1352, 1.1346, 1.1329, 1.1302, 1.1267, 1.1223, 1.1172, 1.1115, 1.1051, 1.0983, 1.091, 1.0833, 1.0753, 1.0672, 1.0589, 1.0505, 1.0421, 1.0339, 1.0258, 1.0179, 1.0103, 1.0031, 0.99612, 0.98946, 0.98308, 0.97698, 0.97115, 0.96556, 0.96022, 0.95512, 0.95023, 0.94556, 0.94109, 0.93681, 0.93272, 0.92879, 0.92503, 0.92142, 0.91795, 0.91462, 0.9114, 0.90829, 0.90529, 0.90238, 0.89955, 0.89682, 0.89416, 0.89159, 0.8891, 0.88668, 0.88433, 0.88205, 0.87984, 0.87769, 0.8756, 0.87357, 0.87159, 0.86967, 0.8678, 0.86597, 0.86419, 0.86244, 0.86074, 0.85907, 0.85744, 0.85583, 0.85425, 0.8527, 0.85117, 0.84967, 0.84819, 0.84673, 0.8453, 0.84388, 0.84248, 0.8411, 0.83973, 0.83838, 0.83704, 0.83572, 0.8344, 0.8331, 0.8318, 0.83051, 0.82923, 0.82795, 0.82668, 0.82541, 0.82414, 0.82288, 0.82161, 0.82034, 0.81907, 0.81779, 0.81651, 0.81522, 0.81392, 0.81262, 0.8113, 0.80998 
0.11866, 0.11717, 0.11439, 0.11035, 0.10513, 0.098789, 0.091378, 0.082962, 0.0736, 0.063352, 0.05228, 0.040442, 0.0279, 0.014713, 0.00094201, -0.013354, -0.028113, -0.043277, -0.058784, -0.074575, -0.09059, -0.10677, -0.12305, -0.13937, -0.15568, -0.17191, -0.188, -0.2039, -0.21953, -0.23485, -0.24979, -0.26429, -0.2783, -0.29174, -0.30457, -0.31671, -0.32812, -0.33873, -0.34848, -0.35731, -0.36516, -0.37197, -0.37768, -0.38222, -0.38555, -0.3876, -0.38831, -0.3877, -0.38585, -0.38283, -0.37873, -0.37362, -0.36758, -0.36069, -0.35302, -0.34466, -0.33568, -0.32617, -0.3162, -0.30584, -0.29519, -0.28431, -0.27328, -0.26219, -0.25111, -0.24012, -0.22929, -0.21872, -0.20847, -0.19861, -0.18916, -0.18011, -0.17145, -0.16317, -0.15526, -0.14773, -0.14055, -0.13372, -0.12722, -0.12107, -0.11523, -0.10972, -0.10451, -0.099595, -0.094976, -0.090639, -0.086576, -0.082779, -0.07924, -0.07595, -0.072901, -0.070085, -0.067493, -0.065112, -0.06293, -0.060935, -0.059115, -0.057457, -0.055949, -0.054579, -0.053335, -0.052204, -0.051173, -0.050232, -0.049366, -0.048565, -0.047815, -0.047105, -0.046422, -0.045754, -0.045088, -0.044413, -0.043715, -0.042983, -0.042205, -0.041375, -0.040497, -0.039573, -0.038608, -0.037604, -0.036565, -0.035494, -0.034396, -0.033273, -0.032129, -0.030967, -0.029791, -0.028604, -0.027409, -0.026211, -0.025012, -0.023816, -0.022627, -0.021447, -0.020281, -0.019131, -0.018002, -0.016896, -0.015817, -0.014769, -0.013755, -0.012778, -0.011842, -0.01095, -0.010106, -0.0093132, -0.008575, -0.0078948, -0.0072761 
-1.8426, -1.8604, -1.8772, -1.893, -1.908, -1.922, -1.9351, -1.9474, -1.9588, -1.9694, -1.9791, -1.9881, -1.9962, -2.0036, -2.0103, -2.0162, -2.0214, -2.0259, -2.0297, -2.0329, -2.0354, -2.0373, -2.0386, -2.0393, -2.0394, -2.039, -2.038, -2.0365, -2.0345, -2.032, -2.0291, -2.0257, -2.0219, -2.0176, -2.013, -2.008, -2.0026, -1.9969, -1.9909, -1.9845, -1.9779, -1.971, -1.9638, -1.9564, -1.9488, -1.9409, -1.9329, -1.9248, -1.9164, -1.9079, -1.8992, -1.8903, -1.8813, -1.8721, -1.8628, -1.8533, -1.8436, -1.8338, -1.8238, -1.8137, -1.8034, -1.793, -1.7824, -1.7717, -1.7609, -1.7499, -1.7388, -1.7276, -1.7162, -1.7047, -1.6931, -1.6814, -1.6697, -1.658, -1.6464, -1.6349, -1.6234, -1.6122, -1.6011, -1.5902, -1.5796, -1.5693, -1.5594, -1.5498, -1.5406, -1.5319, -1.5236, -1.5159, -1.5087, -1.5021, -1.4962, -1.4909, -1.4862, -1.4823, -1.4789, -1.4761, -1.4739, -1.4721, -1.4708, -1.47, -1.4695, -1.4694, -1.4696, -1.4701, -1.4708, -1.4717, -1.4728, -1.474, -1.4753, -1.4767, -1.478, -1.4794, -1.4807, -1.4819, -1.483, -1.4839, -1.4847, -1.4853, -1.4858, -1.4862, -1.4865, -1.4867, -1.4867, -1.4867, -1.4866, -1.4864, -1.4861, -1.4857, -1.4853, -1.4848, -1.4843, -1.4837, -1.4831, -1.4825, -1.4818, -1.4812, -1.4805, -1.4798, -1.4791, -1.4785, -1.4778, -1.4772, -1.4766, -1.476, -1.4755, -1.4751, -1.4746, -1.4743, -1.474 
1.0485, 1.0386, 1.03, 1.0226, 1.0163, 1.0112, 1.0072, 1.0042, 1.0023, 1.0013, 1.0012, 1.002, 1.0037, 1.0062, 1.0094, 1.0134, 1.018, 1.0233, 1.0292, 1.0356, 1.0426, 1.0501, 1.0579, 1.0662, 1.0749, 1.0838, 1.0931, 1.1025, 1.1122, 1.122, 1.1319, 1.1419, 1.152, 1.162, 1.172, 1.1818, 1.1916, 1.2011, 1.2105, 1.2196, 1.2284, 1.2369, 1.2449, 1.2526, 1.2598, 1.2665, 1.2727, 1.2783, 1.2834, 1.2879, 1.292, 1.2955, 1.2986, 1.3012, 1.3033, 1.305, 1.3062, 1.307, 1.3074, 1.3074, 1.307, 1.3063, 1.3052, 1.3037, 1.302, 1.2998, 1.2974, 1.2947, 1.2917, 1.2885, 1.285, 1.2813, 1.2773, 1.2732, 1.269, 1.2646, 1.2601, 1.2554, 1.2508, 1.246, 1.2413, 1.2365, 1.2318, 1.2271, 1.2225, 1.218, 1.2136, 1.2093, 1.2051, 1.2012, 1.1974, 1.1938, 1.1905, 1.1874, 1.1846, 1.1819, 1.1794, 1.1771, 1.175, 1.173, 1.1711, 1.1694, 1.1677, 1.1662, 1.1648, 1.1634, 1.1621, 1.1609, 1.1597, 1.1585, 1.1573, 1.1561, 1.155, 1.1538, 1.1525, 1.1512, 1.1499, 1.1485, 1.1471, 1.1457, 1.1442, 1.1427, 1.1412, 1.1397, 1.1381, 1.1365, 1.135, 1.1334, 1.1318, 1.1301, 1.1285, 1.1269, 1.1253, 1.1237, 1.1221, 1.1206, 1.119, 1.1174, 1.1159, 1.1144, 1.1129, 1.1115, 1.1101, 1.1087, 1.1074, 1.1061, 1.1048, 1.1036, 1.1024 
-0.54281, -0.53653, -0.53105, -0.52635, -0.5224, -0.51918, -0.51666, -0.51482, -0.51363, -0.51307, -0.51311, -0.51373, -0.5149, -0.51661, -0.51881, -0.5215, -0.52464, -0.52821, -0.53219, -0.53654, -0.54125, -0.5463, -0.55164, -0.55727, -0.56316, -0.56927, -0.5756, -0.5821, -0.58876, -0.59556, -0.60246, -0.60944, -0.61649, -0.62356, -0.63065, -0.63772, -0.64474, -0.6517, -0.65857, -0.66533, -0.67194, -0.67839, -0.68465, -0.69069, -0.6965, -0.70204, -0.70729, -0.71225, -0.71691, -0.72128, -0.72537, -0.72917, -0.73269, -0.73593, -0.7389, -0.74161, -0.74405, -0.74622, -0.74814, -0.7498, -0.75121, -0.75237, -0.75329, -0.75397, -0.75441, -0.75462, -0.7546, -0.75435, -0.75388, -0.75319, -0.75229, -0.75119, -0.74991, -0.74845, -0.74684, -0.74507, -0.74316, -0.74112, -0.73897, -0.73672, -0.73437, -0.73194, -0.72944, -0.72688, -0.72428, -0.72164, -0.71898, -0.71631, -0.71364, -0.71098, -0.70834, -0.70574, -0.70318, -0.70067, -0.6982, -0.69578, -0.6934, -0.69106, -0.68877, -0.68652, -0.68431, -0.68215, -0.68002, -0.67794, -0.6759, -0.67391, -0.67195, -0.67003, -0.66816, -0.66632, -0.66453, -0.66277, -0.66105, -0.65937, -0.65773, -0.65613, -0.65457, -0.65304, -0.65156, -0.6501, -0.64869, -0.64731, -0.64596, -0.64466, -0.64338, -0.64214, -0.64093, -0.63976, -0.63862, -0.63751, -0.63644, -0.63539, -0.63438, -0.6334, -0.63245, -0.63152, -0.63063, -0.62977, -0.62894, -0.62813, -0.62735, -0.6266, -0.62588, -0.62518, -0.62451, -0.62387, -0.62325, -0.62265, -0.62208 
1.046, 1.0547, 1.0622, 1.0688, 1.0744, 1.0789, 1.0826, 1.0853, 1.0871, 1.088, 1.0881, 1.0873, 1.0858, 1.0835, 1.0805, 1.0767, 1.0723, 1.0672, 1.0615, 1.0552, 1.0483, 1.0408, 1.0328, 1.0244, 1.0154, 1.006, 0.99622, 0.98603, 0.97547, 0.96457, 0.95337, 0.94188, 0.93013, 0.91816, 0.90598, 0.89363, 0.88112, 0.8685, 0.85578, 0.84299, 0.83016, 0.81731, 0.80447, 0.79168, 0.77894, 0.7663, 0.75378, 0.74138, 0.7291, 0.71693, 0.70487, 0.69289, 0.68101, 0.66921, 0.65748, 0.64581, 0.63421, 0.62265, 0.61113, 0.59965, 0.5882, 0.57677, 0.56535, 0.55393, 0.54251, 0.53108, 0.51963, 0.50816, 0.49665, 0.48511, 0.47352, 0.4619, 0.45025, 0.43857, 0.42686, 0.41513, 0.40339, 0.39163, 0.37986, 0.36808, 0.3563, 0.34452, 0.33274, 0.32096, 0.3092, 0.29745, 0.28572, 0.27401, 0.26232, 0.25066, 0.23903, 0.22744, 0.21588, 0.20435, 0.19284, 0.18133, 0.16982, 0.15831, 0.14677, 0.13521, 0.12361, 0.11196, 0.10026, 0.088489, 0.076646, 0.064719, 0.052699, 0.040576, 0.028342, 0.015988, 0.0035036, -0.0091199, -0.021892, -0.034821, -0.047917, -0.061168, -0.074539, -0.087995, -0.1015, -0.11501, -0.1285, -0.14193, -0.15527, -0.16846, -0.18149, -0.19432, -0.2069, -0.2192, -0.23119, -0.24283, -0.25409, -0.26491, -0.27528, -0.28516, -0.2945, -0.30327, -0.31144, -0.31897, -0.32583, -0.33197, -0.33736, -0.34196, -0.34574, -0.34867, -0.3507, -0.3518, -0.35194, -0.35107, -0.34916 
