4.3, 4.2997, 4.2994, 4.2992, 4.2989, 4.2987, 4.2986, 4.2984, 4.2983, 4.2982, 4.2981, 4.298, 4.298, 4.2979, 4.2979, 4.2979, 4.2979, 4.298, 4.298, 4.298, 4.2981, 4.2982, 4.2982, 4.2983, 4.2984, 4.2985, 4.2986, 4.2987, 4.2988, 4.2989, 4.299, 4.2991, 4.2992, 4.2994, 4.2995, 4.2997, 4.2998, 4.3, 4.3002, 4.3003, 4.3005, 4.3006, 4.3007, 4.3009, 4.301, 4.3011, 4.3012, 4.3013, 4.3014, 4.3014, 4.3014, 4.3014, 4.3014, 4.3013, 4.3012, 4.3011, 4.301, 4.3009, 4.3007, 4.3006, 4.3005, 4.3004, 4.3004, 4.3004, 4.3004, 4.3005, 4.3007, 4.3009, 4.3011, 4.3013, 4.3016, 4.3019, 4.3021, 4.3024, 4.3026, 4.3029, 4.303, 4.3032, 4.3033, 4.3034, 4.3035, 4.3036, 4.3037, 4.3038, 4.3039, 4.304, 4.3041, 4.3043, 4.3044, 4.3046, 4.3048, 4.305, 4.3053, 4.3056, 4.306, 4.3064, 4.3069, 4.3074, 4.3079, 4.3085, 4.3091, 4.3097, 4.3102, 4.3107, 4.3112, 4.3116, 4.3118, 4.312, 4.3121, 4.3121, 4.312, 4.3118, 4.3115, 4.3111, 4.3107, 4.3102, 4.3096, 4.309, 4.3084, 4.3077, 4.307, 4.3063, 4.3055, 4.3047, 4.3039, 4.3031, 4.3023, 4.3014, 4.3006, 4.2998, 4.299, 4.2982, 4.2975, 4.2968, 4.2961, 4.2954, 4.2948, 4.2942, 4.2937, 4.2932, 4.2928, 4.2925, 4.2922, 4.292, 4.2919, 4.2918, 4.2919, 4.292, 4.2922, 4.2926 
0.66625, 0.66712, 0.66801, 0.66894, 0.66989, 0.67086, 0.67185, 0.67285, 0.67388, 0.67491, 0.67595, 0.677, 0.67806, 0.67911, 0.68017, 0.68122, 0.68227, 0.68331, 0.68434, 0.68536, 0.68636, 0.68734, 0.6883, 0.68924, 0.69017, 0.69106, 0.69194, 0.6928, 0.69363, 0.69445, 0.69524, 0.696, 0.69675, 0.69748, 0.69818, 0.69886, 0.69953, 0.70017, 0.7008, 0.70142, 0.70202, 0.7026, 0.70317, 0.70373, 0.70428, 0.70482, 0.70535, 0.70587, 0.70637, 0.70687, 0.70736, 0.70784, 0.7083, 0.70876, 0.70921, 0.70965, 0.71007, 0.71048, 0.71086, 0.71123, 0.71157, 0.71188, 0.71216, 0.71241, 0.71263, 0.71281, 0.71295, 0.71306, 0.71315, 0.71321, 0.71325, 0.71328, 0.71329, 0.71329, 0.71328, 0.71326, 0.71325, 0.71323, 0.7132, 0.71318, 0.71315, 0.71313, 0.7131, 0.71307, 0.71303, 0.713, 0.71296, 0.71293, 0.71288, 0.71283, 0.71277, 0.7127, 0.71261, 0.7125, 0.71237, 0.71222, 0.71204, 0.71184, 0.71162, 0.71139, 0.71114, 0.71089, 0.71063, 0.71039, 0.71015, 0.70993, 0.70973, 0.70955, 0.70941, 0.70928, 0.70919, 0.70911, 0.70905, 0.70901, 0.70899, 0.70898, 0.70898, 0.709, 0.70902, 0.70905, 0.70908, 0.70911, 0.70915, 0.70918, 0.7092, 0.70921, 0.70922, 0.70921, 0.70918, 0.70914, 0.70908, 0.70901, 0.70893, 0.70884, 0.70874, 0.70864, 0.70854, 0.70844, 0.70834, 0.70824, 0.70815, 0.70807, 0.708, 0.70795, 0.7079, 0.70788, 0.70788, 0.70789, 0.70793, 0.708 
0.10011, 0.10729, 0.11464, 0.12213, 0.12975, 0.1375, 0.14537, 0.15333, 0.16139, 0.16953, 0.17774, 0.18601, 0.19432, 0.20267, 0.21105, 0.21944, 0.22784, 0.23623, 0.2446, 0.25294, 0.26124, 0.26948, 0.27767, 0.2858, 0.29387, 0.30189, 0.30988, 0.31783, 0.32575, 0.33366, 0.34155, 0.34944, 0.35733, 0.36522, 0.37311, 0.381, 0.38888, 0.39674, 0.40457, 0.41238, 0.42015, 0.42787, 0.43555, 0.44317, 0.45075, 0.45829, 0.46583, 0.47338, 0.48096, 0.48859, 0.49629, 0.50409, 0.512, 0.52004, 0.52822, 0.53649, 0.54473, 0.55285, 0.56074, 0.56831, 0.57546, 0.58208, 0.58808, 0.59335, 0.59779, 0.60135, 0.60407, 0.60602, 0.60726, 0.60787, 0.60789, 0.60742, 0.6065, 0.6052, 0.60359, 0.60174, 0.59969, 0.59747, 0.59511, 0.59262, 0.59004, 0.58739, 0.58469, 0.58198, 0.57928, 0.57661, 0.574, 0.57144, 0.56893, 0.56646, 0.56401, 0.56157, 0.55913, 0.55669, 0.55424, 0.55175, 0.54923, 0.54666, 0.54408, 0.54151, 0.53895, 0.53645, 0.53401, 0.53167, 0.52944, 0.52735, 0.52541, 0.52366, 0.5221, 0.52075, 0.51963, 0.51874, 0.51809, 0.5177, 0.51759, 0.51775, 0.51822, 0.51899, 0.52007, 0.52144, 0.52307, 0.52491, 0.52694, 0.52913, 0.53142, 0.53381, 0.53623, 0.53867, 0.54109, 0.54347, 0.54578, 0.54801, 0.55017, 0.55222, 0.55417, 0.55599, 0.55769, 0.55923, 0.56062, 0.56185, 0.56289, 0.56374, 0.56438, 0.56481, 0.56501, 0.56497, 0.56468, 0.56412, 0.56329, 0.56217 
-0.11629, -0.12154, -0.12672, -0.13182, -0.13684, -0.14179, -0.14665, -0.15144, -0.15614, -0.16076, -0.1653, -0.16976, -0.17413, -0.17842, -0.18262, -0.18673, -0.19076, -0.19469, -0.19854, -0.20229, -0.20596, -0.20953, -0.21301, -0.2164, -0.21972, -0.22297, -0.22617, -0.22932, -0.23245, -0.23555, -0.23864, -0.24173, -0.24483, -0.24795, -0.25108, -0.25421, -0.25733, -0.26043, -0.2635, -0.26654, -0.26952, -0.27245, -0.27531, -0.27809, -0.28081, -0.28349, -0.28618, -0.2889, -0.29171, -0.29462, -0.29768, -0.30092, -0.30439, -0.3081, -0.3121, -0.31628, -0.3205, -0.32463, -0.32852, -0.33202, -0.33501, -0.33733, -0.33884, -0.3394, -0.33887, -0.33719, -0.33447, -0.33087, -0.32656, -0.32168, -0.3164, -0.31088, -0.30527, -0.29973, -0.29441, -0.28947, -0.28496, -0.28079, -0.27691, -0.27323, -0.26968, -0.26619, -0.26268, -0.25908, -0.25532, -0.25133, -0.24704, -0.24252, -0.23784, -0.23312, -0.22845, -0.22392, -0.21962, -0.21565, -0.21211, -0.20909, -0.20668, -0.20494, -0.20383, -0.2033, -0.20331, -0.2038, -0.20473, -0.20605, -0.2077, -0.20965, -0.21183, -0.21421, -0.21678, -0.21955, -0.22255, -0.22581, -0.22933, -0.23315, -0.23729, -0.24176, -0.24659, -0.25181, -0.25742, -0.26339, -0.2697, -0.27628, -0.2831, -0.29012, -0.29729, -0.30458, -0.31193, -0.31932, -0.32669, -0.334, -0.34121, -0.34828, -0.35515, -0.36179, -0.36815, -0.37418, -0.37985, -0.3851, -0.38989, -0.39419, -0.39793, -0.40109, -0.40361, -0.40545, -0.40656, -0.40691, -0.40644, -0.40512, -0.40289, -0.39971 
0.75029, 0.74451, 0.73831, 0.73172, 0.72475, 0.71743, 0.70977, 0.7018, 0.69353, 0.68499, 0.6762, 0.66718, 0.65794, 0.64851, 0.63891, 0.62915, 0.61926, 0.60927, 0.59917, 0.58901, 0.5788, 0.56855, 0.55829, 0.54804, 0.53778, 0.52755, 0.51733, 0.50714, 0.49698, 0.48686, 0.47679, 0.46677, 0.45681, 0.44692, 0.43707, 0.42728, 0.41751, 0.40775, 0.39801, 0.38826, 0.37849, 0.36869, 0.35885, 0.34896, 0.33901, 0.32905, 0.31908, 0.30915, 0.29926, 0.28946, 0.27976, 0.27018, 0.26077, 0.25153, 0.24249, 0.23362, 0.22485, 0.21613, 0.20739, 0.19858, 0.18963, 0.18048, 0.17108, 0.16137, 0.15128, 0.14081, 0.13009, 0.1193, 0.10858, 0.098109, 0.088038, 0.078529, 0.069746, 0.061849, 0.054998, 0.049349, 0.044886, 0.041427, 0.03878, 0.036755, 0.035162, 0.03381, 0.032509, 0.031067, 0.029295, 0.027003, 0.024042, 0.020536, 0.016711, 0.012793, 0.0090077, 0.0055812, 0.0027395, 0.00070847, -0.00028584, -1.748e-05, 0.0017388, 0.0050862, 0.0098655, 0.015884, 0.022949, 0.030867, 0.039445, 0.048492, 0.057813, 0.067216, 0.076508, 0.085503, 0.094138, 0.10245, 0.11047, 0.11825, 0.12583, 0.13323, 0.14051, 0.14771, 0.15485, 0.16199, 0.16915, 0.17634, 0.18357, 0.19084, 0.19814, 0.20548, 0.21286, 0.22028, 0.22773, 0.23523, 0.24276, 0.25032, 0.25786, 0.26531, 0.27262, 0.27975, 0.28663, 0.29321, 0.29945, 0.30528, 0.31065, 0.31551, 0.31981, 0.32349, 0.32649, 0.32877, 0.33026, 0.33092, 0.33069, 0.32952, 0.32736, 0.32414 
-0.73411, -0.7304, -0.72647, -0.72235, -0.71803, -0.71354, -0.70889, -0.70408, -0.69914, -0.69407, -0.68889, -0.68361, -0.67824, -0.6728, -0.66729, -0.66173, -0.65614, -0.65052, -0.64489, -0.63927, -0.63365, -0.62807, -0.62252, -0.61701, -0.61155, -0.60612, -0.60074, -0.59539, -0.59008, -0.58482, -0.57958, -0.57439, -0.56923, -0.5641, -0.559, -0.55393, -0.54888, -0.54384, -0.53882, -0.5338, -0.52878, -0.52375, -0.51872, -0.51368, -0.50862, -0.50356, -0.49851, -0.49347, -0.48846, -0.48349, -0.47856, -0.47369, -0.46889, -0.46416, -0.45951, -0.45493, -0.45038, -0.44586, -0.44132, -0.43674, -0.4321, -0.42736, -0.42252, -0.41752, -0.41236, -0.40704, -0.40161, -0.39616, -0.39078, -0.38554, -0.38052, -0.3758, -0.37146, -0.36759, -0.36426, -0.36155, -0.35945, -0.35787, -0.35672, -0.35588, -0.35528, -0.3548, -0.35436, -0.35386, -0.3532, -0.35228, -0.35103, -0.34952, -0.34787, -0.3462, -0.34463, -0.34329, -0.34231, -0.34179, -0.34186, -0.34265, -0.34428, -0.3468, -0.3501, -0.35407, -0.35857, -0.36349, -0.36871, -0.3741, -0.37954, -0.38491, -0.39009, -0.39495, -0.39946, -0.40365, -0.40755, -0.41119, -0.41459, -0.41779, -0.42082, -0.4237, -0.42648, -0.42916, -0.4318, -0.43439, -0.43694, -0.43947, -0.44198, -0.44449, -0.44699, -0.4495, -0.45203, -0.45458, -0.45717, -0.45979, -0.46242, -0.46504, -0.46764, -0.47018, -0.47265, -0.47503, -0.47729, -0.47941, -0.48138, -0.48317, -0.48476, -0.48613, -0.48726, -0.48813, -0.48871, -0.48898, -0.48893, -0.48853, -0.48776, -0.4866 
-0.83422, -0.83748, -0.84072, -0.84395, -0.84715, -0.85034, -0.85351, -0.85665, -0.85977, -0.86286, -0.86592, -0.86895, -0.87195, -0.87492, -0.87785, -0.88074, -0.88359, -0.8864, -0.88917, -0.89189, -0.89457, -0.8972, -0.89978, -0.90233, -0.90487, -0.90741, -0.91, -0.91263, -0.91535, -0.91817, -0.92111, -0.92421, -0.92747, -0.93091, -0.9345, -0.93819, -0.94194, -0.94571, -0.94946, -0.95314, -0.95672, -0.96015, -0.96339, -0.96639, -0.96919, -0.97187, -0.97453, -0.97729, -0.98023, -0.98347, -0.98709, -0.9912, -0.99591, -1.0013, -1.0075, -1.0142, -1.0211, -1.028, -1.0344, -1.0401, -1.0447, -1.0479, -1.0494, -1.0488, -1.0459, -1.0404, -1.0329, -1.0236, -1.0132, -1.002, -0.99056, -0.97931, -0.96871, -0.95922, -0.95132, -0.94545, -0.9417, -0.93981, -0.9395, -0.9405, -0.94252, -0.94529, -0.94853, -0.95197, -0.95531, -0.95829, -0.96067, -0.96246, -0.96377, -0.96469, -0.96535, -0.96584, -0.96627, -0.96675, -0.96738, -0.96828, -0.96954, -0.97122, -0.97324, -0.97551, -0.97795, -0.98046, -0.98296, -0.98536, -0.98756, -0.98948, -0.99103, -0.99213, -0.99276, -0.99298, -0.99285, -0.99243, -0.99178, -0.99095, -0.99, -0.98899, -0.98798, -0.98703, -0.98618, -0.98544, -0.9848, -0.98427, -0.98382, -0.98346, -0.98318, -0.98297, -0.98282, -0.98273, -0.98269, -0.9827, -0.98275, -0.98284, -0.98296, -0.98311, -0.98328, -0.98347, -0.98367, -0.98389, -0.98411, -0.98433, -0.98455, -0.98476, -0.98496, -0.98515, -0.98531, -0.98545, -0.98556, -0.98564, -0.98568, -0.98568 
0.7501, 0.74222, 0.73413, 0.72585, 0.71738, 0.70874, 0.69993, 0.69097, 0.68187, 0.67263, 0.66328, 0.65381, 0.64424, 0.63459, 0.62485, 0.61505, 0.60519, 0.59529, 0.58535, 0.57538, 0.5654, 0.55542, 0.54544, 0.5355, 0.52564, 0.51589, 0.50629, 0.49688, 0.4877, 0.47878, 0.47017, 0.4619, 0.454, 0.4465, 0.43932, 0.43238, 0.42558, 0.41886, 0.41211, 0.40526, 0.39822, 0.3909, 0.38321, 0.37509, 0.36655, 0.35778, 0.34895, 0.34024, 0.33185, 0.32395, 0.31672, 0.31034, 0.305, 0.30088, 0.29811, 0.29637, 0.29515, 0.29393, 0.29221, 0.28947, 0.28519, 0.27885, 0.26996, 0.25798, 0.24241, 0.22308, 0.20073, 0.17627, 0.15058, 0.12456, 0.099094, 0.075088, 0.05343, 0.035016, 0.020737, 0.011457, 0.0072881, 0.0075967, 0.011716, 0.018981, 0.028723, 0.040277, 0.052977, 0.066155, 0.079146, 0.091282, 0.102, 0.11132, 0.11951, 0.12684, 0.13357, 0.13995, 0.14626, 0.15275, 0.15968, 0.16733, 0.17594, 0.18563, 0.19618, 0.2073, 0.21874, 0.23022, 0.24147, 0.25223, 0.26222, 0.27119, 0.27885, 0.28495, 0.28943, 0.2924, 0.29396, 0.29422, 0.29331, 0.29131, 0.28835, 0.28453, 0.27996, 0.27475, 0.26901, 0.26281, 0.25621, 0.24929, 0.24212, 0.23475, 0.22726, 0.21971, 0.21217, 0.20471, 0.19739, 0.19027, 0.18338, 0.17675, 0.17041, 0.1644, 0.15873, 0.15345, 0.14858, 0.14415, 0.1402, 0.13675, 0.13383, 0.13147, 0.12971, 0.12858, 0.12809, 0.12829, 0.12921, 0.13087, 0.13331, 0.13655 
-0.015983, -0.012051, -0.0080759, -0.0040596, -5.01e-06, 0.0040854, 0.0082091, 0.012363, 0.016546, 0.020754, 0.024986, 0.029238, 0.033508, 0.037794, 0.042093, 0.046402, 0.05072, 0.055043, 0.059369, 0.063695, 0.068019, 0.072338, 0.07665, 0.080939, 0.085188, 0.089377, 0.093487, 0.097499, 0.10139, 0.10515, 0.10875, 0.11218, 0.11542, 0.11845, 0.12132, 0.12408, 0.12676, 0.12942, 0.13209, 0.13484, 0.13769, 0.14071, 0.14392, 0.14739, 0.15108, 0.1549, 0.15876, 0.16255, 0.16617, 0.16954, 0.17254, 0.17507, 0.17704, 0.17836, 0.17894, 0.17897, 0.17875, 0.17856, 0.1787, 0.17947, 0.18116, 0.18407, 0.18848, 0.1947, 0.20301, 0.21351, 0.22579, 0.23932, 0.25362, 0.26816, 0.28245, 0.29597, 0.30823, 0.3187, 0.3269, 0.33232, 0.33491, 0.335, 0.33297, 0.3292, 0.32404, 0.31786, 0.31104, 0.30395, 0.29695, 0.29041, 0.28464, 0.27964, 0.27524, 0.27131, 0.26769, 0.26425, 0.26082, 0.25726, 0.25344, 0.24919, 0.24437, 0.23893, 0.23299, 0.22673, 0.22028, 0.21382, 0.2075, 0.20147, 0.19591, 0.19095, 0.18678, 0.18352, 0.18122, 0.17983, 0.17926, 0.17947, 0.18038, 0.18193, 0.18407, 0.18671, 0.18981, 0.19329, 0.1971, 0.20119, 0.20553, 0.21006, 0.21476, 0.21959, 0.2245, 0.22945, 0.23442, 0.23935, 0.24421, 0.24897, 0.2536, 0.25807, 0.26238, 0.26649, 0.27038, 0.27402, 0.27741, 0.2805, 0.28329, 0.28574, 0.28784, 0.28955, 0.29087, 0.29177, 0.29221, 0.29219, 0.29168, 0.29065, 0.28908, 0.28696 
-0.1485, -0.13234, -0.11874, -0.10758, -0.098711, -0.092016, -0.087363, -0.084621, -0.083662, -0.084355, -0.08657, -0.090178, -0.09505, -0.10106, -0.10806, -0.11595, -0.12457, -0.13382, -0.14354, -0.15362, -0.16393, -0.17433, -0.18471, -0.19503, -0.20529, -0.21552, -0.22573, -0.23592, -0.2461, -0.25631, -0.26653, -0.27679, -0.2871, -0.29747, -0.30788, -0.31833, -0.3288, -0.33928, -0.34976, -0.36023, -0.37066, -0.38107, -0.39142, -0.40171, -0.41194, -0.42214, -0.43234, -0.44256, -0.45283, -0.46317, -0.47362, -0.4842, -0.49494, -0.50586, -0.51698, -0.52823, -0.53952, -0.55073, -0.56178, -0.57254, -0.58292, -0.59282, -0.60213, -0.61076, -0.61858, -0.62557, -0.63179, -0.63735, -0.64236, -0.64693, -0.65116, -0.65515, -0.65902, -0.66286, -0.66678, -0.67089, -0.67523, -0.67977, -0.68451, -0.68942, -0.69449, -0.69969, -0.705, -0.71041, -0.71589, -0.72144, -0.72701, -0.73259, -0.73814, -0.7436, -0.74895, -0.75414, -0.75914, -0.7639, -0.76839, -0.77257, -0.77639, -0.77986, -0.78306, -0.78606, -0.78896, -0.79185, -0.79481, -0.79792, -0.80128, -0.80497, -0.80908, -0.81369, -0.81874, -0.82408, -0.82953, -0.83494, -0.84013, -0.84495, -0.84922, -0.85279, -0.85548, -0.85714, -0.85763, -0.85703, -0.85547, -0.8531, -0.85004, -0.84644, -0.84242, -0.83812, -0.83368, -0.82924, -0.82492, -0.82082, -0.81696, -0.81333, -0.80994, -0.8068, -0.80392, -0.8013, -0.79894, -0.79685, -0.79503, -0.7935, -0.79225, -0.7913, -0.79064, -0.79029, -0.79024, -0.7905, -0.79109, -0.792, -0.79324, -0.79481 
