4.2947, 4.2937, 4.2932, 4.2932, 4.2936, 4.2944, 4.2955, 4.2968, 4.2984, 4.3002, 4.302, 4.304, 4.3059, 4.3078, 4.3096, 4.3112, 4.3126, 4.3138, 4.3146, 4.3151, 4.3152, 4.3148, 4.3139, 4.3124, 4.3105, 4.3081, 4.3054, 4.3025, 4.2994, 4.2962, 4.2931, 4.29, 4.2871, 4.2844, 4.2821, 4.2801, 4.2783, 4.2768, 4.2754, 4.2743, 4.2733, 4.2724, 4.2716, 4.2708, 4.2701, 4.2693, 4.2685, 4.2677, 4.2668, 4.266, 4.2651, 4.2642, 4.2632, 4.2623, 4.2613, 4.2603, 4.2592, 4.2581, 4.257, 4.2559, 4.2547, 4.2536, 4.2525, 4.2514, 4.2503, 4.2492, 4.2482, 4.2472, 4.2462, 4.2453, 4.2444, 4.2435, 4.2427, 4.242, 4.2412, 4.2405, 4.2399, 4.2393, 4.2387, 4.2382, 4.2377, 4.2372, 4.2367, 4.2363, 4.2359, 4.2356, 4.2352, 4.2349, 4.2346, 4.2343, 4.234, 4.2337, 4.2335, 4.2332, 4.233, 4.2327, 4.2325, 4.2322, 4.2319, 4.2317 
0.71214, 0.71285, 0.71344, 0.71392, 0.71428, 0.71455, 0.71472, 0.7148, 0.71481, 0.71474, 0.71462, 0.71444, 0.71421, 0.71394, 0.71364, 0.71331, 0.71297, 0.71262, 0.71226, 0.71191, 0.71158, 0.71127, 0.71099, 0.71074, 0.71052, 0.71032, 0.71013, 0.70994, 0.70974, 0.70954, 0.7093, 0.70904, 0.70874, 0.70839, 0.70798, 0.70752, 0.70701, 0.70647, 0.70588, 0.70526, 0.70461, 0.70395, 0.70326, 0.70256, 0.70185, 0.70114, 0.70043, 0.69971, 0.69899, 0.69826, 0.69753, 0.69679, 0.69605, 0.69529, 0.69453, 0.69376, 0.69298, 0.6922, 0.69141, 0.69061, 0.68982, 0.68903, 0.68824, 0.68746, 0.68669, 0.68593, 0.68519, 0.68446, 0.68375, 0.68304, 0.68235, 0.68166, 0.68097, 0.68028, 0.67958, 0.67888, 0.67817, 0.67744, 0.67671, 0.67595, 0.67518, 0.6744, 0.6736, 0.67279, 0.67197, 0.67114, 0.67029, 0.66944, 0.66857, 0.6677, 0.66681, 0.66592, 0.66502, 0.66412, 0.6632, 0.66228, 0.66136, 0.66043, 0.65949, 0.65855 
0.60044, 0.60172, 0.60179, 0.60076, 0.59875, 0.59589, 0.5923, 0.5881, 0.58341, 0.57835, 0.57305, 0.56763, 0.56221, 0.55691, 0.55186, 0.54717, 0.54296, 0.53937, 0.53651, 0.53451, 0.53348, 0.53354, 0.53483, 0.53741, 0.54114, 0.54585, 0.55134, 0.55743, 0.56395, 0.57069, 0.57748, 0.58413, 0.59045, 0.59627, 0.60144, 0.60596, 0.60991, 0.61333, 0.61628, 0.61881, 0.62099, 0.62286, 0.62448, 0.62592, 0.62721, 0.62843, 0.62958, 0.63071, 0.63183, 0.63297, 0.63415, 0.63541, 0.63675, 0.63821, 0.63982, 0.64159, 0.64355, 0.64569, 0.648, 0.65048, 0.6531, 0.65587, 0.65876, 0.66178, 0.66491, 0.66814, 0.67146, 0.67485, 0.67826, 0.68164, 0.68491, 0.68803, 0.69093, 0.69355, 0.69583, 0.69771, 0.69914, 0.70005, 0.70039, 0.70021, 0.69955, 0.69845, 0.69697, 0.69514, 0.69302, 0.69065, 0.68808, 0.68536, 0.68253, 0.67965, 0.67675, 0.67389, 0.67111, 0.66847, 0.666, 0.66375, 0.66178, 0.66013, 0.65884, 0.65797 
-0.45262, -0.45096, -0.44682, -0.44048, -0.43226, -0.42244, -0.41133, -0.39921, -0.38639, -0.37315, -0.35981, -0.34665, -0.33397, -0.32207, -0.31124, -0.30178, -0.29399, -0.28816, -0.28459, -0.28358, -0.28542, -0.29041, -0.29884, -0.31088, -0.32612, -0.34401, -0.36401, -0.38559, -0.40818, -0.43126, -0.45427, -0.47668, -0.49794, -0.51751, -0.53497, -0.55039, -0.564, -0.57601, -0.58661, -0.59602, -0.60446, -0.61212, -0.61923, -0.62598, -0.63259, -0.63923, -0.64595, -0.65277, -0.65969, -0.66673, -0.6739, -0.68122, -0.68869, -0.69633, -0.70415, -0.71216, -0.72038, -0.72877, -0.73731, -0.74598, -0.75473, -0.76355, -0.7724, -0.78126, -0.79009, -0.79888, -0.80758, -0.81617, -0.8246, -0.83282, -0.84079, -0.84846, -0.85577, -0.86268, -0.86914, -0.87511, -0.88053, -0.88535, -0.88954, -0.89315, -0.89621, -0.89877, -0.9009, -0.90264, -0.90404, -0.90515, -0.90603, -0.90672, -0.90728, -0.90775, -0.90818, -0.90864, -0.90916, -0.90981, -0.91062, -0.91165, -0.91296, -0.91459, -0.91659, -0.91902 
0.31586, 0.30627, 0.29583, 0.28474, 0.27318, 0.26133, 0.24938, 0.23753, 0.22595, 0.21483, 0.20436, 0.19473, 0.18612, 0.17872, 0.17271, 0.16828, 0.16562, 0.16492, 0.16636, 0.17012, 0.1764, 0.18538, 0.19725, 0.21208, 0.22952, 0.2491, 0.27035, 0.29281, 0.31601, 0.33948, 0.36276, 0.38537, 0.40686, 0.42676, 0.44471, 0.4608, 0.47526, 0.48828, 0.50008, 0.51087, 0.52086, 0.53025, 0.53926, 0.5481, 0.55697, 0.56605, 0.57534, 0.58482, 0.59446, 0.60423, 0.61409, 0.62402, 0.63399, 0.64397, 0.65393, 0.66383, 0.67366, 0.68339, 0.693, 0.70248, 0.71181, 0.72096, 0.72992, 0.73868, 0.74722, 0.75551, 0.76353, 0.77129, 0.7788, 0.78607, 0.79315, 0.80004, 0.80679, 0.81341, 0.81994, 0.82638, 0.83279, 0.83917, 0.84554, 0.85192, 0.85831, 0.8647, 0.87109, 0.87748, 0.88388, 0.89028, 0.89668, 0.90308, 0.90949, 0.9159, 0.92231, 0.92872, 0.93514, 0.94155, 0.94797, 0.95439, 0.96081, 0.96723, 0.97365, 0.98008 
-0.46368, -0.45703, -0.45081, -0.44501, -0.43967, -0.43478, -0.43036, -0.42642, -0.42297, -0.42003, -0.41761, -0.41572, -0.41436, -0.41356, -0.41333, -0.41367, -0.4146, -0.41613, -0.41828, -0.42105, -0.42446, -0.42852, -0.43323, -0.43861, -0.44454, -0.45093, -0.45768, -0.46466, -0.47177, -0.47891, -0.48596, -0.49282, -0.49937, -0.50552, -0.51118, -0.51637, -0.52116, -0.5256, -0.52975, -0.53366, -0.53738, -0.54099, -0.54452, -0.54804, -0.5516, -0.55524, -0.55897, -0.56277, -0.5666, -0.57047, -0.57434, -0.57821, -0.58206, -0.58586, -0.5896, -0.59326, -0.59683, -0.60031, -0.60369, -0.60698, -0.61017, -0.61328, -0.61629, -0.6192, -0.62203, -0.62477, -0.62741, -0.62998, -0.63246, -0.63489, -0.63727, -0.63961, -0.64195, -0.64428, -0.64662, -0.64899, -0.6514, -0.65386, -0.6564, -0.659, -0.66166, -0.66438, -0.66715, -0.66998, -0.67285, -0.67577, -0.67873, -0.68172, -0.68475, -0.6878, -0.69088, -0.69397, -0.69709, -0.70021, -0.70335, -0.70649, -0.70963, -0.71277, -0.7159, -0.71903 
-0.94342, -0.94274, -0.94238, -0.94231, -0.9425, -0.94292, -0.94354, -0.94432, -0.94522, -0.94623, -0.9473, -0.9484, -0.9495, -0.95057, -0.95158, -0.95248, -0.95326, -0.95388, -0.9543, -0.95449, -0.95442, -0.95406, -0.95338, -0.95237, -0.95116, -0.94993, -0.94882, -0.94801, -0.94765, -0.9479, -0.94894, -0.95092, -0.954, -0.95835, -0.96408, -0.97107, -0.97915, -0.98817, -0.99795, -1.0083, -1.0191, -1.0302, -1.0414, -1.0525, -1.0634, -1.0739, -1.0841, -1.0939, -1.1034, -1.1126, -1.1216, -1.1303, -1.1389, -1.1473, -1.1555, -1.1637, -1.1718, -1.1798, -1.1877, -1.1956, -1.2035, -1.2113, -1.219, -1.2268, -1.2345, -1.2423, -1.25, -1.2577, -1.2654, -1.2731, -1.2806, -1.2879, -1.2951, -1.302, -1.3086, -1.315, -1.3209, -1.3265, -1.3316, -1.3363, -1.3406, -1.3446, -1.3483, -1.3517, -1.3549, -1.3579, -1.3608, -1.3635, -1.3662, -1.3688, -1.3713, -1.374, -1.3767, -1.3794, -1.3824, -1.3854, -1.3887, -1.3923, -1.3961, -1.4003 
-1.686e-13, -0.0089468, -0.012657, -0.011645, -0.0064234, 0.0024937, 0.014593, 0.029361, 0.046283, 0.064848, 0.08454, 0.10485, 0.12525, 0.14525, 0.16432, 0.18194, 0.19762, 0.21083, 0.22105, 0.22779, 0.23051, 0.22871, 0.22188, 0.20976, 0.19309, 0.17288, 0.15015, 0.12588, 0.1011, 0.076803, 0.053998, 0.03369, 0.016886, 0.0045892, -0.002456, -0.0045603, -0.0022972, 0.0037598, 0.013037, 0.024962, 0.03896, 0.054458, 0.070883, 0.087661, 0.10422, 0.12008, 0.13517, 0.14949, 0.16306, 0.17591, 0.18804, 0.19947, 0.21021, 0.22029, 0.22972, 0.23851, 0.24669, 0.2543, 0.2614, 0.26804, 0.27428, 0.28017, 0.28576, 0.29111, 0.29628, 0.30132, 0.30628, 0.31121, 0.31616, 0.32115, 0.32621, 0.33139, 0.33672, 0.34222, 0.34794, 0.35391, 0.36015, 0.36672, 0.37361, 0.38084, 0.38835, 0.39613, 0.40415, 0.41238, 0.4208, 0.42937, 0.43807, 0.44688, 0.45576, 0.46468, 0.47363, 0.48257, 0.49148, 0.50032, 0.50907, 0.51771, 0.5262, 0.53453, 0.54265, 0.55055 
0.34299, 0.35631, 0.36425, 0.36732, 0.36601, 0.36082, 0.35224, 0.34077, 0.32691, 0.31115, 0.29399, 0.27592, 0.25745, 0.23906, 0.22126, 0.20454, 0.1894, 0.17633, 0.16583, 0.1584, 0.15453, 0.15472, 0.15947, 0.16905, 0.18283, 0.19999, 0.21967, 0.24104, 0.26325, 0.28547, 0.30684, 0.32653, 0.34369, 0.35749, 0.3673, 0.37334, 0.37607, 0.37592, 0.37335, 0.3688, 0.36272, 0.35555, 0.34774, 0.33973, 0.33197, 0.32482, 0.31834, 0.31248, 0.3072, 0.30247, 0.29826, 0.29452, 0.29122, 0.28832, 0.28579, 0.28359, 0.28169, 0.28005, 0.27864, 0.27744, 0.27641, 0.27553, 0.27477, 0.27409, 0.27346, 0.27286, 0.27226, 0.27163, 0.27094, 0.27019, 0.26936, 0.26842, 0.26737, 0.26617, 0.26483, 0.26331, 0.26161, 0.2597, 0.25758, 0.25525, 0.25273, 0.25004, 0.2472, 0.24422, 0.24112, 0.23792, 0.23463, 0.23128, 0.22787, 0.22442, 0.22096, 0.21749, 0.21404, 0.21062, 0.20725, 0.20395, 0.20073, 0.19761, 0.19461, 0.19174 
-0.72761, -0.73076, -0.73443, -0.73855, -0.74304, -0.74785, -0.75289, -0.75811, -0.76343, -0.76879, -0.7741, -0.77932, -0.78436, -0.78915, -0.79364, -0.79774, -0.80139, -0.80453, -0.80707, -0.80896, -0.81012, -0.81049, -0.80998, -0.80858, -0.80636, -0.80343, -0.79991, -0.79592, -0.79156, -0.78695, -0.78221, -0.77746, -0.7728, -0.76835, -0.7642, -0.76036, -0.75682, -0.75357, -0.75058, -0.74785, -0.74536, -0.7431, -0.74105, -0.7392, -0.73754, -0.73605, -0.7347, -0.73346, -0.73229, -0.73117, -0.73005, -0.72892, -0.72773, -0.72645, -0.72505, -0.7235, -0.72178, -0.71987, -0.71779, -0.71554, -0.71313, -0.71055, -0.70781, -0.70492, -0.70189, -0.69871, -0.69539, -0.69194, -0.68844, -0.68495, -0.68155, -0.67831, -0.67531, -0.67262, -0.67032, -0.66848, -0.66718, -0.66649, -0.66646, -0.66706, -0.66822, -0.66989, -0.672, -0.67449, -0.67731, -0.68039, -0.68367, -0.68709, -0.6906, -0.69412, -0.6976, -0.70099, -0.70421, -0.70721, -0.70993, -0.71231, -0.71428, -0.71579, -0.71678, -0.71718 
